Requested report - WIN WAVES
ORGANIZATION ID = 21FLBBAP PROJECT ID - PROJECT NAME = JTDIEOFF - Julia Tuttle Die-Off Monitoring DEP ANALYTE GROUP = General Physical-Chemical | Biological | Nutrients DEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L | Nitrogen- Total Kjeldahl - mg/L | Nitrate-Nitrite (N) - mg/L | pH - SU | Phosphorus- Total - mg/L | Salinity - PSU | Chlorophyll a, free of pheophytin - ug/L | Dissolved Oxygen - mg/L | Temperature, Water - deg C | Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L | Ammonia- Un-ionized (NH3) - mg/L
Report Run on APRIL 30, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLBBAP"|"WQ02"|"25.8533"|""|"-80.1455"|""|"3226H5"|"WQ02-01/10/24-FP1"|"Field"|"01/10/2024 15:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.366"|"m"|""|""|""|"14853136"|"Temperature, Water"|"22.264"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ02"|"25.8533"|""|"-80.1455"|""|"3226H5"|"WQ02-01/10/24-FP1"|"Field"|"01/10/2024 15:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.366"|"m"|""|""|""|"14853133"|"Dissolved Oxygen"|"7.62"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ02"|"25.8533"|""|"-80.1455"|""|"3226H5"|"WQ02-01/10/24-FP1"|"Field"|"01/10/2024 15:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.366"|"m"|""|""|""|"14853134"|"pH"|"7.99"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA4"|"25.758"|""|"-80.1677"|""|"3226H3"|"CWA4-10/23/23"|"Sample"|"10/23/2023 09:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.448"|"m"|""|""|""|"14527079"|"Nitrogen- Total Kjeldahl"|"0.23"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"JT66"|"25.8165"|""|"-80.147"|""|"3226H6"|"JT66-01/10/24-FP1"|"Field"|"01/10/2024 13:50:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.792"|"m"|""|""|""|"14853001"|"Temperature, Water"|"22.356"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA4"|"25.758"|""|"-80.1677"|""|"3226H3"|"CWA4-01/25/24-FP1"|"Field"|"01/25/2024 13:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.23"|"m"|""|""|""|"14857387"|"Temperature, Water"|"22.444"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA4"|"25.758"|""|"-80.1677"|""|"3226H3"|"CWA4-01/25/24-FP1"|"Field"|"01/25/2024 13:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.23"|"m"|""|""|""|"14857385"|"pH"|"8.02"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA4"|"25.758"|""|"-80.1677"|""|"3226H3"|"CWA4-10/23/23"|"Sample"|"10/23/2023 09:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.448"|"m"|""|""|""|"14527022"|"Chlorophyll a, free of pheophytin"|"0.95"|""|"ug/L"|"0.061"|"0.18"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-10/23/23"|"Sample"|"10/23/2023 08:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.113"|"m"|""|""|""|"14527012"|"Chlorophyll a, free of pheophytin"|"4.3"|""|"ug/L"|"0.12"|"0.36"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JT66"|"25.8165"|""|"-80.147"|""|"3226H6"|"JT66-01/10/24-FP1"|"Field"|"01/10/2024 13:50:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.792"|"m"|""|""|""|"14852999"|"pH"|"8.04"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"JT66"|"25.8165"|""|"-80.147"|""|"3226H6"|"JT66-01/10/24-FP1"|"Field"|"01/10/2024 13:50:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.792"|"m"|""|""|""|"14852998"|"Dissolved Oxygen"|"8.92"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA4"|"25.758"|""|"-80.1677"|""|"3226H3"|"CWA4-01/25/24-FP1"|"Field"|"01/25/2024 13:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.23"|"m"|""|""|""|"14857384"|"Dissolved Oxygen"|"7.29"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA4"|"25.758"|""|"-80.1677"|""|"3226H3"|"CWA4-10/23/23"|"Sample"|"10/23/2023 09:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.448"|"m"|""|""|""|"14527081"|"Phosphorus- Total"|"0.007"|""|"mg/L"|"0.004"|"0.01"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ02"|"25.8533"|""|"-80.1455"|""|"3226H5"|"WQ02-03/05/24"|"Sample"|"03/05/2024 11:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.366"|"m"|""|""|""|"17460972"|"Chlorophyll a, free of pheophytin"|"1.4"|""|"ug/L"|"0.2"|"0.6"|"A"|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-11/06/23"|"Sample"|"11/06/2023 09:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.577"|"m"|""|""|""|"14527293"|"Chlorophyll a, free of pheophytin"|"0.89"|""|"ug/L"|"0.067"|"0.2"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-11/06/23"|"Sample"|"11/06/2023 09:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.577"|"m"|""|""|""|"14527328"|"Phosphorus- Total"|"0.018"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-09/25/23"|"Sample"|"09/25/2023 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.247"|"m"|""|""|""|"14855831"|"Phosphorus- Total"|"0.006"|""|"mg/L"|"0.004"|"0.01"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-11/06/23"|"Sample"|"11/06/2023 09:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.577"|"m"|""|""|""|"14527327"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-09/25/23"|"Sample"|"09/25/2023 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.247"|"m"|""|""|""|"14855829"|"Nitrogen- Total Kjeldahl"|"0.25"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-09/25/23"|"Sample"|"09/25/2023 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.247"|"m"|""|""|""|"14855811"|"Chlorophyll a, free of pheophytin"|"1.5"|""|"ug/L"|"0.067"|"0.2"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCB-12/11/23"|"Sample"|"12/11/2023 11:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.922"|"m"|""|""|""|"14529807"|"Nitrate-Nitrite (N)"|"0.091"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCB-12/11/23"|"Sample"|"12/11/2023 11:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.922"|"m"|""|""|""|"14529806"|"Nitrogen- Total Kjeldahl"|"0.71"|""|"mg/L"|"0.16"|"0.4"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-11/06/23"|"Sample"|"11/06/2023 09:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.577"|"m"|""|""|""|"14527325"|"Ammonia (N)"|"0.061"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-09/25/23"|"Sample"|"09/25/2023 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.247"|"m"|""|""|""|"14855828"|"Ammonia (N)"|"0.016"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ01"|"25.849"|""|"-80.1716"|""|"3226H5"|"WQ01-09/06/23-FP1"|"Field"|"09/06/2023 09:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.902"|"m"|""|""|""|"14524280"|"pH"|"7.87"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCS-01/25/24-FP1"|"Field"|"01/25/2024 13:25:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.196"|"m"|""|""|""|"14857205"|"pH"|"7.53"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCS-01/25/24-FP1"|"Field"|"01/25/2024 13:25:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.196"|"m"|""|""|""|"14857207"|"Temperature, Water"|"23.979"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-11/06/23"|"Sample"|"11/06/2023 09:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.577"|"m"|""|""|""|"14527326"|"Nitrogen- Total Kjeldahl"|"0.22"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-09/25/23"|"Sample"|"09/25/2023 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.247"|"m"|""|""|""|"14855830"|"Nitrate-Nitrite (N)"|"0.018"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JT61"|"25.8169"|""|"-80.1782"|""|"3226H6"|"JT61-12/05/23-FP1"|"Field"|"12/05/2023 07:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.887"|"m"|""|""|""|"14529289"|"Temperature, Water"|"25.488"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"JT61"|"25.8169"|""|"-80.1782"|""|"3226H6"|"JT61-12/05/23-FP1"|"Field"|"12/05/2023 07:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.887"|"m"|""|""|""|"14529287"|"pH"|"7.81"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCB-12/11/23"|"Sample"|"12/11/2023 11:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.922"|"m"|""|""|""|"14529805"|"Ammonia (N)"|"0.25"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCB-12/11/23"|"Sample"|"12/11/2023 11:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.922"|"m"|""|""|""|"14529853"|"Phosphorus- Total"|"0.012"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JT61"|"25.8169"|""|"-80.1782"|""|"3226H6"|"JT61-12/05/23-FP1"|"Field"|"12/05/2023 07:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.887"|"m"|""|""|""|"14529286"|"Dissolved Oxygen"|"5.74"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCB-12/11/23"|"Sample"|"12/11/2023 11:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.922"|"m"|""|""|""|"14529744"|"Chlorophyll a, free of pheophytin"|"1.2"|""|"ug/L"|"0.06"|"0.18"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-12/05/23"|"Sample"|"12/05/2023 09:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.758"|"m"|""|""|""|"14529345"|"Chlorophyll a, free of pheophytin"|"1.5"|""|"ug/L"|"0.06"|"0.18"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03S-09/06/23-FP1"|"Field"|"09/06/2023 08:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.105"|"m"|""|""|""|"14524537"|"pH"|"7.55"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03S-09/06/23-FP1"|"Field"|"09/06/2023 08:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.105"|"m"|""|""|""|"14524536"|"Dissolved Oxygen"|"2.86"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-11/27/23-FP1"|"Field"|"11/27/2023 12:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.268"|"m"|""|""|""|"14528762"|"pH"|"7.99"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"CWA5"|"25.7633"|""|"-80.1609"|""|"3226H3"|"CWA5-11/27/23-FP1"|"Field"|"11/27/2023 12:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.268"|"m"|""|""|""|"14528764"|"Temperature, Water"|"26.593"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-12/05/23"|"Sample"|"12/05/2023 09:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.758"|"m"|""|""|""|"14528814"|"Phosphorus- Total"|"0.007"|""|"mg/L"|"0.004"|"0.01"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-12/05/23"|"Sample"|"12/05/2023 09:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.758"|"m"|""|""|""|"14528812"|"Nitrogen- Total Kjeldahl"|"0.32"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03S-12/05/23-FP1"|"Field"|"12/05/2023 08:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.27"|"m"|""|""|""|"14528964"|"Dissolved Oxygen"|"2.04"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-12/05/23"|"Sample"|"12/05/2023 09:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.758"|"m"|""|""|""|"14528811"|"Ammonia (N)"|"0.02"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"RB1A"|"25.7524"|""|"-80.1954"|""|"3226H3"|"RB1A-12/11/23-FP1"|"Field"|"12/11/2023 13:15:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.392"|"m"|""|""|""|"14529997"|"Temperature, Water"|"23.805"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ01"|"25.849"|""|"-80.1716"|""|"3226H5"|"WQ01-01/08/24-FP1"|"Field"|"01/08/2024 12:55:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"2.035"|"m"|""|""|""|"14858193"|"Dissolved Oxygen"|"7.64"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03S-12/05/23-FP1"|"Field"|"12/05/2023 08:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.27"|"m"|""|""|""|"14528982"|"Temperature, Water"|"25.884"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-12/05/23"|"Sample"|"12/05/2023 09:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.758"|"m"|""|""|""|"14528813"|"Nitrate-Nitrite (N)"|"0.012"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRDW"|"25.7773"|""|"-80.204"|""|"3288B"|"MRDW-12/11/23-FP1"|"Field"|"12/11/2023 10:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.413"|"m"|""|""|""|"14530247"|"Dissolved Oxygen"|"5.52"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"MRDW"|"25.7773"|""|"-80.204"|""|"3288B"|"MRDW-12/11/23-FP1"|"Field"|"12/11/2023 10:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.413"|"m"|""|""|""|"14530250"|"Temperature, Water"|"23.974"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ01"|"25.849"|""|"-80.1716"|""|"3226H5"|"WQ01-09/06/23-FP1"|"Field"|"09/06/2023 09:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.902"|"m"|""|""|""|"14524279"|"Dissolved Oxygen"|"6.26"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ01"|"25.849"|""|"-80.1716"|""|"3226H5"|"WQ01-09/06/23-FP1"|"Field"|"09/06/2023 09:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.902"|"m"|""|""|""|"14524282"|"Temperature, Water"|"30.304"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"MRSC"|"25.8072"|""|"-80.2599"|""|"3288"|"MRSCS-01/25/24-FP1"|"Field"|"01/25/2024 13:25:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.196"|"m"|""|""|""|"14857204"|"Dissolved Oxygen"|"5.18"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"JT61"|"25.8169"|""|"-80.1782"|""|"3226H6"|"JT61-01/08/24"|"Sample"|"01/08/2024 10:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.5"|"m"|""|""|""|"14858048"|"Nitrate-Nitrite (N)"|"0.028"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRDW"|"25.7773"|""|"-80.204"|""|"3288B"|"MRDW-10/23/23"|"Sample"|"10/23/2023 08:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.958"|"m"|""|""|""|"14526890"|"Chlorophyll a, free of pheophytin"|"0.74"|""|"ug/L"|"0.06"|"0.18"|"J"|"Total"|"E31780"|"See Non-Conformance report 10158."|""
"21FLBBAP"|"JT61"|"25.8169"|""|"-80.1782"|""|"3226H6"|"JT61-01/08/24"|"Sample"|"01/08/2024 10:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.5"|"m"|""|""|""|"14858049"|"Phosphorus- Total"|"0.011"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRDW"|"25.7773"|""|"-80.204"|""|"3288B"|"MRDW-10/23/23"|"Sample"|"10/23/2023 08:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.958"|"m"|""|""|""|"14526948"|"Nitrogen- Total Kjeldahl"|"0.91"|""|"mg/L"|"0.16"|"0.4"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRDW"|"25.7773"|""|"-80.204"|""|"3288B"|"MRDW-10/23/23"|"Sample"|"10/23/2023 08:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.958"|"m"|""|""|""|"14526947"|"Ammonia (N)"|"0.2"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JT61"|"25.8169"|""|"-80.1782"|""|"3226H6"|"JT61-01/08/24"|"Sample"|"01/08/2024 10:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.5"|"m"|""|""|""|"14858029"|"Chlorophyll a, free of pheophytin"|"6.6"|""|"ug/L"|"0.28"|"0.85"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"MRDW"|"25.7773"|""|"-80.204"|""|"3288B"|"MRDW-10/23/23"|"Sample"|"10/23/2023 08:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.958"|"m"|""|""|""|"14526950"|"Phosphorus- Total"|"0.013"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"RB1A"|"25.7524"|""|"-80.1954"|""|"3226H3"|"RB1A-09/25/23-FP1"|"Field"|"09/25/2023 12:25:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.879"|"m"|""|""|""|"14856068"|"Temperature, Water"|"29.57"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
