"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"169","DEP","JUP125",-0.0019336,-0.488779419813902,0.932182560893322,4.8409344238579e-08,87,0.0158646896551724,0.001652,0.1127,1.23822777888352,-0.0019336,4.8409344238579e-08
"170","DEP","JUP126",-0.00168466666666667,-0.556650246305419,0.917512101438589,3.67776832601182e-10,87,0.013196367816092,0.001652,0.065,1.2249485230607,-0.00168466666666667,3.67776832601182e-10
"171","DEP","JUP127",-0.00159,-0.450684181718664,0.991717898204318,4.62603423072808e-07,87,0.0136319425287356,0.001652,0.065,1.20193203489006,-0.00159,4.62603423072808e-07
"172","DEP","JUP128",-0.00147183333333333,-0.420361247947455,0.870802275418711,1.94811095543862e-06,87,0.0142547816091954,0.00215,0.065,1.17327547979355,-0.00147183333333333,1.94811095543862e-06
"173","DEP","JUP129",-0.0015,-0.499288451012589,0.89707900295918,1.29904149528383e-08,87,0.0154791379310345,0.001652,0.1977,1.65567281305385,-0.0015,1.29904149528383e-08
"174","DEP","PEV040",-0.0015,-0.300492610837438,0.999323234465123,0.000883117684219702,87,0.0172336206896552,0.00165,0.12,1.15777910689133,-0.0015,0.000883117684219702
"175","DEP","PEV041",-0.0017896,-0.456814449917898,0.999431120772454,4.4938609402424e-07,87,0.015540275862069,0.00165,0.065,1.12509815604238,-0.0017896,4.4938609402424e-07
"176","DEP","PEV042",-0.00247825,-0.465790914066776,0.977759047362569,1.4695849397196e-07,87,0.015697275862069,0.001652,0.065,1.08377507666396,-0.00247825,1.4695849397196e-07
"177","DEP","PEV043",-0.0019758,-0.445779220779221,0.948908936425107,4.67952578210629e-07,88,0.0150449090909091,0.001652,0.065,1.1735126065118,-0.0019758,4.67952578210629e-07
"178","DEP","PEV044",-0.0015145,-0.536796536796537,0.952934851868519,1.5802420577057e-09,88,0.0134081590909091,0.00165,0.065,1.25465869536003,-0.0015145,1.5802420577057e-09
"179","DEP","PEV045",-0.0011603,-0.341543513957307,0.701957275106102,0.000126547218881,87,0.0160187931034483,0.00165,0.097,1.17335405284174,-0.0011603,0.000126547218881
"180","DEP","PEV046",-0.0015425,-0.504761904761905,0.998077005691568,2.83078699104936e-08,87,0.0138342298850575,0.001652,0.065,1.20096606587085,-0.0015425,2.83078699104936e-08
"181","DEP","PEV047",-0.0013009,-0.44575807334428,0.952567918759528,1.2107425948812e-06,87,0.015901367816092,0.001652,0.105,1.31765659748556,-0.0013009,1.2107425948812e-06
"182","DEP","PEV048",-0.00173083333333333,-0.471483305966065,0.997391763945725,2.11649157298702e-07,87,0.0136187011494253,0.001652,0.065,1.20514254005444,-0.00173083333333333,2.11649157298702e-07
"183","DEP","PEV049",-0.0012474,-0.439627805145047,0.660534383626469,6.49545994062129e-07,87,0.0150404712643678,0.001652,0.096,1.22299814659543,-0.0012474,6.49545994062129e-07
"184","DEP","PEV050",0.03158,0.315161466885605,0.237869330917224,0.000382663537952001,87,0.252532988505747,0.002223,0.866,0.825841166292108,0.03158,0.000382663537952001
"185","DEP","PEV051",-0.001248,-0.161247947454844,0.961123656361076,0.0856242835466475,87,0.0453648965517241,0.001652,0.3011,1.27920283825061,NA,0.0856242835466475
"186","DEP","PEV052",-0.001261,-0.289874110563766,0.9464882934731,0.00208893877215206,87,0.0210539655172414,0.001652,0.1346,1.21951703928474,-0.001261,0.00208893877215206
"187","DEP","PEV053",-0.0015,-0.389490968801314,0.614570024492847,1.04516960047852e-05,87,0.0189404597701149,0.001652,0.1231,1.29858778026573,-0.0015,1.04516960047852e-05
"188","DEP","STL161",-0.0007094,-0.164814814814815,0.319372327879008,0.116517146296592,72,0.0158721944444444,0.00165,0.067,0.879244054636964,NA,0.116517146296592
"189","DEP","STL162",-0.000632,-0.213698630136986,0.683488616370564,0.029180956582472,73,0.0113825479452055,0.001652,0.03632,0.676347206804395,-0.000632,0.029180956582472
"190","DEP","STL163",-0.00051975,-0.233333333333333,0.853480781555051,0.0224083953853105,72,0.00963275,0.002491,0.03123,0.680728035293144,-0.00051975,0.0224083953853105
"191","DEP","STL164",-0.0006745,-0.209389671361502,0.992709306225466,0.0532914465667612,71,0.0107575492957746,0.0026,0.03736,0.702646681397481,NA,0.0532914465667612
"192","DEP","STL165",-0.000889133333333333,-0.315740740740741,0.922067433419398,0.00240106356032068,72,0.00885281944444444,0.00165,0.04399,0.840914744363349,-0.000889133333333333,0.00240106356032068
"193","DEP","STL166",-0.000815833333333333,-0.183333333333333,0.42604102025159,0.081178188823203,72,0.0105305416666667,0.00165,0.04831,0.784080543620085,NA,0.081178188823203
"194","DEP","STL167",-0.000469333333333333,-0.112037037037037,0.868184963177458,0.30097796201024,72,0.0113323472222222,0.00165,0.05,0.887351934735392,NA,0.30097796201024
"195","DEP","STL168",-0.0008388,-0.236111111111111,0.772643515894485,0.0264737945008447,72,0.009656375,0.0016,0.038,0.722871365273511,-0.0008388,0.0264737945008447
"196","DEP","STL169",-0.0005368,-0.149074074074074,0.962634113665872,0.174764899773284,72,0.00995758333333333,0.0016,0.02763,0.608967753353101,NA,0.174764899773284
"197","DEP","STL170",-0.0004255,-0.202777777777778,0.659665399677194,0.0439696314515046,72,0.0101228194444444,0.00165,0.054,0.88714433091811,-0.0004255,0.0439696314515046
"198","DEP","STL171",-0.00046335,-0.148148148148148,0.507684971692452,0.115445946016663,72,0.00993226388888889,0.001652,0.064,0.896164965826556,NA,0.115445946016663
"199","DEP","STL172",-0.000341666666666667,-0.141666666666667,0.968650315733339,0.188887477539538,72,0.0103794027777778,0.00165,0.07,1.11204665520025,NA,0.188887477539538
"200","DEP","STLMC1",NA,NA,NA,NA,1,0.006066,0.006066,0.006066,NA,NA,NA
"201","DERM_BBWQ","AC01",-0.009,-0.367731092436975,0.899370410377822,4.74062374430896e-05,85,0.0674352941176471,0.01,0.935,1.57836804594639,-0.009,4.74062374430896e-05
"202","DERM_BBWQ","AC02",0,0.285714285714286,NA,0.617075077451974,19,0.0328947368421053,0.01,0.209,1.35513755595347,NA,0.617075077451974
"203","DERM_BBWQ","AC03",-0.0209333333333333,-0.100411522633745,0.192782810754733,0.170959167578434,81,0.530222222222222,0.073,2.16,0.709952634054985,NA,0.170959167578434
"204","DERM_BBWQ","AC06",-0.0646666666666667,-0.279887955182073,0.499109401218069,0.00186687367339644,85,0.886164705882353,0.15,2.38,0.504978837043886,-0.0646666666666667,0.00186687367339644
"205","DERM_BBWQ","AR03",0,-0.0297478991596639,0.260424455917934,0.580503305250141,85,0.0460235294117647,0.01,0.144,0.76259114772723,NA,0.580503305250141
"206","DERM_BBWQ","BB01A",0,0.142857142857143,NA,1,19,0.0172631578947368,0.01,0.044,0.58593722114806,NA,1
"207","DERM_BBWQ","BB02",-0.0025,-0.333109243697479,0.999551119045575,8.48542745773315e-05,85,0.0301058823529412,0.01,0.12,0.970412992730919,-0.0025,8.48542745773315e-05
"208","DERM_BBWQ","BB04",-0.00416666666666667,-0.390692640692641,0.920570969079972,3.32925729972111e-07,88,0.0294772727272727,0.01,0.13,1.01447826249028,-0.00416666666666667,3.32925729972111e-07
"209","DERM_BBWQ","BB05A",-0.005,-0.426666666666667,0.916103438354227,1.29848083294306e-07,85,0.0301764705882353,0.01,0.177,1.06770440528738,-0.005,1.29848083294306e-07
"210","DERM_BBWQ","BB08",-0.00316666666666667,-0.277777777777778,0.993118447483283,0.00478085100118384,75,0.0354666666666667,0.01,0.25,1.05316781889453,-0.00316666666666667,0.00478085100118384
"211","DERM_BBWQ","BB09",-0.003,-0.4168035030104,0.965220370282316,3.90904074699983e-08,87,0.0309655172413793,0.01,0.26,1.23626321917313,-0.003,3.90904074699983e-08
"212","DERM_BBWQ","BB10",0,-0.229385964912281,NA,0.00216502933303838,76,0.0187894736842105,0.01,0.096,1.01030083954361,0,0.00216502933303838
"213","DERM_BBWQ","BB11",-0.004,-0.317022441160372,0.596809896412124,0.000191493679987733,87,0.0416896551724138,0.01,0.15,0.971867230254873,-0.004,0.000191493679987733
"214","DERM_BBWQ","BB13",NA,NA,NA,NA,2,0.015,0.01,0.02,0.471404520791032,NA,NA
"215","DERM_BBWQ","BB13A",0.000999999999999999,0.282051282051282,NA,0.107346536993811,39,0.0293589743589744,0.01,0.232,1.48950456089045,NA,0.107346536993811
"216","DERM_BBWQ","BB14",-0.004,-0.436358543417367,0.998344238004278,2.5581697732805e-08,85,0.0308705882352941,0.01,0.13,1.22966362323467,-0.004,2.5581697732805e-08
"217","DERM_BBWQ","BB15",0,0.0813008130081301,NA,0.525358404466242,41,0.0163170731707317,0.01,0.14,1.29357702166882,NA,0.525358404466242
"218","DERM_BBWQ","BB15A",-0.002875,-0.315315315315315,0.461997425265404,0.00110178116462402,74,0.0806486486486487,0.01,3.037,4.48846721137636,-0.002875,0.00110178116462402
"219","DERM_BBWQ","BB17",-0.00266666666666667,-0.426587301587302,0.974291437701318,2.19878404290268e-08,88,0.0271931818181818,0.01,0.12,1.14566823559368,-0.00266666666666667,2.19878404290268e-08
"220","DERM_BBWQ","BB18",0,-0.288888888888889,NA,0.000170956420317166,75,0.0184,0.01,0.09,1.07966118181185,0,0.000170956420317166
"221","DERM_BBWQ","BB22",0,-0.332785987958402,0.96465478188354,7.96361557311186e-06,87,0.0282758620689655,0.01,0.16,1.20002593942884,0,7.96361557311186e-06
"222","DERM_BBWQ","BB24",0,-0.409414340448823,0.990249124002578,6.43835922266371e-09,87,0.0251609195402299,0.01,0.09,1.12395322669095,0,6.43835922266371e-09
"223","DERM_BBWQ","BB25",0,0.0645161290322581,NA,1,31,0.0149032258064516,0.01,0.052,0.781425252702068,NA,1
"224","DERM_BBWQ","BB26",0,-0.026984126984127,NA,0.78817082949993,63,0.0160793650793651,0.01,0.11,1.03828052493106,NA,0.78817082949993
"225","DERM_BBWQ","BB28",0,-0.03125,NA,1,32,0.01125,0.01,0.031,0.378472900430158,NA,1
"226","DERM_BBWQ","BB31",-0.002,-0.42515406162465,0.971414693252681,3.87591785967757e-08,85,0.0264823529411765,0.01,0.1,1.08442376022107,-0.002,3.87591785967757e-08
"227","DERM_BBWQ","BB32",0,-0.00628930817610063,NA,1,53,0.011811320754717,0.01,0.038,0.455041699719602,NA,1
"228","DERM_BBWQ","BB34",-0.0065,-0.484017515051998,0.905172989152005,8.53366282823324e-09,87,0.0361954022988506,0.01,0.16,1.00960365250496,-0.0065,8.53366282823324e-09
"229","DERM_BBWQ","BB37",0,-0.404988662131519,0.97942453195206,9.14650992244574e-09,84,0.0239047619047619,0.01,0.12,1.12550121509452,0,9.14650992244574e-09
"230","DERM_BBWQ","BB38",-0.0015,-0.367394957983193,0.98396030833057,1.97656049997973e-06,85,0.0311647058823529,0.01,0.41,1.67302814495466,-0.0015,1.97656049997973e-06
"231","DERM_BBWQ","BB39A",-0.00614285714285714,-0.471320346320346,0.99212139167378,1.25908172612584e-08,88,0.0348636363636364,0.01,0.23,1.04423463825916,-0.00614285714285714,1.25908172612584e-08
"232","DERM_BBWQ","BB41",-0.00333333333333333,-0.409414340448823,0.993399236415569,2.21844592827814e-07,87,0.0328505747126437,0.01,0.25,1.30606914828775,-0.00333333333333333,2.21844592827814e-07
"233","DERM_BBWQ","BB47",-0.00466666666666667,-0.444705882352941,0.988014128511608,2.87343596415518e-08,85,0.0299882352941176,0.01,0.21,1.11477962196532,-0.00466666666666667,2.87343596415518e-08
"234","DERM_BBWQ","BB48",-0.00275,-0.390789473684211,NA,3.78034261309122e-05,76,0.0300921052631579,0.01,0.12,0.921639064688956,-0.00275,3.78034261309122e-05
"235","DERM_BBWQ","BB50",-0.0065,-0.391428571428571,0.780043080594902,2.64477908463486e-05,85,0.0491529411764706,0.01,0.18,0.698886826161062,-0.0065,2.64477908463486e-05
"236","DERM_BBWQ","BB51",-0.00625,-0.382521008403361,0.99243928732075,3.01000672675725e-05,85,0.0518352941176471,0.01,0.16,0.71045110645152,-0.00625,3.01000672675725e-05
"237","DERM_BBWQ","BB53",NA,NA,NA,NA,1,0.01,0.01,0.01,NA,NA,NA
"238","DERM_BBWQ","BBKB1",0,-0.0188679245283019,NA,0.897841810255124,53,0.0117735849056604,0.01,0.038,0.433295246143728,NA,0.897841810255124
"239","DERM_BBWQ","BBMB1",-0.003,-0.427476737821565,0.998700724323398,1.40234340760633e-08,87,0.0275632183908046,0.01,0.12,1.11434762655246,-0.003,1.40234340760633e-08
"240","DERM_BBWQ","BBMB2",0,-0.300438596491228,NA,3.70511597056294e-05,76,0.0191184210526316,0.01,0.1,1.07374625513154,0,3.70511597056294e-05
"241","DERM_BBWQ","BBMB3",-0.00225,-0.390666666666667,0.765508954249208,1.70145505754346e-05,75,0.0271466666666667,0.01,0.14,1.12154081788497,-0.00225,1.70145505754346e-05
"242","DERM_BBWQ","BBMB4",0,-0.294736842105263,NA,0.000331240974463145,76,0.0192631578947368,0.01,0.1,0.988699121975828,0,0.000331240974463145
"243","DERM_BBWQ","BBOR1",0,-0.0851063829787234,NA,0.50655516904904,47,0.0154255319148936,0.01,0.061,0.74330746094198,NA,0.50655516904904
"244","DERM_BBWQ","BBOR2",0,-0.0425531914893617,NA,0.792264818624896,47,0.0192553191489362,0.01,0.084,0.848497825723725,NA,0.792264818624896
"245","DERM_BBWQ","BBY1",-0.005,-0.285714285714286,NA,0.683091398309609,19,0.0207368421052632,0.01,0.059,0.668365139509476,NA,0.683091398309609
"246","DERM_BBWQ","BBY4",-0.007,-0.5,NA,0.220671361919847,20,0.0166,0.01,0.048,0.679134346607609,NA,0.220671361919847
"247","DERM_BBWQ","BISC101",-0.00666666666666667,-0.492118226600985,0.804525022486862,5.55066298338749e-09,87,0.0381494252873563,0.01,0.24,1.08243646081924,-0.00666666666666667,5.55066298338749e-09
"248","DERM_BBWQ","BISC121",-0.00333333333333333,-0.433053221288515,0.999751722841342,2.90209692439643e-08,85,0.0290117647058824,0.01,0.21,1.15860475438274,-0.00333333333333333,2.90209692439643e-08
"249","DERM_BBWQ","BISC122",-0.00333333333333333,-0.386218487394958,0.872837752491529,1.43633868980977e-06,85,0.0327294117647059,0.01,0.27,1.36605006046934,-0.00333333333333333,1.43633868980977e-06
"250","DERM_BBWQ","BISC127",-0.005,-0.422550629447181,0.974236137156629,1.06937111865174e-07,87,0.0307816091954023,0.01,0.15,1.04958459670917,-0.005,1.06937111865174e-07
"251","DERM_BBWQ","BL01",-0.000750000000000001,0.0505050505050505,0.667998849631759,1,33,0.0786363636363636,0.014,0.189,0.573796092669203,NA,1
"252","DERM_BBWQ","BL02",0.01975,0.354838709677419,0.957896808240122,0.366582209410512,31,0.0914516129032258,0.019,0.246,0.69631708952345,NA,0.366582209410512
"253","DERM_BBWQ","BL03",0.00025,0.0985221674876847,0.897809212379218,0.343964745569693,87,0.0583103448275862,0.01,0.247,0.96576999298523,NA,0.343964745569693
"254","DERM_BBWQ","BL04",-0.012,-0.444444444444444,NA,0.288844366346485,21,0.118190476190476,0.01,0.256,0.684396897584475,NA,0.288844366346485
"255","DERM_BBWQ","BL05",-0.022,-0.222222222222222,NA,0.723673609831763,21,0.118857142857143,0.01,0.248,0.633189344199946,NA,0.723673609831763
"256","DERM_BBWQ","BL06",0.00908333333333333,0.320175438596491,0.832780323817367,0.00170711472963371,76,0.0895,0.01,0.3,0.936131500684307,0.00908333333333333,0.00170711472963371
"257","DERM_BBWQ","BL12",0.00825,0.184610917537747,0.851116459549852,0.0586873151456216,82,0.313951219512195,0.01,7.03,2.40798904853932,NA,0.0586873151456216
"258","DERM_BBWQ","BS01",-0.00933333333333333,-0.298850574712644,0.566017226107299,0.0015925645454211,87,0.090183908045977,0.01,0.363,0.878322675495056,-0.00933333333333333,0.0015925645454211
"259","DERM_BBWQ","BS04",0.00119642857142857,0.09272030651341,0.715637050619066,0.367666556015245,87,0.0973563218390804,0.01,0.44,0.977530335436167,NA,0.367666556015245
"260","DERM_BBWQ","BS07",-0.00375,-0.0625,0.540041312336458,0.591998497377718,32,0.0418125,0.01,0.177,0.942494943622127,NA,0.591998497377718
"261","DERM_BBWQ","BS08",-0.004,-0.375,NA,0.449691797968891,20,0.03575,0.01,0.083,0.592603733693336,NA,0.449691797968891
"262","DERM_BBWQ","BS09",-0.0045,-0.25,0.378736906048213,0.723673609831763,20,0.0327,0.01,0.098,0.811352079456832,NA,0.723673609831763
"263","DERM_BBWQ","BS10",-0.00145,-0.066890756302521,0.601098376445355,0.529844029110571,85,0.2034,0.01,0.643,0.789327172583379,NA,0.529844029110571
"264","DERM_BBWQ","BS11",0.02425,0.256709956709957,0.795098555441479,0.0109460052444211,77,0.17838961038961,0.01,1.77,1.54547554437034,0.02425,0.0109460052444211
"265","DERM_BBWQ","CD01A",-0.0064,-0.500448179271709,0.92313500108226,1.16585272915323e-08,85,0.0372823529411765,0.01,0.2,0.990419069464588,-0.0064,1.16585272915323e-08
"266","DERM_BBWQ","CD02",0,-0.0157635467980296,0.249531393270825,0.933849505173001,87,0.0285402298850575,0.01,0.113,0.774164393641898,NA,0.933849505173001
"267","DERM_BBWQ","CD03A",-0.006,-0.25,0.378736906048213,0.723673609831763,20,0.0364,0.01,0.081,0.546434754184367,NA,0.723673609831763
"268","DERM_BBWQ","CD04A",0.003,0,0.332593902599308,1,20,0.02295,0.01,0.049,0.484069035675391,NA,1
"269","DERM_BBWQ","CD05",0,0.0129173508483853,0.620268031592836,0.93013284051491,87,0.0205057471264368,0.01,0.17,1.0138140270955,NA,0.93013284051491
"270","DERM_BBWQ","CD09",0,0.0988385598141696,0.484332153047665,0.254535806602768,82,0.017390243902439,0.01,0.114,0.834712521417638,NA,0.254535806602768
"271","DERM_BBWQ","CG01",-0.00666666666666667,-0.525232621784346,0.911375648469087,1.27077342720865e-09,87,0.0380229885057471,0.01,0.112,0.80801277428306,-0.00666666666666667,1.27077342720865e-09
"272","DERM_BBWQ","CG02",0,0,NA,1,20,0.03955,0.01,0.246,1.38093197133977,NA,1
"273","DERM_BBWQ","CG02A",-0.002,-0.174626865671642,0.754885550750637,0.12531322475559,67,0.0281641791044776,0.01,0.122,0.756578463516558,NA,0.12531322475559
"274","DERM_BBWQ","CG03",-0.0425,0,0.332593902599308,1,20,0.14595,0.01,0.512,0.903578796658885,NA,1
"275","DERM_BBWQ","CG07",-0.01295,-0.195071982281285,0.924452194831927,0.0288582342688213,86,0.17746511627907,0.01,1.01,1.06166596154819,-0.01295,0.0288582342688213
"276","DERM_BBWQ","CM02",0,0.0147899159663865,0.332364986697361,0.865518410101073,85,0.0706,0.01,0.402,1.16684057187105,NA,0.865518410101073
"277","DERM_BBWQ","CM04",-0.0645,-0.25,0.378736906048213,0.723673609831763,20,0.0886999999999999,0.01,0.288999999999998,0.905640416669332,NA,0.723673609831763
"278","DERM_BBWQ","DDC1",-0.0185,-0.25,0.378736906048213,0.723673609831763,20,0.1362,0.01,0.261,0.580039640638033,NA,0.723673609831763
"279","DERM_BBWQ","DDC2",-0.037,-0.142857142857143,0.334260952079015,1,19,0.0953684210526315,0.01,0.186,0.612932037873358,NA,1
"280","DERM_BBWQ","FC03",0,0.014453781512605,0.0540190598064629,0.932018009674228,85,0.0329058823529412,0.01,0.42,1.40625105133098,NA,0.932018009674228
"281","DERM_BBWQ","FC15",0.000208333333333333,0.0606965174129353,0.558403130303323,0.597153597760741,67,0.0357313432835821,0.01,0.122,0.592096497436328,NA,0.597153597760741
"282","DERM_BBWQ","FC16",0.0475,0.5,0.391625176271089,0.617075077451974,16,0.0425625,0.01,0.17,0.975266678469298,NA,0.617075077451974
"283","DERM_BBWQ","GL02",-0.0206666666666667,-0.260627177700348,0.278061921149294,0.0160040446362226,82,0.366378048780488,0.014,1.26,0.79711532868468,-0.0206666666666667,0.0160040446362226
"284","DERM_BBWQ","GL03",0.15475,0.137254901960784,0.416159417620474,0.287611320056488,34,0.847176470588235,0.015,4.68,1.11065179888811,NA,0.287611320056488
"285","DERM_BBWQ","IC01",0,0.142857142857143,NA,1,19,0.0144210526315789,0.01,0.042,0.600224126044515,NA,1
"286","DERM_BBWQ","IC02",0,-0.142857142857143,NA,1,19,0.0107894736842105,0.01,0.015,0.16224350807501,NA,1
"287","DERM_BBWQ","L31E1",-0.0012,-0.0978513356562137,0.5209421902035,0.358019718822816,82,0.0488780487804878,0.01,0.254,0.815202367488187,NA,0.358019718822816
"288","DERM_BBWQ","LR01",-0.007,-0.150191570881226,0.436341553566871,0.105994027910159,87,0.131011494252874,0.01,0.522,0.893766849897896,NA,0.105994027910159
"289","DERM_BBWQ","LR05",-0.00516666666666667,-0.0572523262178435,0.336310304990539,0.332895377841616,87,0.214183908045977,0.05,0.47,0.472527412945945,NA,0.332895377841616
"290","DERM_BBWQ","LR06",-0.00566666666666667,-0.0804597701149425,0.800524755792174,0.332107103881703,87,0.207448275862069,0.02,0.51,0.545458018191226,NA,0.332107103881703
"291","DERM_BBWQ","LR07",0.0315,0.25,0.378736906048213,0.723673609831763,20,0.21035,0.096,0.357,0.318015103382328,NA,0.723673609831763
"292","DERM_BBWQ","LR08",-0.00766666666666667,-0.135084838533114,0.25652895290216,0.169443417437668,87,0.324275862068966,0.125,0.61,0.333663333318862,NA,0.169443417437668
"293","DERM_BBWQ","LR10",-0.1168,-0.269656699889258,0.419579411904659,0.00304304303502571,86,1.95246511627907,0.1,5.43,0.57554494502413,-0.1168,0.00304304303502571
"294","DERM_BBWQ","MI02",-0.002,-0.080672268907563,0.476333928012289,0.453123956633824,85,0.0608941176470588,0.01,0.26,0.766802976068059,NA,0.453123956633824
"295","DERM_BBWQ","MI03",-0.00166666666666667,-0.0854901960784314,0.757734991288668,0.381022154891117,85,0.0628705882352941,0.01,0.25,0.642604200913601,NA,0.381022154891117
"296","DERM_BBWQ","MR01",-0.00666666666666667,-0.256814449917898,0.909177606597231,0.00341666622018366,87,0.0648275862068965,0.01,0.23,0.984914143206099,-0.00666666666666667,0.00341666622018366
"297","DERM_BBWQ","MR02",-0.0085,-0.25,0.378736906048213,0.723673609831763,20,0.1321,0.031,0.417,0.793479107911519,NA,0.723673609831763
"298","DERM_BBWQ","MR03",-0.00316666666666667,-0.123152709359606,0.503351234908164,0.123188789378836,87,0.148908045977011,0.01,0.437,0.767364071328111,NA,0.123188789378836
"299","DERM_BBWQ","MR04",-0.033,0,0.332593902599308,1,20,0.15015,0.01,0.373,0.641668762461009,NA,1
"300","DERM_BBWQ","MR05",-0.00557142857142857,-0.105658263305322,0.13941631659168,0.171099910318673,85,0.153176470588235,0.01,0.464,0.693736956350922,NA,0.171099910318673
"301","DERM_BBWQ","MR06",0.039,0.5,0.539749350395557,0.288844366346485,20,0.1438,0.024,0.646,0.972898632940385,NA,0.288844366346485
"302","DERM_BBWQ","MR07",-0.01,-0.0886274509803921,0.580869967555084,0.281289914824852,85,0.268776470588235,0.037,0.85,0.691455345430852,NA,0.281289914824852
"303","DERM_BBWQ","MR08",-0.00316666666666667,-0.0223864258347017,0.176494845420814,0.544070212186929,87,0.229471264367816,0.01,0.89,0.961288121390418,NA,0.544070212186929
"304","DERM_BBWQ","MR11",-0.0725,-0.25,0.378736906048213,0.723673609831763,20,0.15365,0.01,0.521,0.762698864434557,NA,0.723673609831763
"305","DERM_BBWQ","MR15",-0.008,-0.327969348659004,0.767637024729584,0.000673533998333626,87,0.129988505747126,0.035,0.25,0.346586749748392,-0.008,0.000673533998333626
"306","DERM_BBWQ","MW01",-0.00125,0,0.479103025570933,1,23,0.0423478260869565,0.01,0.129,0.653386362666109,NA,1
"307","DERM_BBWQ","MW04",0,-0.142692939244663,0.0545245075414994,0.0407934440342201,87,0.0197011494252874,0.01,0.09,0.775223915628008,0,0.0407934440342201
"308","DERM_BBWQ","MW05",0,0.0154485049833887,0.128271196275764,0.862105729283901,86,0.0284302325581395,0.01,0.295,1.23101338493353,NA,0.862105729283901
"309","DERM_BBWQ","MW13",-0.01825,-0.473344280240832,0.807526083963564,9.1388415290589e-08,87,0.106091954022989,0.01,0.38,0.662676000984494,-0.01825,9.1388415290589e-08
"310","DERM_BBWQ","NO07A",0,-0.0239229024943311,0.0304182020829175,0.735088939207741,84,0.0347023809523809,0.01,0.11,0.563954330620377,NA,0.735088939207741
"311","DERM_BBWQ","OC01",-0.004,-0.25,0.378736906048213,0.723673609831763,20,0.1261,0.01,1.132,1.9643724131625,NA,0.723673609831763
"312","DERM_BBWQ","OL01",-0.037,-0.5,0.539749350395557,0.288844366346485,20,0.0581,0.01,0.202,0.889747755516284,NA,0.288844366346485
"313","DERM_BBWQ","OL02",0.0105,0.225806451612903,0.703542676326423,0.856698213439322,31,0.129741935483871,0.013,0.468,0.791720486684163,NA,0.856698213439322
"314","DERM_BBWQ","OL03",0.0064,0.107114845938375,0.870377589807625,0.261964985873327,85,0.162235294117647,0.03,0.45,0.553205594616056,NA,0.261964985873327
"315","DERM_BBWQ","OSC1",0.0135,0,0.332593902599308,1,20,0.1316,0.01,0.852,1.5615463083037,NA,1
"316","DERM_BBWQ","OSC2",0.14,0,0.332593902599308,1,20,0.9927,0.225,1.53,0.356745471575988,NA,1
"317","DERM_BBWQ","OSC3",0.1045,0.25,0.378736906048213,0.723673609831763,20,0.32045,0.062,0.832,0.609902369353356,NA,0.723673609831763
"318","DERM_BBWQ","PR01",-0.00733333333333333,-0.125,0.27231548726792,0.569020400353488,21,0.0355238095238095,0.01,0.098,0.707997923640797,NA,0.569020400353488
"319","DERM_BBWQ","PR03",0,0.041991341991342,NA,0.661704913790417,88,0.015,0.01,0.09,0.73022678819438,NA,0.661704913790417
"320","DERM_BBWQ","PR04A",0,-0.0281882868089765,0.83741868248264,0.768894485495812,87,0.0147471264367816,0.01,0.043,0.59243690677672,NA,0.768894485495812
"321","DERM_BBWQ","PR08",-0.0205,-0.420908593322386,0.437815435774473,1.48746782148026e-06,87,0.122781609195402,0.01,0.35,0.787156148031798,-0.0205,1.48746782148026e-06
"322","DERM_BBWQ","SK01",-0.00675,-0.204929971988796,0.833461047647019,0.0372757702992828,85,0.103811764705882,0.01,0.49,1.06352952434928,-0.00675,0.0372757702992828
"323","DERM_BBWQ","SK02",-0.0055,-0.0839080459770115,0.390072193089428,0.257055868375977,87,0.132367816091954,0.01,0.47,0.954497707387789,NA,0.257055868375977
"324","DERM_BBWQ","SK05",-0.0037,-0.0635964912280702,0.501784576049327,0.457717434427446,76,0.197605263157895,0.01,0.62,0.891674578723569,NA,0.457717434427446
"325","DERM_BBWQ","SK09",-0.003,-0.140175150519978,0.812928773637416,0.0884199467052428,87,0.159275862068966,0.05,0.29,0.319641406508503,NA,0.0884199467052428
"326","DERM_BBWQ","SK10",-0.00683333333333333,-0.196536796536797,0.878076166145064,0.0574342125113789,77,0.209974025974026,0.06,0.4,0.298332345423846,NA,0.0574342125113789
"327","DERM_BBWQ","SP01",-0.00383333333333333,-0.106841817186645,0.989590277958306,0.202884875648032,87,0.0989885057471264,0.01,0.249,0.710121009469266,NA,0.202884875648032
"328","DERM_BBWQ","SP03",-0.053,-0.75,0.835225482610342,0.0770998717435418,20,0.1863,0.021,0.278,0.309224746477994,NA,0.0770998717435418
"329","DERM_BBWQ","SP04",0.0037,0.127164502164502,0.00214190259695213,0.336040676558791,88,0.178431818181818,0.01,0.38,0.439358403627217,NA,0.336040676558791
"330","DERM_BBWQ","SP05",-0.0315,-0.75,0.835225482610342,0.0770998717435418,20,0.23035,0.021,0.801,0.635081767298922,NA,0.0770998717435418
"331","DERM_BBWQ","SP08",0,-0.025974025974026,0.387291175810521,0.90415555288297,88,0.338806818181818,0.26,0.53,0.141484008475081,NA,0.90415555288297
"332","DERM_BBWQ","TM02",-0.00582857142857143,-0.162846068660022,0.147205001987404,0.0429930605120921,86,0.10903488372093,0.01,0.36,0.637374701973326,-0.00582857142857143,0.0429930605120921
