"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...3729","DEP","ILW116","09/18/2024 11:45:00",0.001354,"mg/L",26.72168,-80.0315,0.5
"...3730","DEP","BAK024","10/24/2024 09:00:00",0.001354,"mg/L",25.872983,-80.1045,0.5
"...3731","DEP","ILW119","08/15/2024 07:45:00",0.001354,"mg/L",26.6994667,-80.0301333,0.5
"...3732","DEP","GOC003","07/09/2024 14:50:00",0.001354,"mg/L",25.76026,-80.12362,0.5
"...3733","DEP","ILW113","08/15/2024 08:45:00",0.001354,"mg/L",26.77245,-80.02535,0.5
"...3734","DEP","JUP128","09/17/2024 10:50:00",0.004781,"mg/L",27.023567,-80.06655,0.5
"...3735","DEP","PEV053","09/03/2024 11:30:00",0.001354,"mg/L",26.0163,-80.082,0.5
"...3736","DEP","BOC075","11/25/2024 07:05:00",0.001354,"mg/L",26.2986,-80.074683,0.5
"...3737","DEP","ILW118","07/17/2024 07:25:00",0.001354,"mg/L",26.69683,-80.03033,0.5
"...3738","DEP","GOC014","08/22/2024 12:50:00",0.02617,"mg/L",25.741944,-80.086111,0.5
"...3739","DEP","PEV053","11/14/2024 11:15:00",0.001354,"mg/L",26.0163,-80.082,0.5
"...3740","DEP","STL172","08/13/2024 08:25:00",0.003647,"mg/L",27.12525,-80.1298333,0.5
"...3741","DEP","BOY092","09/12/2024 09:10:00",0.001354,"mg/L",26.54954,-80.040578,0.5
"...3742","DEP","ILW118","08/15/2024 07:25:00",0.001354,"mg/L",26.69683,-80.03033,0.5
"...3743","DEP","PEV044","11/14/2024 08:35:00",0.001354,"mg/L",26.159983,-80.090283,0.5
"...3744","DEP","STL172","09/16/2024 11:30:00",0.00873,"mg/L",27.12525,-80.1298333,0.5
"...3745","DEP","BOC077","11/25/2024 07:30:00",0.001354,"mg/L",26.309433,-80.07405,0.5
"...3746","DEP","BAK026","08/07/2024 13:15:00",0.001354,"mg/L",25.8757,-80.1049667,0.5
"...3747","DEP","STL164","11/18/2024 15:10:00",0.008417,"mg/L",27.171165,-80.15104,0.5
"...3748","DEP","GOC013","12/05/2024 13:00:00",0.001354,"mg/L",25.74194,-80.08113,0.5
"...3749","DEP","BOC083","07/08/2024 13:45:00",0.001354,"mg/L",26.34549,-80.05444,0.5
"...3750","DEP","GOC007","09/22/2024 16:50:00",0.001354,"mg/L",25.8463667,-80.1032333,0.5
"...3751","DEP","STL165","11/18/2024 15:20:00",0.00691,"mg/L",27.17298,-80.14978,0.5
"...3752","DEP","HIL063","10/16/2024 09:25:00",0.001354,"mg/L",26.254,-80.0571,0.5
"...3753","DEP","HIL050","11/11/2024 07:55:00",0.005252,"mg/L",26.256592,-80.080197,0.5
"...3754","DEP","STL164","07/15/2024 10:15:00",0.00918,"mg/L",27.171165,-80.15104,0.5
"...3755","DEP","ILW117","10/03/2024 13:05:00",0.001354,"mg/L",26.6987,-80.016517,0.5
"...3756","DEP","HIL056","10/16/2024 11:30:00",0.001354,"mg/L",26.2286833,-80.0838167,0.5
"...3757","DEP","BAK027","12/18/2024 12:25:00",0.001354,"mg/L",25.86261,-80.10401,0.5
"...3758","DEP","JUP126","11/19/2024 13:25:00",0.001354,"mg/L",27.0115833,-80.0678,0.5
"...3759","DEP","GOC012","12/05/2024 13:10:00",0.001354,"mg/L",25.73743,-80.08611,0.5
"...3760","DEP","BOC079","11/25/2024 07:40:00",0.001354,"mg/L",26.3120667,-80.0738333,0.5
"...3761","DEP","ILW118","10/03/2024 12:50:00",0.001354,"mg/L",26.69683,-80.03033,0.5
"...3762","DEP","BAK032","08/07/2024 11:45:00",0.001354,"mg/L",25.9149,-80.086083,0.5
"...3763","DEP","ILW117","12/19/2024 15:00:00",0.001354,"mg/L",26.6987,-80.016517,0.5
"...3764","DEP","JUP124","09/17/2024 11:45:00",0.005478,"mg/L",26.99485,-80.06685,0.5
"...3765","DEP","GOC011","09/22/2024 15:10:00",0.001354,"mg/L",25.71883,-80.10008,0.5
"...3766","DEP","PEV053","07/22/2024 11:10:00",0.001354,"mg/L",26.0163,-80.082,0.5
"...3767","DEP","PEV052","11/14/2024 10:55:00",0.01326,"mg/L",26.01179,-80.087,0.5
"...3768","DEP","GOC004","07/09/2024 15:00:00",0.001354,"mg/L",25.76551,-80.128425,0.5
"...3769","DEP","BOY091","07/17/2024 10:45:00",0.001354,"mg/L",26.54502,-80.0356,0.5
"...3770","DEP","GOC011","12/05/2024 13:50:00",0.001354,"mg/L",25.71883,-80.10008,0.5
"...3771","DEP","BOC073","12/02/2024 13:40:00",0.001354,"mg/L",26.33576,-80.06438,0.5
"...3772","DEP","STL163","10/02/2024 08:45:00",0.001354,"mg/L",27.16703,-80.144117,0.5
"...3773","DEP","BOY099","11/21/2024 10:25:00",0.001354,"mg/L",26.442217,-80.04741667,0.5
"...3774","DEP","BOY099","07/17/2024 11:50:00",0.001354,"mg/L",26.442217,-80.04741667,0.5
"...3775","DEP","GOC006","10/15/2024 10:45:00",0.001354,"mg/L",25.7341421,-80.1002392,0.5
"...3776","DEP","BAK030","09/13/2024 09:05:00",0.001354,"mg/L",25.92075,-80.08608,0.5
"...3777","DEP","STL163","11/18/2024 14:55:00",0.006412,"mg/L",27.16703,-80.144117,0.5
"...3778","DEP","STL172","01/13/2021 13:15:00",0.004,"mg/L",27.12525,-80.1298333,0.5
"...3779","DEP","BAK022","01/05/2021 15:25:00",0.004,"mg/L",25.89549,-80.119714,0.5
"...3780","DEP","HIL056","01/04/2021 15:35:00",0.004,"mg/L",26.2286833,-80.0838167,0.5
"...3781","DEP","BOC070","02/05/2021 07:10:00",0.005,"mg/L",26.335761,-80.069389,0.5
"...3782","DEP","GOC002","11/23/2020 11:25:00",0.004,"mg/L",25.761,-80.128425,0.5
"...3783","DEP","BOY090","12/09/2020 09:10:00",0.004,"mg/L",26.54417,-80.04057,0.5
"...3784","DEP","BOC080","12/01/2020 11:50:00",0.016,"mg/L",26.35,-80.054444,0.5
"...3785","DEP","PEV051","01/08/2021 09:30:00",0.004,"mg/L",26.02081,-80.087,0.5
"...3786","DEP","HIL051","01/04/2021 14:30:00",0.004,"mg/L",26.26111,-80.080197,0.5
"...3787","DEP","BAK031","02/15/2021 12:45:00",0.004,"mg/L",25.92525,-80.086083,0.5
"...3788","DEP","JUP128","01/12/2021 12:45:00",0.004,"mg/L",27.023567,-80.06655,0.5
"...3789","DEP","BAK026","02/15/2021 13:55:00",0.004,"mg/L",25.8757,-80.1049667,0.5
"...3790","DEP","BOY096","01/27/2021 10:55:00",0.004,"mg/L",26.58862,-80.02466667,0.5
"...3791","DEP","BAK022","02/15/2021 14:15:00",0.004,"mg/L",25.89549,-80.119714,0.5
"...3792","DEP","HIL051","02/03/2021 14:20:00",0.004,"mg/L",26.26111,-80.080197,0.5
"...3793","DEP","GOC004","11/23/2020 11:50:00",0.004,"mg/L",25.76551,-80.128425,0.5
"...3794","DEP","JUP120","12/07/2020 15:40:00",0.005,"mg/L",26.943797,-80.069106,0.5
"...3795","DEP","BOY095","11/30/2020 10:50:00",0.004,"mg/L",26.489417,-80.03825,0.5
"...3796","DEP","GOC010","02/16/2021 14:00:00",0.004,"mg/L",25.6591635,-80.0948249,0.5
"...3797","DEP","STL163","12/08/2020 06:50:00",0.023,"mg/L",27.16703,-80.144117,0.5
"...3798","DEP","ILW116","01/14/2021 12:00:00",0.004,"mg/L",26.72168,-80.0315,0.5
"...3799","DEP","BOY100","02/11/2021 14:05:00",0.004,"mg/L",26.60867,-80.02316667,0.5
"...3800","DEP","PEV047","01/08/2021 06:55:00",0.004,"mg/L",26.1484,-80.0952,0.5
"...3801","DEP","HIL054","12/11/2020 07:40:00",0.004,"mg/L",26.28915,-80.0751167,0.5
"...3802","DEP","BOY093","01/27/2021 11:55:00",0.004,"mg/L",26.54051,-80.040578,0.5
"...3803","DEP","BAK028","02/15/2021 15:15:00",0.004,"mg/L",25.95145,-80.102867,0.5
"...3804","DEP","BOC077","01/07/2021 06:55:00",0.004,"mg/L",26.309433,-80.07405,0.5
"...3805","DEP","BAK020","02/15/2021 14:25:00",0.004,"mg/L",25.9,-80.119714,0.5
"...3806","DEP","PEV050","01/08/2021 09:15:00",0.028,"mg/L",26.0163,-80.087,0.5
"...3807","DEP","JUP127","11/16/2020 08:40:00",0.004,"mg/L",27.01775,-80.07291667,0.5
"...3808","DEP","PEV052","11/12/2020 07:55:00",0.004,"mg/L",26.01179,-80.087,0.5
"...3809","DEP","GOC005","11/23/2020 09:00:00",0.004,"mg/L",25.84455,-80.10415,0.5
"...3810","DEP","GOC010","12/10/2020 09:50:00",0.004,"mg/L",25.6591635,-80.0948249,0.5
"...3811","DEP","BOC083","01/07/2021 08:55:00",0.004,"mg/L",26.34549,-80.05444,0.5
"...3812","DEP","PEV047","11/12/2020 10:05:00",0.004,"mg/L",26.1484,-80.0952,0.5
"...3813","DEP","BOY095","12/09/2020 09:50:00",0.004,"mg/L",26.489417,-80.03825,0.5
"...3814","DEP","PEV042","12/02/2020 11:50:00",0.004,"mg/L",26.08849,-80.097333,0.5
"...3815","DEP","GOC011","02/16/2021 14:35:00",0.004,"mg/L",25.71883,-80.10008,0.5
"...3816","DEP","GOC003","12/10/2020 08:25:00",0.004,"mg/L",25.76026,-80.12362,0.5
"...3817","DEP","JUP128","02/09/2021 10:35:00",0.004,"mg/L",27.023567,-80.06655,0.5
"...3818","DEP","JUP125","11/16/2020 09:20:00",0.004,"mg/L",27.001917,-80.06595,0.5
"...3819","DEP","STL162","12/08/2020 07:30:00",0.036,"mg/L",27.162524,-80.148663,0.5
"...3820","DEP","JUP126","11/16/2020 09:10:00",0.004,"mg/L",27.0115833,-80.0678,0.5
"...3821","DEP","PEV051","02/02/2021 13:00:00",0.004,"mg/L",26.02081,-80.087,0.5
"...3822","DEP","BAK028","11/23/2020 16:40:00",0.004,"mg/L",25.95145,-80.102867,0.5
"...3823","DEP","BAK030","11/23/2020 14:40:00",0.013,"mg/L",25.92075,-80.08608,0.5
"...3824","DEP","JUP120","01/12/2021 11:00:00",0.004,"mg/L",26.943797,-80.069106,0.5
"...3825","DEP","BOC079","02/05/2021 06:30:00",0.004,"mg/L",26.3120667,-80.0738333,0.5
"...3826","DEP","ILW115","01/14/2021 11:50:00",0.004,"mg/L",26.70405,-80.03025,0.5
"...3827","DEP","BOY097","01/27/2021 12:10:00",0.004,"mg/L",26.50847,-80.03366667,0.5
"...3828","DEP","STL172","11/15/2020 11:00:00",0.025,"mg/L",27.12525,-80.1298333,0.5
"...3829","DEP","BAK023","01/05/2021 15:45:00",0.004,"mg/L",25.9,-80.11472,0.5
"...3830","DEP","GOC012","11/23/2020 10:00:00",0.004,"mg/L",25.73743,-80.08611,0.5
"...3831","DEP","STL163","01/13/2021 12:05:00",0.004,"mg/L",27.16703,-80.144117,0.5
"...3832","DEP","BOC075","01/07/2021 06:35:00",0.004,"mg/L",26.2986,-80.074683,0.5
"...3833","DEP","PEV051","11/12/2020 07:25:00",0.004,"mg/L",26.02081,-80.087,0.5
"...3834","DEP","HIL050","02/03/2021 14:30:00",0.004,"mg/L",26.256592,-80.080197,0.5
"...3835","DEP","PEV042","11/12/2020 09:05:00",0.008,"mg/L",26.08849,-80.097333,0.5
"...3836","DEP","ILW111","02/08/2021 09:20:00",0.004,"mg/L",26.77696,-80.030381,0.5
"...3837","DEP","BOC078","01/07/2021 06:45:00",0.004,"mg/L",26.307717,-80.07425,0.5
"...3838","DEP","HIL061","12/11/2020 07:30:00",0.004,"mg/L",26.25851,-80.0621,0.5
"...3839","DEP","BAK027","02/15/2021 13:35:00",0.004,"mg/L",25.86261,-80.10401,0.5
"...3840","DEP","HIL063","12/11/2020 07:20:00",0.004,"mg/L",26.254,-80.0571,0.5
"...3841","DEP","STL161","02/10/2021 10:25:00",0.006,"mg/L",27.165308,-80.163132,0.5
"...3842","DEP","STL170","11/15/2020 11:10:00",0.02,"mg/L",27.13447,-80.13192,0.5
"...3843","DEP","HIL052","11/13/2018 13:00:00",0.005,"mg/L",26.25208,-80.080197,0.5
"...3844","DEP","HIL061","10/19/2017 11:55:00",0.004,"mg/L",26.25851,-80.0621,0.5
"...3845","DEP","JUP127","09/20/2017 12:30:00",0.024,"mg/L",27.01775,-80.07291667,0.5
"...3846","DEP","BAK026","08/13/2018 13:30:00",0.005,"mg/L",25.8757,-80.1049667,0.5
"...3847","DEP","HIL059","12/06/2018 12:15:00",0.005,"mg/L",26.2561667,-80.0769167,0.5
"...3848","DEP","PEV041","02/27/2018 10:55:00",0.005,"mg/L",26.09752,-80.097333,0.5
"...3849","DEP","HIL050","03/19/2018 13:25:00",0.005,"mg/L",26.256592,-80.080197,0.5
"...3850","DEP","HIL056","02/01/2018 12:00:00",0.005,"mg/L",26.2286833,-80.0838167,0.5
"...3851","DEP","PEV048","09/26/2017 11:45:00",0.061,"mg/L",25.9724,-80.1098,0.5
"...3852","DEP","HIL050","12/12/2017 08:45:00",0.013,"mg/L",26.256592,-80.080197,0.5
"...3853","DEP","JUP123","11/02/2017 10:05:00",0.009,"mg/L",26.9438,-80.06407,0.5
"...3854","DEP","BOC081","06/07/2018 08:55:00",0.073,"mg/L",26.35,-80.04943,0.5
"...3855","DEP","BOY094","03/21/2018 15:05:00",0.005,"mg/L",26.56462,-80.02833333,0.5
"...3856","DEP","BAK022","12/18/2017 11:20:00",0.005,"mg/L",25.89549,-80.119714,0.5
"...3857","DEP","HIL059","09/27/2017 13:40:00",0.003,"mg/L",26.2561667,-80.0769167,0.5
"...3858","DEP","HIL057","03/19/2018 14:10:00",0.005,"mg/L",26.2478667,-80.0782167,0.5
"...3859","DEP","BAK021","02/15/2018 11:45:00",0.005,"mg/L",25.90451,-80.119714,0.5
"...3860","DEP","ILW117","06/03/2018 16:25:00",0.005,"mg/L",26.6987,-80.016517,0.5
"...3861","DEP","BOC078","02/05/2018 15:50:00",0.005,"mg/L",26.307717,-80.07425,0.5
"...3862","DEP","BAK021","10/24/2017 12:05:00",0.003,"mg/L",25.90451,-80.119714,0.5
"...3863","DEP","BAK026","09/25/2017 13:55:00",0.003,"mg/L",25.8757,-80.1049667,0.5
"...3864","DEP","ILW113","12/05/2017 09:45:00",0.003,"mg/L",26.77245,-80.02535,0.5
"...3865","DEP","JUP120","10/25/2018 11:00:00",0.005,"mg/L",26.943797,-80.069106,0.5
"...3866","DEP","JUP128","12/04/2017 12:25:00",0.006,"mg/L",27.023567,-80.06655,0.5
"...3867","DEP","PEV048","02/27/2018 09:25:00",0.005,"mg/L",25.9724,-80.1098,0.5
"...3868","DEP","BAK026","09/06/2018 09:35:00",0.005,"mg/L",25.8757,-80.1049667,0.5
"...3869","DEP","JUP122","10/25/2018 11:10:00",0.005,"mg/L",26.93929,-80.069106,0.5
"...3870","DEP","BAK023","07/13/2018 11:50:00",0.005,"mg/L",25.9,-80.11472,0.5
"...3871","DEP","JUP127","09/10/2018 13:10:00",0.005,"mg/L",27.01775,-80.07291667,0.5
"...3872","DEP","PEV045","10/25/2017 12:00:00",0.003,"mg/L",26.112067,-80.098833,0.5
"...3873","DEP","ILW119","08/23/2018 10:05:00",0.005,"mg/L",26.6994667,-80.0301333,0.5
"...3874","DEP","BOC083","08/08/2018 09:25:00",0.005,"mg/L",26.34549,-80.05444,0.5
"...3875","DEP","BAK033","07/13/2018 10:55:00",0.005,"mg/L",25.92075,-80.08108,0.5
"...3876","DEP","BOY096","01/24/2018 11:30:00",0.005,"mg/L",26.58862,-80.02466667,0.5
"...3877","DEP","JUP121","01/22/2018 14:10:00",0.005,"mg/L",26.94831,-80.069106,0.5
"...3878","DEP","JUP124","11/07/2018 11:05:00",0.005,"mg/L",26.99485,-80.06685,0.5
"...3879","DEP","HIL059","09/24/2018 13:00:00",0.005,"mg/L",26.2561667,-80.0769167,0.5
"...3880","DEP","BOY092","12/10/2018 11:10:00",0.005,"mg/L",26.54954,-80.040578,0.5
"...3881","DEP","HIL063","07/24/2018 08:45:00",0.005,"mg/L",26.254,-80.0571,0.5
"...3882","DEP","BOC075","07/23/2018 12:15:00",0.005,"mg/L",26.2986,-80.074683,0.5
"...3883","DEP","JUP120","11/07/2018 10:20:00",0.005,"mg/L",26.943797,-80.069106,0.5
"...3884","DEP","BOY092","11/19/2017 08:15:00",0.003,"mg/L",26.54954,-80.040578,0.5
"...3885","DEP","BOY090","09/28/2017 08:05:00",0.007,"mg/L",26.54417,-80.04057,0.5
"...3886","DEP","BOY099","04/11/2018 11:20:00",0.005,"mg/L",26.442217,-80.04741667,0.5
"...3887","DEP","BAK021","07/13/2018 11:10:00",0.005,"mg/L",25.90451,-80.119714,0.5
"...3888","DEP","BOC079","06/07/2018 07:10:00",0.005,"mg/L",26.3120667,-80.0738333,0.5
"...3889","DEP","BOY090","07/12/2018 12:00:00",0.018,"mg/L",26.54417,-80.04057,0.5
"...3890","DEP","BOC070","08/08/2018 10:05:00",0.009,"mg/L",26.335761,-80.069389,0.5
"...3891","DEP","ILW117","09/21/2017 10:55:00",0.003,"mg/L",26.6987,-80.016517,0.5
"...3892","DEP","BOY101","08/09/2018 11:05:00",0.005,"mg/L",26.5516,-80.030833,0.5
"...3893","DEP","JUP124","12/03/2018 14:50:00",0.005,"mg/L",26.99485,-80.06685,0.5
"...3894","DEP","HIL061","05/10/2018 00:50:00",0.005,"mg/L",26.25851,-80.0621,0.5
"...3895","DEP","HIL060","09/24/2018 11:20:00",0.013,"mg/L",26.254,-80.0621,0.5
"...3896","DEP","BAK022","04/04/2018 14:00:00",0.005,"mg/L",25.89549,-80.119714,0.5
"...3897","DEP","BOY093","12/10/2018 10:40:00",0.005,"mg/L",26.54051,-80.040578,0.5
"...3898","DEP","ILW110","09/21/2017 12:45:00",0.003,"mg/L",26.772447,-80.030381,0.5
"...3899","DEP","ILW115","10/24/2018 12:00:00",0.005,"mg/L",26.70405,-80.03025,0.5
"...3900","DEP","JUP128","06/04/2018 14:15:00",0.005,"mg/L",27.023567,-80.06655,0.5
"...3901","DEP","JUP127","03/14/2018 11:05:00",0.005,"mg/L",27.01775,-80.07291667,0.5
"...3902","DEP","BAK024","01/17/2018 10:35:00",0.005,"mg/L",25.872983,-80.1045,0.5
"...3903","DEP","BAK027","11/20/2018 08:55:00",0.005,"mg/L",25.86261,-80.10401,0.5
"...3904","DEP","BOC083","02/05/2018 14:15:00",0.005,"mg/L",26.34549,-80.05444,0.5
"...3905","DEP","BOY101","10/23/2018 12:50:00",0.005,"mg/L",26.5516,-80.030833,0.5
"...3906","DEP","BOC071","08/08/2018 09:45:00",0.005,"mg/L",26.34027,-80.069389,0.5
"...3907","DEP","BOY101","01/24/2018 11:55:00",0.005,"mg/L",26.5516,-80.030833,0.5
"...3908","DEP","PEV041","11/05/2018 11:25:00",0.005,"mg/L",26.09752,-80.097333,0.5
"...3909","DEP","BAK029","11/26/2017 10:20:00",0.003,"mg/L",25.9345,-80.1025,0.5
"...3910","DEP","BOY100","12/10/2018 11:50:00",0.005,"mg/L",26.60867,-80.02316667,0.5
"...3911","DEP","BAK031","09/06/2018 10:50:00",0.005,"mg/L",25.92525,-80.086083,0.5
"...3912","DEP","JUP123","01/22/2018 14:00:00",0.005,"mg/L",26.9438,-80.06407,0.5
"...3913","DEP","HIL058","07/24/2018 11:40:00",0.005,"mg/L",26.19612,-80.091,0.5
"...3914","DEP","BOC071","03/07/2018 14:10:00",0.005,"mg/L",26.34027,-80.069389,0.5
"...3915","DEP","BOC075","10/18/2017 08:15:00",0.003,"mg/L",26.2986,-80.074683,0.5
"...3916","DEP","HIL059","02/01/2018 10:50:00",0.005,"mg/L",26.2561667,-80.0769167,0.5
"...3917","DEP","PEV048","12/07/2018 09:25:00",0.005,"mg/L",25.9724,-80.1098,0.5
"...3918","DEP","HIL050","02/01/2018 11:25:00",0.005,"mg/L",26.256592,-80.080197,0.5
"...3919","DEP","BOY091","12/07/2017 11:00:00",0.003,"mg/L",26.54502,-80.0356,0.5
"...3920","DEP","PEV042","02/27/2018 10:05:00",0.005,"mg/L",26.08849,-80.097333,0.5
"...3921","DEP","PEV050","10/25/2017 09:10:00",0.019,"mg/L",26.0163,-80.087,0.5
"...3922","DEP","PEV051","12/11/2017 10:35:00",0.005,"mg/L",26.02081,-80.087,0.5
"...3923","DEP","PEV047","09/25/2018 12:35:00",0.005,"mg/L",26.1484,-80.0952,0.5
"...3924","DEP","BOC083","10/14/2018 12:10:00",0.005,"mg/L",26.34549,-80.05444,0.5
"...3925","DEP","HIL054","09/24/2018 11:50:00",0.005,"mg/L",26.28915,-80.0751167,0.5
"...3926","DEP","JUP121","10/25/2018 11:30:00",0.005,"mg/L",26.94831,-80.069106,0.5
"...3927","DEP","BAK031","05/15/2018 13:15:00",0.005,"mg/L",25.92525,-80.086083,0.5
"...3928","DEP","PEV053","07/03/2018 13:30:00",0.005,"mg/L",26.0163,-80.082,0.5
"...3929","DEP","BOC082","02/05/2018 13:55:00",0.005,"mg/L",26.35451,-80.05444,0.5
"...3930","DEP","JUP126","12/03/2018 15:10:00",0.005,"mg/L",27.0115833,-80.0678,0.5
"...3931","DEP","ILW115","11/08/2018 11:40:00",0.005,"mg/L",26.70405,-80.03025,0.5
"...3932","DEP","JUP125","02/12/2018 09:50:00",0.005,"mg/L",27.001917,-80.06595,0.5
"...3933","DEP","BOC074","07/23/2018 11:15:00",0.005,"mg/L",26.32565,-80.0722167,0.5
"...3934","DEP","PEV043","09/27/2017 11:15:00",0.003,"mg/L",26.09301,-80.09234,0.5
"...3935","DEP","HIL056","09/27/2017 13:10:00",0.003,"mg/L",26.2286833,-80.0838167,0.5
"...3936","DEP","PEV051","04/12/2018 12:00:00",0.005,"mg/L",26.02081,-80.087,0.5
"...3937","DEP","JUP125","11/02/2017 12:00:00",0.004,"mg/L",27.001917,-80.06595,0.5
"...3938","DEP","BAK023","12/10/2018 16:10:00",0.005,"mg/L",25.9,-80.11472,0.5
"...3939","DEP","JUP129","06/04/2018 14:30:00",0.005,"mg/L",27.015967,-80.06595,0.5
"...3940","DEP","BOY091","11/26/2018 10:45:00",0.005,"mg/L",26.54502,-80.0356,0.5
"...3941","DEP","BOY101","11/26/2018 12:05:00",0.005,"mg/L",26.5516,-80.030833,0.5
"...3942","DEP","BOY096","02/18/2018 12:30:00",0.005,"mg/L",26.58862,-80.02466667,0.5
"...3943","DEP","BOY099","01/24/2018 13:30:00",0.005,"mg/L",26.442217,-80.04741667,0.5
"...3944","DEP","JUP129","02/12/2018 10:15:00",0.005,"mg/L",27.015967,-80.06595,0.5
"...3945","DEP","JUP123","09/20/2017 15:00:00",0.025,"mg/L",26.9438,-80.06407,0.5
"...3946","DEP","ILW113","09/11/2018 12:30:00",0.005,"mg/L",26.77245,-80.02535,0.5
"...3947","DEP","BAK030","11/20/2018 10:55:00",0.019,"mg/L",25.92075,-80.08608,0.5
"...3948","DEP","HIL057","12/06/2018 10:45:00",0.005,"mg/L",26.2478667,-80.0782167,0.5
"...3949","DEP","BOC082","11/15/2018 12:55:00",0.005,"mg/L",26.35451,-80.05444,0.5
"...3950","DEP","BOY098","01/24/2018 13:45:00",0.005,"mg/L",26.422417,-80.05043333,0.5
"...3951","DEP","PEV044","07/03/2018 16:00:00",0.005,"mg/L",26.159983,-80.090283,0.5
"...3952","DEP","JUP128","11/02/2017 11:15:00",0.003,"mg/L",27.023567,-80.06655,0.5
"...3953","DEP","PEV047","05/01/2018 14:10:00",0.005,"mg/L",26.1484,-80.0952,0.5
"...3954","DEP","PEV047","06/01/2018 15:05:00",0.005,"mg/L",26.1484,-80.0952,0.5
"...3955","DEP","PEV043","11/05/2018 11:55:00",0.005,"mg/L",26.09301,-80.09234,0.5
"...3956","DEP","BAK026","11/26/2017 08:55:00",0.003,"mg/L",25.8757,-80.1049667,0.5
"...3957","DEP","BOY095","04/11/2018 11:05:00",0.005,"mg/L",26.489417,-80.03825,0.5
"...3958","DEP","ILW118","05/23/2018 09:00:00",0.005,"mg/L",26.69683,-80.03033,0.5
"...3959","DEP","JUP127","11/02/2017 11:25:00",0.016,"mg/L",27.01775,-80.07291667,0.5
"...3960","DEP","HIL058","11/13/2018 14:00:00",0.005,"mg/L",26.19612,-80.091,0.5
"...3961","DEP","PEV044","01/11/2018 11:00:00",0.005,"mg/L",26.159983,-80.090283,0.5
"...3962","DEP","ILW114","07/17/2018 14:55:00",0.005,"mg/L",26.69742,-80.0304,0.5
"...3963","DEP","ILW114","12/05/2017 11:20:00",0.003,"mg/L",26.69742,-80.0304,0.5
"...3964","DEP","BAK024","02/15/2018 12:35:00",0.005,"mg/L",25.872983,-80.1045,0.5
"...3965","DEP","BOY099","02/18/2018 14:00:00",0.005,"mg/L",26.442217,-80.04741667,0.5
"...3966","DEP","PEV041","09/25/2018 12:15:00",0.005,"mg/L",26.09752,-80.097333,0.5
"...3967","DEP","PEV049","06/01/2018 13:10:00",0.005,"mg/L",25.95423,-80.10117,0.5
"...3968","DEP","BOY100","03/21/2018 15:30:00",0.005,"mg/L",26.60867,-80.02316667,0.5
"...3969","DEP","JUP126","08/22/2018 09:50:00",0.005,"mg/L",27.0115833,-80.0678,0.5
"...3970","DEP","HIL050","04/03/2018 14:10:00",0.005,"mg/L",26.256592,-80.080197,0.5
"...3971","DEP","HIL063","06/08/2018 09:45:00",0.005,"mg/L",26.254,-80.0571,0.5
"...3972","DEP","BOC075","06/07/2018 06:35:00",0.005,"mg/L",26.2986,-80.074683,0.5
"...3973","DEP","ILW111","11/08/2018 10:45:00",0.005,"mg/L",26.77696,-80.030381,0.5
"...3974","DEP","BOY091","04/11/2018 09:20:00",0.005,"mg/L",26.54502,-80.0356,0.5
"...3975","DEP","BOY090","12/07/2017 11:10:00",0.003,"mg/L",26.54417,-80.04057,0.5
"...3976","DEP","ILW116","12/04/2018 10:35:00",0.005,"mg/L",26.72168,-80.0315,0.5
"...3977","DEP","BAK021","10/11/2018 10:55:00",0.005,"mg/L",25.90451,-80.119714,0.5
"...3978","DEP","BOY097","04/11/2018 10:50:00",0.005,"mg/L",26.50847,-80.03366667,0.5
"...3979","DEP","PEV050","12/07/2018 08:35:00",0.025,"mg/L",26.0163,-80.087,0.5
"...3980","DEP","BAK028","10/11/2018 12:50:00",0.005,"mg/L",25.95145,-80.102867,0.5
"...3981","DEP","BOC079","09/19/2018 10:00:00",0.005,"mg/L",26.3120667,-80.0738333,0.5
"...3982","DEP","BAK032","08/13/2018 12:00:00",0.005,"mg/L",25.9149,-80.086083,0.5
"...3983","DEP","PEV049","10/19/2018 11:25:00",0.005,"mg/L",25.95423,-80.10117,0.5
"...3984","DEP","JUP127","04/25/2018 10:55:00",0.007,"mg/L",27.01775,-80.07291667,0.5
"...3985","DEP","JUP125","01/22/2018 14:40:00",0.005,"mg/L",27.001917,-80.06595,0.5
"...3986","DEP","PEV044","09/27/2017 12:10:00",0.003,"mg/L",26.159983,-80.090283,0.5
"...3987","DEP","BOC081","05/09/2018 09:55:00",0.01,"mg/L",26.35,-80.04943,0.5
"...3988","DEP","BOC071","05/09/2018 09:20:00",0.005,"mg/L",26.34027,-80.069389,0.5
"...3989","DEP","PEV052","07/03/2018 13:45:00",0.005,"mg/L",26.01179,-80.087,0.5
"...3990","DEP","BOY097","07/12/2018 13:45:00",0.005,"mg/L",26.50847,-80.03366667,0.5
"...3991","DEP","HIL052","09/24/2018 12:40:00",0.005,"mg/L",26.25208,-80.080197,0.5
"...3992","DEP","ILW110","04/24/2018 06:55:00",0.008,"mg/L",26.772447,-80.030381,0.5
"...3993","DEP","JUP126","04/25/2018 10:10:00",0.014,"mg/L",27.0115833,-80.0678,0.5
"...3994","DEP","HIL056","06/08/2018 07:40:00",0.005,"mg/L",26.2286833,-80.0838167,0.5
"...3995","DEP","HIL058","04/03/2018 15:45:00",0.005,"mg/L",26.19612,-80.091,0.5
