"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...819","DERM_BBWQ","BB50","03/07/2018 11:20:00","Chlorophyll_a__free_of_pheophytin",0.49,"ug/L",25.2298977,-80.3767774,0.1
"...820","DERM_BBWQ","BB05A","01/08/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",3.4,"ug/L",25.9017218,-80.1422694,0.1
"...821","DERM_BBWQ","BBMB2","04/05/2018 10:55:00","Chlorophyll_a__free_of_pheophytin",1.7,"ug/L",25.80345,-80.145149,0.1
"...822","DERM_BBWQ","BBMB4","06/07/2018 10:30:00","Chlorophyll_a__free_of_pheophytin",2.01,"ug/L",25.846566,-80.127483,0.1
"...823","DERM_BBWQ","BB50","06/06/2018 10:15:00","Chlorophyll_a__free_of_pheophytin",1.81,"ug/L",25.2298977,-80.3767774,0.1
"...824","DERM_BBWQ","SK01","05/07/2018 13:00:00","Chlorophyll_a__free_of_pheophytin",3.55,"ug/L",25.9294714,-80.1503688,0.1
"...825","DERM_BBWQ","SP01","05/10/2018 10:20:00","Chlorophyll_a__free_of_pheophytin",1.72,"ug/L",25.6583676,-80.2659342,0.1
"...826","DERM_BBWQ","BB51","03/07/2018 11:40:00","Chlorophyll_a__free_of_pheophytin",0.45,"ug/L",25.251496,-80.4140785,0.1
"...827","DERM_BBWQ","BB22","02/06/2018 10:20:00","Chlorophyll_a__free_of_pheophytin",1.07,"ug/L",25.7562781,-80.1742698,0.1
"...828","DERM_BBWQ","BB47","05/09/2018 09:35:00","Chlorophyll_a__free_of_pheophytin",0.36,"ug/L",25.3367944,-80.3200766,0.1
"...829","DERM_BBWQ","BB47","12/06/2017 10:40:00","Chlorophyll_a__free_of_pheophytin",0.46,"ug/L",25.3367944,-80.3200766,0.1
"...830","DERM_BBWQ","BB47","04/04/2018 09:50:00","Chlorophyll_a__free_of_pheophytin",0.32,"ug/L",25.3367944,-80.3200766,0.1
"...831","DERM_BBWQ","BBMB3","05/10/2018 10:35:00","Chlorophyll_a__free_of_pheophytin",1.18,"ug/L",25.825666,-80.13375,0.1
"...832","DERM_BBWQ","BB51","02/07/2018 10:35:00","Chlorophyll_a__free_of_pheophytin",0.44,"ug/L",25.251496,-80.4140785,0.1
"...833","DERM_BBWQ","AR03","02/07/2018 09:10:00","Chlorophyll_a__free_of_pheophytin",1.64,"ug/L",25.2890129,-80.4430649,0.1
"...834","DERM_BBWQ","BBMB1","12/05/2017 10:20:00","Chlorophyll_a__free_of_pheophytin",1.14,"ug/L",25.4659,-80.38429,0.1
"...835","DERM_BBWQ","BB04","02/12/2018 12:20:00","Chlorophyll_a__free_of_pheophytin",2.16,"ug/L",25.917671,-80.1257684,0.1
"...836","DERM_BBWQ","BB22","04/03/2018 10:10:00","Chlorophyll_a__free_of_pheophytin",0.96,"ug/L",25.7562781,-80.1742698,0.1
"...837","DERM_BBWQ","BB05A","03/05/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",1.68,"ug/L",25.9017218,-80.1422694,0.1
"...838","DERM_BBWQ","BB37","03/08/2018 11:45:00","Chlorophyll_a__free_of_pheophytin",0.18,"ug/L",25.570684,-80.19177,0.1
"...839","DERM_BBWQ","BB38","01/10/2018 08:30:00","Chlorophyll_a__free_of_pheophytin",0.31,"ug/L",25.5196864,-80.2393748,0.1
"...840","DERM_BBWQ","BS01","02/12/2018 11:20:00","Chlorophyll_a__free_of_pheophytin",1.18,"ug/L",25.8720738,-80.1647689,0.1
"...841","DERM_BBWQ","BB31","04/05/2018 09:50:00","Chlorophyll_a__free_of_pheophytin",0.54,"ug/L",25.6937801,-80.2075693,0.1
"...842","DERM_BBWQ","AC01","03/05/2018 11:50:00","Chlorophyll_a__free_of_pheophytin",1.96,"ug/L",25.9006722,-80.1443668,0.1
"...843","DERM_BBWQ","AC01","02/12/2018 11:50:00","Chlorophyll_a__free_of_pheophytin",1.44,"ug/L",25.9006722,-80.1443668,0.1
"...844","DERM_BBWQ","BB10","06/04/2018 11:20:00","Chlorophyll_a__free_of_pheophytin",2.55,"ug/L",25.8695722,-80.1438671,0.1
"...845","DERM_BBWQ","BB04","01/08/2018 12:15:00","Chlorophyll_a__free_of_pheophytin",2.4,"ug/L",25.917671,-80.1257684,0.1
"...846","DERM_BBWQ","BB51","12/06/2017 11:30:00","Chlorophyll_a__free_of_pheophytin",0.45,"ug/L",25.251496,-80.4140785,0.1
"...847","DERM_BBWQ","BB02","12/04/2017 12:40:00","Chlorophyll_a__free_of_pheophytin",4.34,"ug/L",25.9448704,-80.1277678,0.1
"...848","DERM_BBWQ","MR01","12/05/2017 11:00:00","Chlorophyll_a__free_of_pheophytin",1.08,"ug/L",25.770035,-80.1915094,0.1
"...849","DERM_BBWQ","BB34","01/11/2018 10:25:00","Chlorophyll_a__free_of_pheophytin",1.32,"ug/L",25.6514821,-80.2590735,0.1
"...850","DERM_BBWQ","BB11","06/04/2018 10:25:00","Chlorophyll_a__free_of_pheophytin",1.92,"ug/L",25.8464751,-80.1669677,0.1
"...851","DERM_BBWQ","BB17","05/08/2018 10:40:00","Chlorophyll_a__free_of_pheophytin",3.19,"ug/L",25.802675,-80.1659703,0.1
"...852","DERM_BBWQ","BB39A","05/09/2018 12:50:00","Chlorophyll_a__free_of_pheophytin",0.37,"ug/L",25.5264328,-80.3070577,0.1
"...853","DERM_BBWQ","BISC101","12/06/2017 13:00:00","Chlorophyll_a__free_of_pheophytin",0.47,"ug/L",25.4783316,-80.320831,0.1
"...854","DERM_BBWQ","BISC127","01/11/2018 11:25:00","Chlorophyll_a__free_of_pheophytin",0.68,"ug/L",25.6299983,-80.25,0.1
"...855","DERM_BBWQ","BB15A","06/07/2018 09:30:00","Chlorophyll_a__free_of_pheophytin",1.4,"ug/L",25.81507571,-80.1752699,0.1
"...856","DERM_BBWQ","BB11","05/07/2018 11:00:00","Chlorophyll_a__free_of_pheophytin",1.43,"ug/L",25.8464751,-80.1669677,0.1
"...857","DERM_BBWQ","BB14","01/08/2018 10:20:00","Chlorophyll_a__free_of_pheophytin",1.95,"ug/L",25.8300761,-80.1585673,0.1
"...858","DERM_BBWQ","BISC101","03/07/2018 13:10:00","Chlorophyll_a__free_of_pheophytin",0.3,"ug/L",25.4783316,-80.320831,0.1
"...859","DERM_BBWQ","BB22","12/05/2017 09:50:00","Chlorophyll_a__free_of_pheophytin",1.39,"ug/L",25.7562781,-80.1742698,0.1
"...860","DERM_BBWQ","CG01","04/03/2018 13:27:00","Chlorophyll_a__free_of_pheophytin",0.89,"ug/L",25.7036788,-80.2472057,0.1
"...861","DERM_BBWQ","BB50","05/09/2018 10:15:00","Chlorophyll_a__free_of_pheophytin",1.98,"ug/L",25.2298977,-80.3767774,0.1
"...862","DERM_BBWQ","AC01","04/02/2018 11:20:00","Chlorophyll_a__free_of_pheophytin",1.26,"ug/L",25.9006722,-80.1443668,0.1
"...863","DERM_BBWQ","BB47","01/10/2018 09:10:00","Chlorophyll_a__free_of_pheophytin",0.42,"ug/L",25.3367944,-80.3200766,0.1
"...864","DERM_BBWQ","BB11","04/02/2018 10:10:00","Chlorophyll_a__free_of_pheophytin",1.96,"ug/L",25.8464751,-80.1669677,0.1
"...865","DERM_BBWQ","AR03","06/06/2018 10:10:00","Chlorophyll_a__free_of_pheophytin",4.13,"ug/L",25.2890129,-80.4430649,0.1
"...866","DERM_BBWQ","BISC101","04/04/2018 10:45:00","Chlorophyll_a__free_of_pheophytin",0.26,"ug/L",25.4783316,-80.320831,0.1
"...867","DERM_BBWQ","CD01A","05/10/2018 10:40:00","Chlorophyll_a__free_of_pheophytin",0.82,"ug/L",25.95683333,-80.43063333,0.1
"...868","DERM_BBWQ","BB31","03/08/2018 09:25:00","Chlorophyll_a__free_of_pheophytin",0.51,"ug/L",25.6937801,-80.2075693,0.1
"...869","DERM_BBWQ","BB05A","12/04/2017 12:00:00","Chlorophyll_a__free_of_pheophytin",1.65,"ug/L",25.9017218,-80.1422694,0.1
"...870","DERM_BBWQ","CD01A","02/08/2018 11:00:00","Chlorophyll_a__free_of_pheophytin",0.86,"ug/L",25.95683333,-80.43063333,0.1
"...871","DERM_BBWQ","BB48","06/06/2018 09:50:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.308595,-80.3488753,0.1
"...872","DERM_BBWQ","BB04","06/04/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",3.59,"ug/L",25.917671,-80.1257684,0.1
"...873","DERM_BBWQ","BB05A","05/07/2018 12:10:00","Chlorophyll_a__free_of_pheophytin",1.78,"ug/L",25.9017218,-80.1422694,0.1
"...874","DERM_BBWQ","SP01","03/08/2018 10:25:00","Chlorophyll_a__free_of_pheophytin",1.14,"ug/L",25.6583676,-80.2659342,0.1
"...875","DERM_BBWQ","BBMB1","05/08/2018 10:05:00","Chlorophyll_a__free_of_pheophytin",1.75,"ug/L",25.4659,-80.38429,0.1
"...876","DERM_BBWQ","BB38","03/07/2018 09:30:00","Chlorophyll_a__free_of_pheophytin",0.16,"ug/L",25.5196864,-80.2393748,0.1
"...877","DERM_BBWQ","BB51","05/09/2018 10:30:00","Chlorophyll_a__free_of_pheophytin",0.53,"ug/L",25.251496,-80.4140785,0.1
"...878","DERM_BBWQ","AR03","05/09/2018 09:20:00","Chlorophyll_a__free_of_pheophytin",2.85,"ug/L",25.2890129,-80.4430649,0.1
"...879","DERM_BBWQ","BISC101","01/10/2018 11:20:00","Chlorophyll_a__free_of_pheophytin",0.62,"ug/L",25.4783316,-80.320831,0.1
"...880","DERM_BBWQ","LR01","12/04/2017 11:00:00","Chlorophyll_a__free_of_pheophytin",1.73,"ug/L",25.8451746,-80.1733678,0.1
"...881","DERM_BBWQ","BB50","04/03/2018 10:20:00","Chlorophyll_a__free_of_pheophytin",0.67,"ug/L",25.2298977,-80.3767774,0.1
"...882","DERM_BBWQ","SK01","02/12/2018 13:20:00","Chlorophyll_a__free_of_pheophytin",5.58,"ug/L",25.9294714,-80.1503688,0.1
"...883","DERM_BBWQ","BISC127","03/08/2018 11:30:00","Chlorophyll_a__free_of_pheophytin",0.26,"ug/L",25.6299983,-80.25,0.1
"...884","DERM_BBWQ","MR01","01/09/2018 10:30:00","Chlorophyll_a__free_of_pheophytin",0.8,"ug/L",25.770035,-80.1915094,0.1
"...885","DERM_BBWQ","AC01","05/07/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",3.53,"ug/L",25.9006722,-80.1443668,0.1
"...886","DERM_BBWQ","MR01","05/08/2018 11:00:00","Chlorophyll_a__free_of_pheophytin",4.98,"ug/L",25.770035,-80.1915094,0.1
"...887","DERM_BBWQ","BB41","02/07/2018 11:35:00","Chlorophyll_a__free_of_pheophytin",0.42,"ug/L",25.4726881,-80.2844755,0.1
"...888","DERM_BBWQ","BB14","12/04/2017 10:30:00","Chlorophyll_a__free_of_pheophytin",1.66,"ug/L",25.8300761,-80.1585673,0.1
"...889","DERM_BBWQ","BB02","06/04/2018 12:25:00","Chlorophyll_a__free_of_pheophytin",7.11,"ug/L",25.9448704,-80.1277678,0.1
"...890","DERM_BBWQ","BB15A","04/05/2018 09:30:00","Chlorophyll_a__free_of_pheophytin",3.83,"ug/L",25.81507571,-80.1752699,0.1
"...891","DERM_BBWQ","BS01","05/07/2018 11:30:00","Chlorophyll_a__free_of_pheophytin",12.01,"ug/L",25.8720738,-80.1647689,0.1
"...892","DERM_BBWQ","CD01A","04/05/2018 09:30:00","Chlorophyll_a__free_of_pheophytin",0.38,"ug/L",25.95683333,-80.43063333,0.1
"...893","DERM_BBWQ","SK01","01/08/2018 13:00:00","Chlorophyll_a__free_of_pheophytin",10.82,"ug/L",25.9294714,-80.1503688,0.1
"...894","DERM_BBWQ","BB37","12/07/2017 11:30:00","Chlorophyll_a__free_of_pheophytin",0.59,"ug/L",25.570684,-80.19177,0.1
"...895","DERM_BBWQ","BB09","01/08/2018 11:30:00","Chlorophyll_a__free_of_pheophytin",1.63,"ug/L",25.871374,-80.1550667,0.1
"...896","DERM_BBWQ","BISC101","02/07/2018 11:50:00","Chlorophyll_a__free_of_pheophytin",0.33,"ug/L",25.4783316,-80.320831,0.1
"...897","DERM_BBWQ","BB18","06/05/2018 14:44:00","Chlorophyll_a__free_of_pheophytin",1.67,"ug/L",25.7868761,-80.1633701,0.1
"...898","DERM_BBWQ","SK01","03/05/2018 12:55:00","Chlorophyll_a__free_of_pheophytin",3.29,"ug/L",25.9294714,-80.1503688,0.1
"...899","DERM_BBWQ","CD01A","03/08/2018 10:45:00","Chlorophyll_a__free_of_pheophytin",0.34,"ug/L",25.95683333,-80.43063333,0.1
"...900","DERM_BBWQ","BB41","06/06/2018 11:25:00","Chlorophyll_a__free_of_pheophytin",0.41,"ug/L",25.4726881,-80.2844755,0.1
"...901","DERM_BBWQ","BB39A","06/06/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",0.58,"ug/L",25.5264328,-80.3070577,0.1
"...902","DERM_BBWQ","BB22","01/09/2018 09:05:00","Chlorophyll_a__free_of_pheophytin",1.41,"ug/L",25.7562781,-80.1742698,0.1
"...903","DERM_BBWQ","SP01","12/07/2017 10:35:00","Chlorophyll_a__free_of_pheophytin",1.63,"ug/L",25.6583676,-80.2659342,0.1
"...904","DERM_BBWQ","BBMB1","03/06/2018 10:20:00","Chlorophyll_a__free_of_pheophytin",1.49,"ug/L",25.4659,-80.38429,0.1
"...905","DERM_BBWQ","BISC101","06/06/2018 11:40:00","Chlorophyll_a__free_of_pheophytin",0.69,"ug/L",25.4783316,-80.320831,0.1
"...906","DERM_BBWQ","BISC127","02/08/2018 11:20:00","Chlorophyll_a__free_of_pheophytin",0.32,"ug/L",25.6299983,-80.25,0.1
"...907","DERM_BBWQ","BB17","12/05/2017 10:40:00","Chlorophyll_a__free_of_pheophytin",1.89,"ug/L",25.802675,-80.1659703,0.1
"...908","DERM_BBWQ","BISC122","04/04/2018 09:30:00","Chlorophyll_a__free_of_pheophytin",0.47,"ug/L",25.4133316,-80.295,0.1
"...909","DERM_BBWQ","BB50","07/11/2018 09:50:00","Chlorophyll_a__free_of_pheophytin",2.29,"ug/L",25.2298977,-80.3767774,0.1
"...910","DERM_BBWQ","CD01A","07/12/2018 10:15:00","Chlorophyll_a__free_of_pheophytin",3.48,"ug/L",25.95683333,-80.43063333,0.1
"...911","DERM_BBWQ","BB34","11/15/2018 09:35:00","Chlorophyll_a__free_of_pheophytin",0.51,"ug/L",25.6514821,-80.2590735,0.1
"...912","DERM_BBWQ","BISC121","09/12/2018 09:05:00","Chlorophyll_a__free_of_pheophytin",0.46,"ug/L",25.3549983,-80.291665,0.1
"...913","DERM_BBWQ","BB17","10/02/2018 11:25:00","Chlorophyll_a__free_of_pheophytin",3.05,"ug/L",25.802675,-80.1659703,0.5
"...914","DERM_BBWQ","BB05A","02/04/2019 13:00:00","Chlorophyll_a__free_of_pheophytin",0.97,"ug/L",25.9017218,-80.1422694,0.1
"...915","DERM_BBWQ","BB50","03/06/2019 10:15:00","Chlorophyll_a__free_of_pheophytin",1.03,"ug/L",25.2298977,-80.3767774,0.1
"...916","DERM_BBWQ","BB08","09/12/2019 09:20:00","Chlorophyll_a__free_of_pheophytin",1.53,"ug/L",25.86423333,-80.17096667,0.1
"...917","DERM_BBWQ","AC01","01/07/2019 11:10:00","Chlorophyll_a__free_of_pheophytin",2.46,"ug/L",25.9006722,-80.1443668,0.1
"...918","DERM_BBWQ","BISC127","09/13/2018 11:10:00","Chlorophyll_a__free_of_pheophytin",0.79,"ug/L",25.6299983,-80.25,0.1
"...919","DERM_BBWQ","BB22","10/02/2018 10:20:00","Chlorophyll_a__free_of_pheophytin",1.48,"ug/L",25.7562781,-80.1742698,0.5
"...920","DERM_BBWQ","BB34","05/09/2019 10:00:00","Chlorophyll_a__free_of_pheophytin",1.97,"ug/L",25.6514821,-80.2590735,0.1
"...921","DERM_BBWQ","CD01A","07/11/2019 11:05:00","Chlorophyll_a__free_of_pheophytin",1.41,"ug/L",25.95683333,-80.43063333,0.1
"...922","DERM_BBWQ","BB34","08/09/2018 09:20:00","Chlorophyll_a__free_of_pheophytin",1.58,"ug/L",25.6514821,-80.2590735,0.1
"...923","DERM_BBWQ","SP01","01/10/2019 10:45:00","Chlorophyll_a__free_of_pheophytin",0.84,"ug/L",25.6583676,-80.2659342,0.1
"...924","DERM_BBWQ","BISC121","04/03/2019 09:15:00","Chlorophyll_a__free_of_pheophytin",0.34,"ug/L",25.3549983,-80.291665,0.1
"...925","DERM_BBWQ","BB41","06/05/2019 11:05:00","Chlorophyll_a__free_of_pheophytin",0.34,"ug/L",25.4726881,-80.2844755,0.1
"...926","DERM_BBWQ","BISC121","07/10/2019 09:30:00","Chlorophyll_a__free_of_pheophytin",0.3,"ug/L",25.3549983,-80.291665,0.1
"...927","DERM_BBWQ","BB24","03/05/2019 10:35:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.7665764,-80.1405694,0.1
"...928","DERM_BBWQ","SK01","12/03/2018 13:35:00","Chlorophyll_a__free_of_pheophytin",1.13,"ug/L",25.9294714,-80.1503688,0.1
"...929","DERM_BBWQ","BB47","09/12/2018 09:15:00","Chlorophyll_a__free_of_pheophytin",0.37,"ug/L",25.3367944,-80.3200766,0.1
"...930","DERM_BBWQ","BB50","09/12/2018 09:50:00","Chlorophyll_a__free_of_pheophytin",2.26,"ug/L",25.2298977,-80.3767774,0.1
"...931","DERM_BBWQ","BB39A","09/12/2018 12:25:00","Chlorophyll_a__free_of_pheophytin",0.4,"ug/L",25.5264328,-80.3070577,0.1
"...932","DERM_BBWQ","CG01","09/13/2018 09:20:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.7036788,-80.2472057,0.1
"...933","DERM_BBWQ","BB17","02/05/2019 09:55:00","Chlorophyll_a__free_of_pheophytin",0.94,"ug/L",25.802675,-80.1659703,0.1
"...934","DERM_BBWQ","BB15A","07/11/2019 09:31:00","Chlorophyll_a__free_of_pheophytin",9.4,"ug/L",25.81507571,-80.1752699,0.1
"...935","DERM_BBWQ","BB48","09/11/2019 10:10:00","Chlorophyll_a__free_of_pheophytin",0.86,"ug/L",25.308595,-80.3488753,0.1
"...936","DERM_BBWQ","BB02","09/09/2019 12:30:00","Chlorophyll_a__free_of_pheophytin",5.5,"ug/L",25.9448704,-80.1277678,0.1
"...937","DERM_BBWQ","AR03","07/10/2019 09:02:00","Chlorophyll_a__free_of_pheophytin",2.87,"ug/L",25.2890129,-80.4430649,0.1
"...938","DERM_BBWQ","BISC122","07/10/2019 11:03:00","Chlorophyll_a__free_of_pheophytin",0.52,"ug/L",25.4133316,-80.295,0.1
"...939","DERM_BBWQ","SP01","09/12/2019 10:10:00","Chlorophyll_a__free_of_pheophytin",0.64,"ug/L",25.6583676,-80.2659342,0.1
"...940","DERM_BBWQ","BBMB2","09/12/2019 11:15:00","Chlorophyll_a__free_of_pheophytin",1.18,"ug/L",25.80345,-80.145149,0.1
"...941","DERM_BBWQ","BISC101","09/11/2019 12:10:00","Chlorophyll_a__free_of_pheophytin",0.94,"ug/L",25.4783316,-80.320831,0.1
"...942","DERM_BBWQ","BB39A","07/10/2019 11:43:00","Chlorophyll_a__free_of_pheophytin",0.35,"ug/L",25.5264328,-80.3070577,0.1
"...943","DERM_BBWQ","BBMB2","07/11/2019 10:52:00","Chlorophyll_a__free_of_pheophytin",1.19,"ug/L",25.80345,-80.145149,0.1
"...944","DERM_BBWQ","BB08","07/11/2019 09:50:00","Chlorophyll_a__free_of_pheophytin",1.39,"ug/L",25.86423333,-80.17096667,0.1
"...945","DERM_BBWQ","BB10","07/08/2019 11:29:00","Chlorophyll_a__free_of_pheophytin",1.97,"ug/L",25.8695722,-80.1438671,0.1
"...946","DERM_BBWQ","BBMB3","09/12/2019 10:40:00","Chlorophyll_a__free_of_pheophytin",1.64,"ug/L",25.825666,-80.13375,0.1
"...947","DERM_BBWQ","BB38","09/11/2019 09:00:00","Chlorophyll_a__free_of_pheophytin",0.44,"ug/L",25.5196864,-80.2393748,0.1
"...948","DERM_BBWQ","BB41","09/11/2019 11:50:00","Chlorophyll_a__free_of_pheophytin",0.45,"ug/L",25.4726881,-80.2844755,0.1
"...949","DERM_BBWQ","BB48","07/10/2019 09:55:00","Chlorophyll_a__free_of_pheophytin",0.94,"ug/L",25.308595,-80.3488753,0.1
"...950","DERM_BBWQ","AC01","07/08/2019 11:45:00","Chlorophyll_a__free_of_pheophytin",2.04,"ug/L",25.9006722,-80.1443668,0.1
"...951","DERM_BBWQ","BS01","07/08/2019 11:11:00","Chlorophyll_a__free_of_pheophytin",7.54,"ug/L",25.8720738,-80.1647689,0.1
"...952","DERM_BBWQ","BB14","09/09/2019 09:50:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.8300761,-80.1585673,0.1
"...953","DERM_BBWQ","MR01","07/09/2019 10:54:00","Chlorophyll_a__free_of_pheophytin",1.08,"ug/L",25.770035,-80.1915094,0.1
"...954","DERM_BBWQ","BB41","01/09/2019 10:55:00","Chlorophyll_a__free_of_pheophytin",0.23,"ug/L",25.4726881,-80.2844755,0.1
"...955","DERM_BBWQ","BISC121","01/09/2019 09:05:00","Chlorophyll_a__free_of_pheophytin",0.59,"ug/L",25.3549983,-80.291665,0.1
"...956","DERM_BBWQ","SP01","06/06/2019 09:45:00","Chlorophyll_a__free_of_pheophytin",1.19,"ug/L",25.6583676,-80.2659342,0.1
"...957","DERM_BBWQ","LR01","05/06/2019 10:20:00","Chlorophyll_a__free_of_pheophytin",2.15,"ug/L",25.8451746,-80.1733678,0.1
"...958","DERM_BBWQ","CD01A","06/06/2019 10:10:00","Chlorophyll_a__free_of_pheophytin",0.65,"ug/L",25.95683333,-80.43063333,0.1
"...959","DERM_BBWQ","BB22","03/05/2019 09:55:00","Chlorophyll_a__free_of_pheophytin",0.93,"ug/L",25.7562781,-80.1742698,0.1
"...960","DERM_BBWQ","BB17","12/04/2018 11:00:00","Chlorophyll_a__free_of_pheophytin",1.14,"ug/L",25.802675,-80.1659703,0.1
"...961","DERM_BBWQ","SP01","07/12/2018 10:00:00","Chlorophyll_a__free_of_pheophytin",1.19,"ug/L",25.6583676,-80.2659342,0.1
"...962","DERM_BBWQ","BB04","04/01/2019 12:15:00","Chlorophyll_a__free_of_pheophytin",1.72,"ug/L",25.917671,-80.1257684,0.1
"...963","DERM_BBWQ","BISC121","05/08/2019 09:10:00","Chlorophyll_a__free_of_pheophytin",0.36,"ug/L",25.3549983,-80.291665,0.1
"...964","DERM_BBWQ","BB37","07/11/2019 11:51:00","Chlorophyll_a__free_of_pheophytin",0.46,"ug/L",25.570684,-80.19177,0.1
"...965","DERM_BBWQ","BB15A","05/09/2019 09:45:00","Chlorophyll_a__free_of_pheophytin",4.75,"ug/L",25.81507571,-80.1752699,0.1
"...966","DERM_BBWQ","SK01","07/09/2018 13:05:00","Chlorophyll_a__free_of_pheophytin",4.36,"ug/L",25.9294714,-80.1503688,0.1
"...967","DERM_BBWQ","BB50","04/03/2019 10:05:00","Chlorophyll_a__free_of_pheophytin",0.59,"ug/L",25.2298977,-80.3767774,0.1
"...968","DERM_BBWQ","SP01","12/06/2018 10:15:00","Chlorophyll_a__free_of_pheophytin",0.66,"ug/L",25.6583676,-80.2659342,0.1
"...969","DERM_BBWQ","BB02","10/01/2018 12:25:00","Chlorophyll_a__free_of_pheophytin",3.97,"ug/L",25.9448704,-80.1277678,0.5
"...970","DERM_BBWQ","AR03","02/06/2019 08:40:00","Chlorophyll_a__free_of_pheophytin",2.98,"ug/L",25.2890129,-80.4430649,0.1
"...971","DERM_BBWQ","BB11","04/01/2019 10:55:00","Chlorophyll_a__free_of_pheophytin",1.01,"ug/L",25.8464751,-80.1669677,0.1
"...972","DERM_BBWQ","SK01","07/08/2019 13:00:00","Chlorophyll_a__free_of_pheophytin",5.43,"ug/L",25.9294714,-80.1503688,0.1
"...973","DERM_BBWQ","BB10","03/04/2019 11:15:00","Chlorophyll_a__free_of_pheophytin",3.01,"ug/L",25.8695722,-80.1438671,0.1
"...974","DERM_BBWQ","BB34","02/07/2019 11:10:00","Chlorophyll_a__free_of_pheophytin",0.65,"ug/L",25.6514821,-80.2590735,0.1
"...975","DERM_BBWQ","BBMB4","02/07/2019 10:30:00","Chlorophyll_a__free_of_pheophytin",1.87,"ug/L",25.846566,-80.127483,0.1
"...976","DERM_BBWQ","BB09","02/04/2019 12:20:00","Chlorophyll_a__free_of_pheophytin",1.19,"ug/L",25.871374,-80.1550667,0.1
"...977","DERM_BBWQ","BBMB2","02/07/2019 11:15:00","Chlorophyll_a__free_of_pheophytin",1.64,"ug/L",25.80345,-80.145149,0.1
"...978","DERM_BBWQ","AR03","04/03/2019 08:50:00","Chlorophyll_a__free_of_pheophytin",3.16,"ug/L",25.2890129,-80.4430649,0.1
"...979","DERM_BBWQ","BB15A","03/07/2019 09:10:00","Chlorophyll_a__free_of_pheophytin",5.55,"ug/L",25.81507571,-80.1752699,0.1
"...980","DERM_BBWQ","BB22","04/02/2019 09:40:00","Chlorophyll_a__free_of_pheophytin",0.8,"ug/L",25.7562781,-80.1742698,0.1
"...981","DERM_BBWQ","BB38","12/05/2018 08:50:00","Chlorophyll_a__free_of_pheophytin",0.37,"ug/L",25.5196864,-80.2393748,0.1
"...982","DERM_BBWQ","CD01A","12/06/2018 10:35:00","Chlorophyll_a__free_of_pheophytin",0.52,"ug/L",25.95683333,-80.43063333,0.1
"...983","DERM_BBWQ","BB51","09/12/2018 10:00:00","Chlorophyll_a__free_of_pheophytin",0.69,"ug/L",25.251496,-80.4140785,0.1
"...984","DERM_BBWQ","BBMB2","01/10/2019 11:50:00","Chlorophyll_a__free_of_pheophytin",1.58,"ug/L",25.80345,-80.145149,0.1
"...985","DERM_BBWQ","BISC127","10/04/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",0.66,"ug/L",25.6299983,-80.25,0.5
"...986","DERM_BBWQ","BB14","10/01/2018 10:10:00","Chlorophyll_a__free_of_pheophytin",1.16,"ug/L",25.8300761,-80.1585673,0.5
"...987","DERM_BBWQ","BB51","11/14/2018 10:15:00","Chlorophyll_a__free_of_pheophytin",0.42,"ug/L",25.251496,-80.4140785,0.1
"...988","DERM_BBWQ","LR01","09/09/2019 10:25:00","Chlorophyll_a__free_of_pheophytin",3.5,"ug/L",25.8451746,-80.1733678,0.1
"...989","DERM_BBWQ","BBMB3","12/06/2018 12:00:00","Chlorophyll_a__free_of_pheophytin",1.02,"ug/L",25.825666,-80.13375,0.1
"...990","DERM_BBWQ","BB02","12/03/2018 13:10:00","Chlorophyll_a__free_of_pheophytin",1.13,"ug/L",25.9448704,-80.1277678,0.1
"...991","DERM_BBWQ","BB17","01/08/2019 09:45:00","Chlorophyll_a__free_of_pheophytin",1.02,"ug/L",25.802675,-80.1659703,0.1
"...992","DERM_BBWQ","BB47","03/06/2019 09:40:00","Chlorophyll_a__free_of_pheophytin",0.69,"ug/L",25.3367944,-80.3200766,0.1
"...993","DERM_BBWQ","BISC127","03/07/2019 11:05:00","Chlorophyll_a__free_of_pheophytin",0.28,"ug/L",25.6299983,-80.25,0.1
"...994","DERM_BBWQ","BB10","02/04/2019 12:30:00","Chlorophyll_a__free_of_pheophytin",0.86,"ug/L",25.8695722,-80.1438671,0.1
"...995","DERM_BBWQ","BB17","04/02/2019 10:55:00","Chlorophyll_a__free_of_pheophytin",1.93,"ug/L",25.802675,-80.1659703,0.1
"...996","DERM_BBWQ","BBMB2","04/04/2019 11:40:00","Chlorophyll_a__free_of_pheophytin",0.95,"ug/L",25.80345,-80.145149,0.1
"...997","DERM_BBWQ","BB34","09/12/2019 09:55:00","Chlorophyll_a__free_of_pheophytin",1.15,"ug/L",25.6514821,-80.2590735,0.1
