"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...2090","BROWARD","22","09/23/2020 09:00:00",0.29,"mg/L",26.11607,-80.3166,0.5
"...2091","BROWARD","4","09/21/2020 11:25:00",0.325,"mg/L",26.35132,-80.28333,0.5
"...2092","BROWARD","40","05/19/2020 09:10:00",0.043,"mg/L",26.03485,-80.11713,0.5
"...2093","BROWARD","38","11/16/2022 12:17:00",0.008,"mg/L",26.10265,-80.11868,0.5
"...2094","BROWARD","8","11/08/2022 12:45:00",0.036,"mg/L",26.2305,-80.20485,0.5
"...2095","BROWARD","110","11/08/2022 09:10:00",0.193,"mg/L",26.23132,-80.12687,0.5
"...2096","BROWARD","64","11/07/2022 10:35:00",0.008,"mg/L",26.12837,-80.17503,0.5
"...2097","BROWARD","17","11/07/2022 11:10:00",0.03,"mg/L",26.13581667,-80.1942,0.5
"...2098","BROWARD","121","03/01/2023 13:48:00",0.008,"mg/L",26.13533,-80.20202,0.5
"...2099","BROWARD","6","03/07/2023 13:18:00",0.011,"mg/L",26.2062,-80.13263,0.5
"...2100","BROWARD","34","11/07/2018 11:10:00",0.01,"mg/L",26.26352,-80.0824,0.5
"...2101","BROWARD","23","05/01/2017 09:15:00",0.204,"mg/L",26.14965,-80.44182,0.5
"...2102","BROWARD","19","08/26/2019 08:50:00",0.115,"mg/L",26.10898,-80.15908,0.5
"...2103","BROWARD","33","06/25/2018 10:20:00",0.092,"mg/L",26.31338,-80.0806,0.5
"...2104","BROWARD","20","09/18/2019 13:05:00",0.085,"mg/L",26.08717,-80.18547,0.5
"...2105","BROWARD","124","02/26/2018 09:15:00",0.259,"mg/L",26.06565,-80.21588,0.5
"...2106","BROWARD","37","05/23/2019 12:15:00",0.009,"mg/L",26.13877,-80.10807,0.5
"...2107","BROWARD","19","08/21/2019 10:25:00",0.152,"mg/L",26.10898,-80.15908,0.5
"...2108","BROWARD","112","08/22/2023 12:15:00",0.079,"mg/L",26.16392,-80.12632,0.5
"...2109","BROWARD","26","10/31/2023 09:25:00",0.106,"mg/L",26.06812,-80.1686,0.5
"...2110","BROWARD","120","12/10/2018 09:50:00",0.361,"mg/L",26.32458,-80.099,0.5
"...2111","BROWARD","24","11/16/2022 10:50:00",0.182,"mg/L",26.0595,-80.14398,0.5
"...2112","BROWARD","122","05/02/2017 09:10:00",0.039,"mg/L",26.09983,-80.25017,0.5
"...2113","BROWARD","6","08/26/2019 13:30:00",0.042,"mg/L",26.2062,-80.13263,0.5
"...2114","BROWARD","15","08/23/2021 09:40:00",0.022,"mg/L",26.1183,-80.14363,0.5
"...2115","BROWARD","19","11/08/2021 09:55:00",0.124,"mg/L",26.10898,-80.15908,0.5
"...2116","BROWARD","31","08/30/2021 11:00:00",0.153,"mg/L",25.9642,-80.31062,0.5
"...2117","BROWARD","110","08/25/2021 08:50:00",0.018,"mg/L",26.23132,-80.12687,0.5
"...2118","BROWARD","89","12/08/2020 12:17:00",0.008,"mg/L",26.229646,-80.281948,0.5
"...2119","BROWARD","124","08/23/2021 08:55:00",0.19,"mg/L",26.06565,-80.21588,0.5
"...2120","BROWARD","128","03/03/2021 09:35:00",0.242,"mg/L",26.06768,-80.18218,0.5
"...2121","BROWARD","14","03/01/2021 09:25:00",0.35,"mg/L",26.16428,-80.25662,0.5
"...2122","BROWARD","124","05/19/2021 08:55:00",0.011,"mg/L",26.06565,-80.21588,0.5
"...2123","BROWARD","33","02/22/2021 10:55:00",0.045,"mg/L",26.31338,-80.0806,0.5
"...2124","BROWARD","10","02/24/2021 13:30:00",0.029,"mg/L",26.13687,-80.11832,0.5
"...2125","BROWARD","121","05/21/2024 11:33:00",0.011,"mg/L",26.13533,-80.20202,0.5
"...2126","BROWARD","11","05/28/2024 09:18:00",0.01,"mg/L",26.1733,-80.17093,0.5
"...2127","BROWARD","110","03/11/2024 08:40:00",0.125,"mg/L",26.23132,-80.12687,0.5
"...2128","BROWARD","32","08/21/2023 10:15:00",0.38,"mg/L",25.95677,-80.43062,0.5
"...2129","BROWARD","24","03/05/2024 09:45:00",0.123,"mg/L",26.0595,-80.14398,0.5
"...2130","BROWARD","2","05/22/2024 09:18:00",0.081,"mg/L",26.3277,-80.13158,0.5
"...2131","BROWARD","10","11/05/2018 13:00:00",0.052,"mg/L",26.13687,-80.11832,0.5
"...2132","BROWARD","40","08/30/2018 11:10:00",0.037,"mg/L",26.03485,-80.11713,0.5
"...2133","BROWARD","33","05/23/2019 09:55:00",0.009,"mg/L",26.31338,-80.0806,0.5
"...2134","BROWARD","111","02/27/2018 14:30:00",0.092,"mg/L",26.15322,-80.12933,0.5
"...2135","BROWARD","28","03/06/2019 12:00:00",0.368,"mg/L",26.06385,-80.31325,0.5
"...2136","BROWARD","129","05/19/2021 11:35:00",0.008,"mg/L",26.02595,-80.16338,0.5
"...2137","BROWARD","11","03/01/2021 10:30:00",0.008,"mg/L",26.1733,-80.17093,0.5
"...2138","BROWARD","122","08/26/2020 08:30:00",0.155,"mg/L",26.09983,-80.25017,0.5
"...2139","BROWARD","14","12/10/2020 09:10:00",0.473,"mg/L",26.16428,-80.25662,0.5
"...2140","BROWARD","20","06/24/2020 12:55:00",0.1,"mg/L",26.08717,-80.18547,0.5
"...2141","BROWARD","89","03/11/2024 11:45:00",0.045,"mg/L",26.229646,-80.281948,0.5
"...2142","BROWARD","31","05/13/2024 10:50:00",0.115,"mg/L",25.9642,-80.31062,0.5
"...2143","BROWARD","120","05/20/2024 09:18:00",0.025,"mg/L",26.32458,-80.099,0.5
"...2144","BROWARD","25","05/14/2024 10:15:00",0.008,"mg/L",26.04815,-80.15513,0.5
"...2145","BROWARD","39","03/04/2024 10:35:00",0.031,"mg/L",26.0655,-80.11408,0.5
"...2146","BROWARD","7","05/28/2024 10:00:00",0.014,"mg/L",26.21857,-80.17055,0.5
"...2147","BROWARD","128","03/05/2024 09:05:00",0.223,"mg/L",26.06768,-80.18218,0.5
"...2148","BROWARD","89","07/11/2017 11:50:00",0.024,"mg/L",26.229646,-80.281948,0.5
"...2149","BROWARD","26","02/26/2018 10:25:00",0.078,"mg/L",26.06812,-80.1686,0.5
"...2150","BROWARD","120","03/06/2019 11:20:00",0.087,"mg/L",26.32458,-80.099,0.5
"...2151","BROWARD","39","11/05/2018 11:40:00",0.016,"mg/L",26.0655,-80.11408,0.5
"...2152","BROWARD","19","10/03/2019 09:45:00",0.079,"mg/L",26.10898,-80.15908,0.5
"...2153","BROWARD","41","05/21/2019 09:20:00",0.024,"mg/L",25.98717,-80.12145,0.5
"...2154","BROWARD","20","10/03/2019 14:01:00",0.089,"mg/L",26.08717,-80.18547,0.5
"...2155","BROWARD","22","09/05/2019 11:00:00",0.5,"mg/L",26.11607,-80.3166,0.5
"...2156","BROWARD","4","12/08/2020 11:15:00",0.381,"mg/L",26.35132,-80.28333,0.5
"...2157","BROWARD","1","12/15/2020 12:45:00",0.096,"mg/L",26.32555,-80.09015,0.5
"...2158","BROWARD","124","05/14/2024 08:02:00",0.037,"mg/L",26.06565,-80.21588,0.5
"...2159","BROWARD","33","05/20/2024 10:05:00",0.012,"mg/L",26.31338,-80.0806,0.5
"...2160","BROWARD","111","03/12/2024 12:17:00",0.036,"mg/L",26.15322,-80.12933,0.5
"...2161","BROWARD","1","11/06/2023 10:00:00",0.072,"mg/L",26.32555,-80.09015,0.5
"...2162","BROWARD","12","11/02/2023 09:20:00",0.078,"mg/L",26.17312,-80.18698,0.5
"...2163","BROWARD","111","11/02/2023 12:17:00",0.041,"mg/L",26.15322,-80.12933,0.5
"...2164","BROWARD","8","08/30/2023 11:53:00",0.038,"mg/L",26.2305,-80.20485,0.5
"...2165","BROWARD","120","06/25/2018 09:20:00",0.086,"mg/L",26.32458,-80.099,0.5
"...2166","BROWARD","111","05/18/2020 12:10:00",0.144,"mg/L",26.15322,-80.12933,0.5
"...2167","BROWARD","23","03/06/2017 09:05:00",0.124,"mg/L",26.14965,-80.44182,0.5
"...2168","BROWARD","3","06/26/2018 11:15:00",0.065,"mg/L",26.32783,-80.20302,0.5
"...2169","BROWARD","39","03/04/2019 09:35:00",0.017,"mg/L",26.0655,-80.11408,0.5
"...2170","BROWARD","41","02/28/2018 09:50:00",0.033,"mg/L",25.98717,-80.12145,0.5
"...2171","BROWARD","64","11/08/2021 12:45:00",0.166,"mg/L",26.12837,-80.17503,0.5
"...2172","BROWARD","31","11/15/2021 12:20:00",0.238,"mg/L",25.9642,-80.31062,0.5
"...2173","BROWARD","11","08/22/2023 10:07:00",0.143,"mg/L",26.1733,-80.17093,0.5
"...2174","BROWARD","129","10/31/2023 10:42:00",0.091,"mg/L",26.02595,-80.16338,0.5
"...2175","BROWARD","123","08/26/2019 12:00:00",0.21,"mg/L",26.09062,-80.17882,0.5
"...2176","BROWARD","19","08/30/2018 10:00:00",0.08,"mg/L",26.10898,-80.15908,0.5
"...2177","BROWARD","33","05/01/2017 10:35:00",0.064,"mg/L",26.31338,-80.0806,0.5
"...2178","BROWARD","11","05/02/2017 11:20:00",0.029,"mg/L",26.1733,-80.17093,0.5
"...2179","BROWARD","22","11/15/2021 09:50:00",0.522,"mg/L",26.11607,-80.3166,0.5
"...2180","BROWARD","25","03/03/2021 11:45:00",0.098,"mg/L",26.04815,-80.15513,0.5
"...2181","BROWARD","35","09/01/2021 11:35:00",0.024,"mg/L",26.2511,-80.08962,0.5
"...2182","BROWARD","11","06/26/2018 09:25:00",0.117,"mg/L",26.1733,-80.17093,0.5
"...2183","BROWARD","128","09/06/2019 08:30:00",0.403,"mg/L",26.06768,-80.18218,0.5
"...2184","BROWARD","11","02/18/2020 10:00:00",0.136,"mg/L",26.1733,-80.17093,0.5
"...2185","BROWARD","121","08/26/2019 11:25:00",0.032,"mg/L",26.13533,-80.20202,0.5
"...2186","BROWARD","10","02/20/2020 13:30:00",0.126,"mg/L",26.13687,-80.11832,0.5
"...2187","BROWARD","37","09/11/2019 13:20:00",0.01,"mg/L",26.13877,-80.10807,0.5
"...2188","BROWARD","39","05/21/2019 10:30:00",0.011,"mg/L",26.0655,-80.11408,0.5
"...2189","BROWARD","19","12/16/2019 12:00:00",0.182,"mg/L",26.10898,-80.15908,0.5
"...2190","BROWARD","64","05/17/2021 11:40:00",0.008,"mg/L",26.12837,-80.17503,0.5
"...2191","BROWARD","33","11/09/2021 11:10:00",0.115,"mg/L",26.31338,-80.0806,0.5
"...2192","BROWARD","122","08/30/2021 09:10:00",0.294,"mg/L",26.09983,-80.25017,0.5
"...2193","BROWARD","25","08/23/2021 12:05:00",0.033,"mg/L",26.04815,-80.15513,0.5
"...2194","BROWARD","17","08/23/2021 10:55:00",0.016,"mg/L",26.13581667,-80.1942,0.5
"...2195","BROWARD","124","11/05/2018 09:25:00",0.199,"mg/L",26.06565,-80.21588,0.5
"...2196","BROWARD","120","07/10/2017 09:55:00",0.119,"mg/L",26.32458,-80.099,0.5
"...2197","BROWARD","24","07/10/2017 10:25:00",0.073,"mg/L",26.0595,-80.14398,0.5
"...2198","BROWARD","1","03/06/2019 11:05:00",0.087,"mg/L",26.32555,-80.09015,0.5
"...2199","BROWARD","36","08/27/2018 12:20:00",0.043,"mg/L",26.19035,-80.1025,0.5
"...2200","BROWARD","12","06/26/2018 09:10:00",0.137,"mg/L",26.17312,-80.18698,0.5
"...2201","BROWARD","24","08/23/2021 10:30:00",0.03,"mg/L",26.0595,-80.14398,0.5
"...2202","BROWARD","33","11/05/2018 11:40:00",0.044,"mg/L",26.31338,-80.0806,0.5
"...2203","BROWARD","15","07/12/2017 09:50:00",0.088,"mg/L",26.1183,-80.14363,0.5
"...2204","BROWARD","124","03/06/2017 09:40:00",0.046,"mg/L",26.06565,-80.21588,0.5
"...2205","BROWARD","11","11/06/2018 11:00:00",0.013,"mg/L",26.1733,-80.17093,0.5
"...2206","BROWARD","41","09/06/2019 08:25:00",0.044,"mg/L",25.98717,-80.12145,0.5
"...2207","BROWARD","5","11/12/2019 12:15:00",0.031,"mg/L",26.22162,-80.10303,0.5
"...2208","BROWARD","28","08/27/2018 11:20:00",1.04,"mg/L",26.06385,-80.31325,0.5
"...2209","BROWARD","14","05/28/2019 09:15:00",0.119,"mg/L",26.16428,-80.25662,0.5
"...2210","BROWARD","40","09/06/2019 09:20:00",0.037,"mg/L",26.03485,-80.11713,0.5
"...2211","BROWARD","35","07/10/2017 12:15:00",0.058,"mg/L",26.2511,-80.08962,0.5
"...2212","BROWARD","3","08/22/2022 11:30:00",0.13,"mg/L",26.32783,-80.20302,0.5
"...2213","BROWARD","20","08/18/2022 14:40:00",0.127,"mg/L",26.08717,-80.18547,0.5
"...2214","BROWARD","2","11/08/2022 09:55:00",0.206,"mg/L",26.3277,-80.13158,0.5
"...2215","BROWARD","124","11/16/2022 09:15:00",0.511,"mg/L",26.06565,-80.21588,0.5
"...2216","BROWARD","123","11/07/2022 12:30:00",0.018,"mg/L",26.09062,-80.17882,0.5
"...2217","BROWARD","26","05/23/2022 10:45:00",0.01,"mg/L",26.06812,-80.1686,0.5
"...2218","BROWARD","89","08/29/2018 12:20:00",0.055,"mg/L",26.229646,-80.281948,0.5
"...2219","BROWARD","8","03/11/2019 12:45:00",0.028,"mg/L",26.2305,-80.20485,0.5
"...2220","BROWARD","2","03/11/2019 09:25:00",0.043,"mg/L",26.3277,-80.13158,0.5
"...2221","BROWARD","11","08/26/2019 11:15:00",0.14,"mg/L",26.1733,-80.17093,0.5
"...2222","BROWARD","35","02/24/2020 12:15:00",0.014,"mg/L",26.2511,-80.08962,0.5
"...2223","BROWARD","34","05/18/2022 10:55:00",0.008,"mg/L",26.26352,-80.0824,0.5
"...2224","BROWARD","22","03/14/2022 09:07:00",0.379,"mg/L",26.11607,-80.3166,0.5
"...2225","BROWARD","5","03/21/2022 11:15:00",0.017,"mg/L",26.22162,-80.10303,0.5
"...2226","BROWARD","23","03/14/2022 09:53:00",0.394,"mg/L",26.14965,-80.44182,0.5
"...2227","BROWARD","14","02/18/2020 09:10:00",0.396,"mg/L",26.16428,-80.25662,0.5
"...2228","BROWARD","121","08/30/2018 12:50:00",0.033,"mg/L",26.13533,-80.20202,0.5
"...2229","BROWARD","14","02/27/2018 10:15:00",0.313,"mg/L",26.16428,-80.25662,0.5
"...2230","BROWARD","4","08/29/2018 11:30:00",0.219,"mg/L",26.35132,-80.28333,0.5
"...2231","BROWARD","25","06/25/2018 11:30:00",0.344,"mg/L",26.04815,-80.15513,0.5
"...2232","BROWARD","64","11/12/2019 11:45:00",0.21,"mg/L",26.12837,-80.17503,0.5
"...2233","BROWARD","10","05/23/2022 12:50:00",0.024,"mg/L",26.13687,-80.11832,0.5
"...2234","BROWARD","111","03/21/2022 12:20:00",0.008,"mg/L",26.15322,-80.12933,0.5
"...2235","BROWARD","4","05/12/2022 11:30:00",0.755,"mg/L",26.35132,-80.28333,0.5
"...2236","BROWARD","40","03/14/2022 11:15:00",0.017,"mg/L",26.03485,-80.11713,0.5
"...2237","BROWARD","41","03/14/2022 10:05:00",0.021,"mg/L",25.98717,-80.12145,0.5
"...2238","BROWARD","110","05/12/2022 09:15:00",0.01,"mg/L",26.23132,-80.12687,0.5
"...2239","BROWARD","8","03/23/2022 13:00:00",0.018,"mg/L",26.2305,-80.20485,0.5
"...2240","BROWARD","28","12/03/2018 09:00:00",0.576,"mg/L",26.06385,-80.31325,0.5
"...2241","BROWARD","31","07/10/2017 12:00:00",0.254,"mg/L",25.9642,-80.31062,0.5
"...2242","BROWARD","19","02/18/2020 08:45:00",0.065,"mg/L",26.10898,-80.15908,0.5
"...2243","BROWARD","15","08/21/2019 10:55:00",0.093,"mg/L",26.1183,-80.14363,0.5
"...2244","BROWARD","37","02/24/2020 13:50:00",0.018,"mg/L",26.13877,-80.10807,0.5
"...2245","BROWARD","120","11/07/2018 12:05:00",0.086,"mg/L",26.32458,-80.099,0.5
"...2246","BROWARD","15","03/08/2017 09:35:00",0.046,"mg/L",26.1183,-80.14363,0.5
"...2247","BROWARD","110","08/22/2022 10:00:00",0.026,"mg/L",26.23132,-80.12687,0.5
"...2248","BROWARD","39","08/24/2022 11:53:00",0.02,"mg/L",26.0655,-80.11408,0.5
"...2249","BROWARD","5","08/17/2022 13:15:00",0.044,"mg/L",26.22162,-80.10303,0.5
"...2250","BROWARD","17","08/18/2022 12:45:00",0.222,"mg/L",26.13581667,-80.1942,0.5
"...2251","BROWARD","4","08/22/2022 12:15:00",0.37,"mg/L",26.35132,-80.28333,0.5
"...2252","BROWARD","4","03/11/2019 11:20:00",0.238,"mg/L",26.35132,-80.28333,0.5
"...2253","BROWARD","40","08/24/2022 11:28:00",0.02,"mg/L",26.03485,-80.11713,0.5
"...2254","BROWARD","23","05/09/2023 10:05:00",0.141,"mg/L",26.14965,-80.44182,0.5
"...2255","BROWARD","23","03/20/2023 09:37:00",0.393,"mg/L",26.14965,-80.44182,0.5
"...2256","BROWARD","123","05/30/2019 12:30:00",0.022,"mg/L",26.09062,-80.17882,0.5
"...2257","BROWARD","40","05/21/2019 09:50:00",0.019,"mg/L",26.03485,-80.11713,0.5
"...2258","BROWARD","89","05/28/2019 12:00:00",0.026,"mg/L",26.229646,-80.281948,0.5
"...2259","BROWARD","122","08/29/2018 08:50:00",0.12,"mg/L",26.09983,-80.25017,0.5
"...2260","BROWARD","110","12/08/2020 09:06:00",0.232,"mg/L",26.23132,-80.12687,0.5
"...2261","BROWARD","23","12/14/2020 09:40:00",0.106,"mg/L",26.14965,-80.44182,0.5
"...2262","BROWARD","41","12/17/2020 08:50:00",0.026,"mg/L",25.98717,-80.12145,0.5
"...2263","BROWARD","35","09/22/2020 11:55:00",0.056,"mg/L",26.2511,-80.08962,0.5
"...2264","BROWARD","7","05/18/2020 09:35:00",0.009,"mg/L",26.21857,-80.17055,0.5
"...2265","BROWARD","5","12/10/2020 11:40:00",0.063,"mg/L",26.22162,-80.10303,0.5
"...2266","BROWARD","64","11/01/2023 10:25:00",0.053,"mg/L",26.12837,-80.17503,0.5
"...2267","BROWARD","23","08/21/2023 08:55:00",0.245,"mg/L",26.14965,-80.44182,0.5
"...2268","BROWARD","2","03/06/2023 10:33:00",0.036,"mg/L",26.3277,-80.13158,0.5
"...2269","BROWARD","28","05/09/2023 12:33:00",0.033,"mg/L",26.06385,-80.31325,0.5
"...2270","BROWARD","111","06/20/2023 13:18:00",0.081,"mg/L",26.15322,-80.12933,0.5
"...2271","BROWARD","22","12/14/2020 09:00:00",0.183,"mg/L",26.11607,-80.3166,0.5
"...2272","BROWARD","20","04/29/2020 13:10:00",0.044,"mg/L",26.08717,-80.18547,0.5
"...2273","BROWARD","6","09/14/2020 11:55:00",0.083,"mg/L",26.2062,-80.13263,0.5
"...2274","BROWARD","37","12/15/2020 09:45:00",0.037,"mg/L",26.13877,-80.10807,0.5
"...2275","BROWARD","26","12/16/2020 10:40:00",0.219,"mg/L",26.06812,-80.1686,0.5
"...2276","BROWARD","125","12/17/2020 11:30:00",0.08,"mg/L",26.1289,-80.11855,0.5
"...2277","BROWARD","11","09/14/2020 10:45:00",0.213,"mg/L",26.1733,-80.17093,0.5
"...2278","BROWARD","10","06/13/2023 12:43:00",0.046,"mg/L",26.13687,-80.11832,0.5
"...2279","BROWARD","89","05/11/2023 12:34:00",0.016,"mg/L",26.229646,-80.281948,0.5
"...2280","BROWARD","35","03/14/2023 12:45:00",0.008,"mg/L",26.2511,-80.08962,0.5
"...2281","BROWARD","128","11/16/2022 09:55:00",0.264,"mg/L",26.06768,-80.18218,0.5
"...2282","BROWARD","121","11/07/2022 11:30:00",0.03,"mg/L",26.13533,-80.20202,0.5
"...2283","BROWARD","38","07/12/2017 12:00:00",0.03,"mg/L",26.10265,-80.11868,0.5
"...2284","BROWARD","31","03/06/2019 11:20:00",0.205,"mg/L",25.9642,-80.31062,0.5
"...2285","BROWARD","11","03/11/2019 10:25:00",0.02,"mg/L",26.1733,-80.17093,0.5
"...2286","BROWARD","2","12/08/2020 10:15:00",0.112,"mg/L",26.3277,-80.13158,0.5
"...2287","BROWARD","31","11/08/2022 13:10:00",0.137,"mg/L",25.9642,-80.31062,0.5
"...2288","BROWARD","32","11/08/2022 12:00:00",0.222,"mg/L",25.95677,-80.43062,0.5
"...2289","BROWARD","89","11/08/2022 12:15:00",0.066,"mg/L",26.229646,-80.281948,0.5
"...2290","BROWARD","122","11/07/2022 08:48:00",0.454,"mg/L",26.09983,-80.25017,0.5
"...2291","BROWARD","36","03/14/2023 13:50:00",0.012,"mg/L",26.19035,-80.1025,0.5
"...2292","BROWARD","17","03/01/2023 12:55:00",0.217,"mg/L",26.13581667,-80.1942,0.5
"...2293","BROWARD","3","03/06/2023 11:27:00",0.064,"mg/L",26.32783,-80.20302,0.5
"...2294","BROWARD","35","03/14/2023 13:05:00",0.008,"mg/L",26.2511,-80.08962,0.5
"...2295","BROWARD","23","03/06/2019 08:45:00",0.146,"mg/L",26.14965,-80.44182,0.5
"...2296","BROWARD","110","08/29/2018 09:20:00",0.043,"mg/L",26.23132,-80.12687,0.5
"...2297","BROWARD","22","03/06/2019 08:10:00",0.333,"mg/L",26.11607,-80.3166,0.5
"...2298","BROWARD","25","03/04/2019 10:50:00",0.06,"mg/L",26.04815,-80.15513,0.5
"...2299","BROWARD","33","03/06/2019 10:45:00",0.055,"mg/L",26.31338,-80.0806,0.5
"...2300","BROWARD","31","05/01/2017 11:20:00",0.087,"mg/L",25.9642,-80.31062,0.5
"...2301","BROWARD","29","08/28/2018 10:15:00",0.226,"mg/L",26.06153,-80.43357,0.5
"...2302","BROWARD","121","03/13/2019 10:25:00",0.053,"mg/L",26.13533,-80.20202,0.5
"...2303","BROWARD","6","07/11/2017 12:30:00",0.046,"mg/L",26.2062,-80.13263,0.5
"...2304","BROWARD","4","11/06/2018 11:15:00",0.463,"mg/L",26.35132,-80.28333,0.5
"...2305","BROWARD","121","06/27/2018 12:55:00",0.024,"mg/L",26.13533,-80.20202,0.5
"...2306","BROWARD","41","07/12/2017 10:00:00",0.035,"mg/L",25.98717,-80.12145,0.5
"...2307","BROWARD","19","09/05/2019 09:45:00",0.133,"mg/L",26.10898,-80.15908,0.5
"...2308","BROWARD","64","01/22/2020 13:25:00",0.187,"mg/L",26.12837,-80.17503,0.5
"...2309","BROWARD","128","08/23/2023 08:57:00",0.267,"mg/L",26.06768,-80.18218,0.5
"...2310","BROWARD","25","08/23/2023 10:15:00",0.259,"mg/L",26.04815,-80.15513,0.5
"...2311","BROWARD","1","03/07/2024 10:05:00",0.068,"mg/L",26.32555,-80.09015,0.5
"...2312","BROWARD","64","08/30/2018 11:55:00",0.065,"mg/L",26.12837,-80.17503,0.5
"...2313","BROWARD","122","09/05/2019 07:50:00",0.501,"mg/L",26.09983,-80.25017,0.5
"...2314","BROWARD","122","09/25/2019 08:24:00",0.392,"mg/L",26.09983,-80.25017,0.5
"...2315","BROWARD","11","11/12/2019 10:30:00",0.078,"mg/L",26.1733,-80.17093,0.5
"...2316","BROWARD","4","06/26/2018 10:40:00",0.039,"mg/L",26.35132,-80.28333,0.5
"...2317","BROWARD","124","05/01/2017 09:00:00",0.125,"mg/L",26.06565,-80.21588,0.5
"...2318","BROWARD","6","11/06/2018 12:20:00",0.028,"mg/L",26.2062,-80.13263,0.5
"...2319","BROWARD","36","05/01/2017 12:10:00",0.056,"mg/L",26.19035,-80.1025,0.5
"...2320","BROWARD","29","02/22/2021 10:40:00",0.62,"mg/L",26.06153,-80.43357,0.5
"...2321","BROWARD","40","11/16/2021 11:25:00",0.022,"mg/L",26.03485,-80.11713,0.5
"...2322","BROWARD","129","11/15/2021 13:40:00",0.186,"mg/L",26.02595,-80.16338,0.5
"...2323","BROWARD","39","08/25/2021 11:55:00",0.01,"mg/L",26.0655,-80.11408,0.5
"...2324","BROWARD","123","03/03/2021 12:45:00",0.092,"mg/L",26.09062,-80.17882,0.5
"...2325","DEP","BAK030","10/01/2020 10:05:00",0.104,"mg/L",25.92075,-80.08608,0.5
"...2326","DEP","PEV047","10/15/2020 12:00:00",0.006,"mg/L",26.1484,-80.0952,0.5
"...2327","DEP","GOC005","07/07/2020 14:45:00",0.005,"mg/L",25.84455,-80.10415,0.5
"...2328","DEP","HIL052","05/07/2020 11:50:00",0.005,"mg/L",26.25208,-80.080197,0.5
"...2329","DEP","JUP124","05/05/2020 10:55:00",0.005,"mg/L",26.99485,-80.06685,0.5
"...2330","DEP","HIL060","05/07/2020 10:25:00",0.017,"mg/L",26.254,-80.0621,0.5
"...2331","DEP","BOC082","04/01/2020 08:50:00",0.005,"mg/L",26.35451,-80.05444,0.5
"...2332","DEP","ILW110","08/13/2020 08:05:00",0.007,"mg/L",26.772447,-80.030381,0.5
"...2333","DEP","BOC074","08/05/2020 14:05:00",0.005,"mg/L",26.32565,-80.0722167,0.5
"...2334","DEP","PEV048","08/14/2020 07:50:00",0.006,"mg/L",25.9724,-80.1098,0.5
"...2335","DEP","BOC082","05/20/2020 10:25:00",0.027,"mg/L",26.35451,-80.05444,0.5
"...2336","DEP","HIL057","06/05/2020 12:15:00",0.04,"mg/L",26.2478667,-80.0782167,0.5
"...2337","DEP","HIL055","07/14/2020 06:40:00",0.005,"mg/L",26.21693,-80.0862,0.5
"...2338","DEP","JUP129","05/05/2020 10:20:00",0.005,"mg/L",27.015967,-80.06595,0.5
"...2339","DEP","BOY094","06/09/2021 12:05:00",0.005,"mg/L",26.56462,-80.02833333,0.5
"...2340","DEP","JUP124","06/01/2021 09:50:00",0.017,"mg/L",26.99485,-80.06685,0.5
"...2341","DEP","BOY097","05/04/2021 08:20:00",0.005,"mg/L",26.50847,-80.03366667,0.5
"...2342","DEP","ILW119","03/24/2021 08:10:00",0.005,"mg/L",26.6994667,-80.0301333,0.5
"...2343","DEP","JUP126","03/03/2021 14:05:00",0.005,"mg/L",27.0115833,-80.0678,0.5
"...2344","DEP","JUP123","06/01/2021 09:20:00",0.005,"mg/L",26.9438,-80.06407,0.5
"...2345","DEP","HIL059","06/04/2021 08:35:00",0.005,"mg/L",26.2561667,-80.0769167,0.5
"...2346","DEP","GOC001","06/10/2021 12:25:00",0.005,"mg/L",25.75649,-80.128425,0.5
"...2347","DEP","BOC078","04/01/2020 06:55:00",0.005,"mg/L",26.307717,-80.07425,0.5
"...2348","DEP","BOC083","07/08/2020 13:30:00",0.013,"mg/L",26.34549,-80.05444,0.5
"...2349","DEP","HIL062","06/05/2020 10:05:00",0.008,"mg/L",26.24949,-80.0621,0.5
"...2350","DEP","BOC082","06/04/2020 13:50:00",0.005,"mg/L",26.35451,-80.05444,0.5
"...2351","DEP","GOC008","08/18/2020 12:20:00",0.008,"mg/L",25.8351833,-80.1092833,0.5
"...2352","DEP","BAK025","06/09/2020 10:40:00",0.005,"mg/L",25.88526,-80.11218,0.5
"...2353","DEP","BAK030","05/21/2020 09:45:00",0.132,"mg/L",25.92075,-80.08608,0.5
"...2354","DEP","GOC010","05/19/2020 09:30:00",0.005,"mg/L",25.6591635,-80.0948249,0.5
"...2355","DEP","BOY094","07/13/2020 08:45:00",0.006,"mg/L",26.56462,-80.02833333,0.5
"...2356","DEP","JUP125","05/05/2020 10:45:00",0.005,"mg/L",27.001917,-80.06595,0.5
"...2357","DEP","HIL061","08/06/2020 12:35:00",0.044,"mg/L",26.25851,-80.0621,0.5
"...2358","DEP","STL168","05/04/2020 10:25:00",0.013,"mg/L",27.12218,-80.12798,0.5
"...2359","DEP","ILW114","06/03/2020 09:50:00",0.007,"mg/L",26.69742,-80.0304,0.5
"...2360","DEP","ILW114","11/16/2020 12:40:00",0.005,"mg/L",26.69742,-80.0304,0.5
"...2361","DEP","JUP126","12/07/2020 16:35:00",0.008,"mg/L",27.0115833,-80.0678,0.5
