"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...7908","DEP","PEV045","03/01/2021 13:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.112067,-80.098833,0.5
"...7909","DEP","BOY096","03/23/2021 08:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.58862,-80.02466667,0.5
"...7910","DEP","PEV046","05/10/2021 11:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.0206,-80.1119,0.5
"...7911","DEP","STL171","03/02/2021 14:50:00","Nitrate-Nitrite__N_",0.008,"mg/L",27.15983,-80.14485,0.5
"...7912","DEP","BOC077","05/03/2021 06:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.309433,-80.07405,0.5
"...7913","DEP","HIL054","05/13/2021 12:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.28915,-80.0751167,0.5
"...7914","DEP","STL169","04/06/2021 09:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.15402,-80.14882,0.5
"...7915","DEP","BOC083","05/03/2021 08:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.34549,-80.05444,0.5
"...7916","DEP","GOC015","03/14/2021 11:40:00","Nitrate-Nitrite__N_",0.011,"mg/L",25.74646,-80.08611,0.5
"...7917","DEP","BAK020","03/15/2021 13:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9,-80.119714,0.5
"...7918","DEP","PEV049","05/10/2021 11:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.95423,-80.10117,0.5
"...7919","DEP","BOC070","03/22/2021 08:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.335761,-80.069389,0.5
"...7920","DEP","GOC008","05/11/2021 13:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8351833,-80.1092833,0.5
"...7921","DEP","BOY095","05/04/2021 08:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.489417,-80.03825,0.5
"...7922","DEP","BOC075","05/03/2021 06:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2986,-80.074683,0.5
"...7923","DEP","GOC007","03/14/2021 14:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8463667,-80.1032333,0.5
"...7924","DEP","GOC013","05/11/2021 10:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.74194,-80.08113,0.5
"...7925","DEP","BAK032","06/06/2021 08:40:00","Nitrate-Nitrite__N_",0.015,"mg/L",25.9149,-80.086083,0.5
"...7926","DEP","GOC013","03/14/2021 11:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.74194,-80.08113,0.5
"...7927","DEP","BOC075","03/22/2021 07:10:00","Nitrate-Nitrite__N_",0.006,"mg/L",26.2986,-80.074683,0.5
"...7928","DEP","STL162","03/02/2021 14:35:00","Nitrate-Nitrite__N_",0.009,"mg/L",27.162524,-80.148663,0.5
"...7929","DEP","BOY098","04/05/2021 07:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.422417,-80.05043333,0.5
"...7930","DEP","HIL056","03/04/2021 15:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2286833,-80.0838167,0.5
"...7931","DEP","BAK025","05/12/2021 12:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.88526,-80.11218,0.5
"...7932","DEP","PEV051","05/10/2021 10:20:00","Nitrate-Nitrite__N_",0.012,"mg/L",26.02081,-80.087,0.5
"...7933","DEP","PEV046","06/07/2021 12:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.0206,-80.1119,0.5
"...7934","DEP","BAK029","03/15/2021 14:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9345,-80.1025,0.5
"...7935","DEP","ILW117","06/03/2021 09:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.6987,-80.016517,0.5
"...7936","DEP","HIL056","05/13/2021 13:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2286833,-80.0838167,0.5
"...7937","DEP","PEV053","03/01/2021 11:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.0163,-80.082,0.5
"...7938","DEP","BOC074","04/15/2021 15:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.32565,-80.0722167,0.5
"...7939","DEP","GOC008","04/13/2021 14:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8351833,-80.1092833,0.5
"...7940","DEP","ILW114","03/24/2021 08:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.69742,-80.0304,0.5
"...7941","DEP","PEV044","04/12/2021 13:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.159983,-80.090283,0.5
"...7942","DEP","PEV041","04/12/2021 12:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.09752,-80.097333,0.5
"...7943","DEP","PEV050","03/01/2021 11:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.0163,-80.087,0.5
"...7944","DEP","PEV052","03/01/2021 11:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.01179,-80.087,0.5
"...7945","DEP","GOC005","06/10/2021 13:35:00","Nitrate-Nitrite__N_",0.007,"mg/L",25.84455,-80.10415,0.5
"...7946","DEP","PEV040","03/01/2021 12:50:00","Nitrate-Nitrite__N_",0.013,"mg/L",26.093006,-80.097333,0.5
"...7947","DEP","GOC015","04/13/2021 11:20:00","Nitrate-Nitrite__N_",0.007,"mg/L",25.74646,-80.08611,0.5
"...7948","DEP","BAK028","04/01/2021 15:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.95145,-80.102867,0.5
"...7949","DEP","GOC004","05/11/2021 12:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.76551,-80.128425,0.5
"...7950","DEP","GOC009","04/13/2021 12:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.6682173,-80.098742,0.5
"...7951","DEP","PEV049","04/12/2021 11:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.95423,-80.10117,0.5
"...7952","DEP","HIL060","06/04/2021 07:30:00","Nitrate-Nitrite__N_",0.022,"mg/L",26.254,-80.0621,0.5
"...7953","DEP","ILW119","05/05/2021 08:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.6994667,-80.0301333,0.5
"...7954","DEP","ILW113","04/08/2021 10:45:00","Nitrate-Nitrite__N_",0.007,"mg/L",26.77245,-80.02535,0.5
"...7955","DEP","JUP127","04/07/2021 09:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.01775,-80.07291667,0.5
"...7956","DEP","GOC002","06/10/2021 12:35:00","Nitrate-Nitrite__N_",0.008,"mg/L",25.761,-80.128425,0.5
"...7957","DEP","BOC078","04/15/2021 15:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.307717,-80.07425,0.5
"...7958","DEP","HIL056","04/14/2021 14:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2286833,-80.0838167,0.5
"...7959","DEP","BAK029","06/06/2021 11:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9345,-80.1025,0.5
"...7960","DEP","STL172","03/02/2021 14:00:00","Nitrate-Nitrite__N_",0.008,"mg/L",27.12525,-80.1298333,0.5
"...7961","DEP","HIL051","04/14/2021 12:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.26111,-80.080197,0.5
"...7962","DEP","BAK022","05/12/2021 12:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.89549,-80.119714,0.5
"...7963","DEP","GOC011","03/14/2021 12:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.71883,-80.10008,0.5
"...7964","DEP","BOY098","03/23/2021 10:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.422417,-80.05043333,0.5
"...7965","DEP","GOC012","04/13/2021 11:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.73743,-80.08611,0.5
"...7966","DEP","HIL058","05/13/2021 13:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.19612,-80.091,0.5
"...7967","DEP","JUP123","03/03/2021 15:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.9438,-80.06407,0.5
"...7968","DEP","BAK020","06/06/2021 10:15:00","Nitrate-Nitrite__N_",0.016,"mg/L",25.9,-80.119714,0.5
"...7969","DEP","BAK033","04/01/2021 13:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.92075,-80.08108,0.5
"...7970","DEP","BAK030","03/15/2021 12:00:00","Nitrate-Nitrite__N_",0.012,"mg/L",25.92075,-80.08608,0.5
"...7971","DEP","ILW118","05/05/2021 07:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.69683,-80.03033,0.5
"...7972","DEP","BAK023","03/15/2021 13:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9,-80.11472,0.5
"...7973","DEP","ILW117","05/05/2021 07:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.6987,-80.016517,0.5
"...7974","DEP","BOC072","03/22/2021 08:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.33125,-80.069389,0.5
"...7975","DEP","ILW111","03/24/2021 09:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.77696,-80.030381,0.5
"...7976","DEP","BOC075","04/15/2021 16:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2986,-80.074683,0.5
"...7977","DEP","JUP127","05/07/2021 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.01775,-80.07291667,0.5
"...7978","DEP","BAK020","04/01/2021 14:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9,-80.119714,0.5
"...7979","DEP","ILW114","05/05/2021 07:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.69742,-80.0304,0.5
"...7980","DEP","JUP127","06/01/2021 10:40:00","Nitrate-Nitrite__N_",0.01,"mg/L",27.01775,-80.07291667,0.5
"...7981","DEP","BOY101","04/05/2021 09:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.5516,-80.030833,0.5
"...7982","DEP","JUP128","05/07/2021 08:22:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.023567,-80.06655,0.5
"...7983","DEP","BOC072","06/11/2021 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.33125,-80.069389,0.5
"...7984","DEP","PEV047","05/10/2021 12:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.1484,-80.0952,0.5
"...7985","DEP","BAK028","05/12/2021 13:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.95145,-80.102867,0.5
"...7986","DEP","BOY091","06/09/2021 12:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.54502,-80.0356,0.5
"...7987","DEP","ILW112","04/08/2021 10:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.76794,-80.030381,0.5
"...7988","DEP","JUP127","03/03/2021 13:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.01775,-80.07291667,0.5
"...7989","DEP","JUP124","05/07/2021 09:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.99485,-80.06685,0.5
"...7990","DEP","BOC071","03/22/2021 08:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.34027,-80.069389,0.5
"...7991","DEP","BOY098","05/04/2021 07:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.422417,-80.05043333,0.5
"...7992","DEP","BOC077","06/11/2021 09:05:00","Nitrate-Nitrite__N_",0.008,"mg/L",26.309433,-80.07405,0.5
"...7993","DEP","JUP126","06/01/2021 10:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.0115833,-80.0678,0.5
"...7994","DEP","PEV051","04/12/2021 10:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.02081,-80.087,0.5
"...7995","DEP","BOC083","03/22/2021 09:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.34549,-80.05444,0.5
"...7996","DEP","STL166","06/02/2021 09:40:00","Nitrate-Nitrite__N_",0.015,"mg/L",27.16066,-80.14328,0.5
"...7997","DEP","HIL053","04/14/2021 13:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.25659,-80.07519,0.5
"...7998","DEP","HIL060","03/04/2021 13:55:00","Nitrate-Nitrite__N_",0.032,"mg/L",26.254,-80.0621,0.5
"...7999","DEP","BAK025","06/06/2021 09:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.88526,-80.11218,0.5
"...8000","DEP","BOC071","04/15/2021 14:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.34027,-80.069389,0.5
"...8001","DEP","PEV040","04/12/2021 12:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.093006,-80.097333,0.5
"...8002","DEP","PEV046","04/12/2021 11:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.0206,-80.1119,0.5
"...8003","DEP","PEV042","03/01/2021 12:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.08849,-80.097333,0.5
"...8004","DEP","ILW110","03/24/2021 09:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.772447,-80.030381,0.5
"...8005","DEP","BOY095","04/05/2021 08:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.489417,-80.03825,0.5
"...8006","DEP","GOC012","05/11/2021 10:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.73743,-80.08611,0.5
"...8007","DEP","ILW114","06/03/2021 09:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.69742,-80.0304,0.5
"...8008","DEP","STL168","03/02/2021 13:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.12218,-80.12798,0.5
"...8009","DEP","STL168","04/06/2021 10:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.12218,-80.12798,0.5
"...8010","DEP","GOC012","03/14/2021 12:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.73743,-80.08611,0.5
"...8011","DEP","ILW110","04/08/2021 10:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.772447,-80.030381,0.5
"...8012","DEP","BOY100","06/09/2021 11:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.60867,-80.02316667,0.5
"...8013","DEP","PEV052","05/10/2021 10:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.01179,-80.087,0.5
"...8014","DEP","BOY091","05/04/2021 08:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.54502,-80.0356,0.5
"...8015","DEP","HIL062","03/04/2021 13:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.24949,-80.0621,0.5
"...8016","DEP","BOY090","06/09/2021 12:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.54417,-80.04057,0.5
"...8017","DEP","JUP121","05/07/2021 09:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.94831,-80.069106,0.5
"...8018","DEP","GOC002","04/13/2021 13:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.761,-80.128425,0.5
"...8019","DEP","PEV050","06/07/2021 11:10:00","Nitrate-Nitrite__N_",0.006,"mg/L",26.0163,-80.087,0.5
"...8020","DEP","ILW112","06/03/2021 10:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.76794,-80.030381,0.5
"...8021","DEP","BAK029","05/12/2021 13:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9345,-80.1025,0.5
"...8022","DEP","BOY099","03/23/2021 10:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.442217,-80.04741667,0.5
"...8023","DEP","BAK024","05/12/2021 11:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.872983,-80.1045,0.5
"...8024","DEP","ILW113","05/05/2021 09:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.77245,-80.02535,0.5
"...8025","DEP","STL170","05/06/2021 10:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.13447,-80.13192,0.5
"...8026","DEP","STL163","06/02/2021 09:30:00","Nitrate-Nitrite__N_",0.008,"mg/L",27.16703,-80.144117,0.5
"...8027","DEP","BOC078","06/11/2021 09:15:00","Nitrate-Nitrite__N_",0.008,"mg/L",26.307717,-80.07425,0.5
"...8028","DEP","BOC079","04/15/2021 15:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.3120667,-80.0738333,0.5
"...8029","DEP","HIL057","06/04/2021 09:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2478667,-80.0782167,0.5
"...8030","DEP","GOC013","06/10/2021 11:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.74194,-80.08113,0.5
"...8031","DEP","STL167","04/06/2021 10:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.099317,-80.124467,0.5
"...8032","DEP","PEV047","06/07/2021 13:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.1484,-80.0952,0.5
"...8033","DEP","ILW113","03/24/2021 09:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.77245,-80.02535,0.5
"...8034","DEP","PEV047","04/12/2021 13:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.1484,-80.0952,0.5
"...8035","DEP","PEV048","04/12/2021 11:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9724,-80.1098,0.5
"...8036","DEP","BAK021","06/06/2021 10:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.90451,-80.119714,0.5
"...8037","DEP","PEV048","03/01/2021 12:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9724,-80.1098,0.5
"...8038","DEP","STL169","05/06/2021 10:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.15402,-80.14882,0.5
"...8039","DEP","ILW118","06/03/2021 09:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.69683,-80.03033,0.5
"...8040","DEP","GOC007","06/10/2021 13:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8463667,-80.1032333,0.5
"...8041","DEP","PEV048","05/10/2021 11:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9724,-80.1098,0.5
"...8042","DEP","STL162","06/02/2021 10:00:00","Nitrate-Nitrite__N_",0.008,"mg/L",27.162524,-80.148663,0.5
"...8043","DEP","BOC070","05/03/2021 07:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.335761,-80.069389,0.5
"...8044","DEP","STL167","03/02/2021 13:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.099317,-80.124467,0.5
"...8045","DEP","PEV052","04/12/2021 11:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.01179,-80.087,0.5
"...8046","DEP","GOC014","04/13/2021 11:30:00","Nitrate-Nitrite__N_",0.013,"mg/L",25.741944,-80.086111,0.5
"...8047","DEP","GOC008","03/14/2021 14:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8351833,-80.1092833,0.5
"...8048","DEP","BAK029","04/01/2021 15:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9345,-80.1025,0.5
"...8049","DEP","GOC003","03/14/2021 13:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.76026,-80.12362,0.5
"...8050","DEP","BOC081","06/11/2021 07:35:00","Nitrate-Nitrite__N_",0.008,"mg/L",26.35,-80.04943,0.5
"...8051","DEP","BOC070","06/11/2021 08:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.335761,-80.069389,0.5
"...8052","DEP","GOC010","06/10/2021 11:40:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.6591635,-80.0948249,0.5
"...8053","DEP","PEV044","05/10/2021 12:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.159983,-80.090283,0.5
"...8054","DEP","BOY095","06/09/2021 13:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.489417,-80.03825,0.5
"...8055","DEP","STL164","04/06/2021 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.171165,-80.15104,0.5
"...8056","DEP","GOC001","03/14/2021 13:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.75649,-80.128425,0.5
"...8057","DEP","PEV047","03/01/2021 13:45:00","Nitrate-Nitrite__N_",0.006,"mg/L",26.1484,-80.0952,0.5
"...8058","DEP","HIL061","04/14/2021 12:30:00","Nitrate-Nitrite__N_",0.007,"mg/L",26.25851,-80.0621,0.5
"...8059","DEP","ILW118","03/24/2021 07:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.69683,-80.03033,0.5
"...8060","DEP","BAK031","03/15/2021 11:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.92525,-80.086083,0.5
"...8061","DEP","HIL053","03/04/2021 15:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.25659,-80.07519,0.5
"...8062","DEP","BOC080","05/03/2021 08:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.35,-80.054444,0.5
"...8063","DEP","ILW117","04/08/2021 09:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.6987,-80.016517,0.5
"...8064","DEP","STL171","06/02/2021 09:50:00","Nitrate-Nitrite__N_",0.014,"mg/L",27.15983,-80.14485,0.5
"...8065","DEP","BOY093","04/05/2021 08:50:00","Nitrate-Nitrite__N_",0.006,"mg/L",26.54051,-80.040578,0.5
"...8066","DEP","HIL052","04/14/2021 13:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.25208,-80.080197,0.5
"...8067","DEP","PEV045","05/10/2021 12:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.112067,-80.098833,0.5
"...8068","DEP","ILW113","06/03/2021 10:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.77245,-80.02535,0.5
"...8069","DEP","STL170","04/06/2021 09:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.13447,-80.13192,0.5
"...8070","DEP","BAK023","04/01/2021 14:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9,-80.11472,0.5
"...8071","DEP","STL172","05/06/2021 10:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.12525,-80.1298333,0.5
"...8072","DEP","STL166","05/06/2021 09:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.16066,-80.14328,0.5
"...8073","DEP","GOC006","05/11/2021 11:45:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.7341421,-80.1002392,0.5
"...8074","DEP","BAK025","04/01/2021 14:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.88526,-80.11218,0.5
"...8075","DEP","HIL051","05/13/2021 12:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.26111,-80.080197,0.5
"...8076","DEP","BAK023","06/06/2021 10:45:00","Nitrate-Nitrite__N_",0.007,"mg/L",25.9,-80.11472,0.5
"...8077","DEP","PEV045","04/12/2021 12:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.112067,-80.098833,0.5
"...8078","DEP","HIL059","05/13/2021 12:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2561667,-80.0769167,0.5
"...8079","DEP","ILW111","04/08/2021 10:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.77696,-80.030381,0.5
"...8080","DEP","BOY091","04/05/2021 09:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.54502,-80.0356,0.5
"...8081","DEP","PEV050","04/12/2021 10:50:00","Nitrate-Nitrite__N_",0.061,"mg/L",26.0163,-80.087,0.5
"...8082","DEP","BOC074","06/11/2021 08:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.32565,-80.0722167,0.5
"...8083","DEP","GOC014","05/11/2021 10:35:00","Nitrate-Nitrite__N_",0.017,"mg/L",25.741944,-80.086111,0.5
"...8084","DEP","JUP128","06/01/2021 10:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.023567,-80.06655,0.5
"...8085","DEP","HIL057","05/13/2021 13:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.2478667,-80.0782167,0.5
"...8086","DEP","STL164","06/02/2021 09:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.171165,-80.15104,0.5
"...8087","DEP","BOY098","06/09/2021 14:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.422417,-80.05043333,0.5
"...8088","DEP","GOC015","06/10/2021 11:00:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.74646,-80.08611,0.5
"...8089","DEP","JUP121","03/03/2021 14:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.94831,-80.069106,0.5
"...8090","DEP","GOC001","04/13/2021 13:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.75649,-80.128425,0.5
"...8091","DEP","BOC082","06/11/2021 07:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.35451,-80.05444,0.5
"...8092","DEP","BAK021","04/01/2021 15:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.90451,-80.119714,0.5
"...8093","DEP","BOY097","03/23/2021 10:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.50847,-80.03366667,0.5
"...8094","DEP","HIL058","06/04/2021 09:40:00","Nitrate-Nitrite__N_",0.006,"mg/L",26.19612,-80.091,0.5
"...8095","DEP","PEV043","03/01/2021 13:15:00","Nitrate-Nitrite__N_",0.01,"mg/L",26.09301,-80.09234,0.5
"...8096","DEP","BOC081","05/03/2021 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.35,-80.04943,0.5
"...8097","DEP","BAK024","03/15/2021 12:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.872983,-80.1045,0.5
"...8098","DEP","PEV044","06/07/2021 13:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.159983,-80.090283,0.5
"...8099","DEP","GOC014","03/14/2021 11:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.741944,-80.086111,0.5
"...8100","DEP","HIL063","05/13/2021 11:45:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.254,-80.0571,0.5
"...8101","DEP","HIL061","05/13/2021 11:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.25851,-80.0621,0.5
"...8102","DEP","STL169","03/02/2021 14:25:00","Nitrate-Nitrite__N_",0.01,"mg/L",27.15402,-80.14882,0.5
"...8103","DEP","BOC071","05/03/2021 08:05:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.34027,-80.069389,0.5
"...8104","DEP","JUP121","06/01/2021 09:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.94831,-80.069106,0.5
"...8105","DEP","GOC014","06/10/2021 11:10:00","Nitrate-Nitrite__N_",0.012,"mg/L",25.741944,-80.086111,0.5
"...8106","DEP","JUP129","04/07/2021 09:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.015967,-80.06595,0.5
"...8107","DEP","BAK027","04/01/2021 13:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.86261,-80.10401,0.5
"...8108","DEP","BAK032","03/15/2021 12:20:00","Nitrate-Nitrite__N_",0.008,"mg/L",25.9149,-80.086083,0.5
"...8109","DEP","PEV042","04/12/2021 12:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.08849,-80.097333,0.5
"...8110","DEP","ILW115","05/05/2021 08:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.70405,-80.03025,0.5
"...8111","DEP","BOY092","03/23/2021 09:15:00","Nitrate-Nitrite__N_",0.006,"mg/L",26.54954,-80.040578,0.5
"...8112","DEP","PEV041","06/07/2021 13:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.09752,-80.097333,0.5
"...8113","DEP","JUP123","05/07/2021 09:50:00","Nitrate-Nitrite__N_",0.007,"mg/L",26.9438,-80.06407,0.5
"...8114","DEP","ILW116","06/03/2021 09:55:00","Nitrate-Nitrite__N_",0.005,"mg/L",26.72168,-80.0315,0.5
"...8115","DEP","STL161","05/06/2021 08:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",27.165308,-80.163132,0.5
