"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"52602","SFER","56","05/26/2022 23:54:00","Dissolved_Oxygen__CTD_",5.887,"mg/L",25.3505,-81.2284,0
"526110","SFER","55","05/27/2022 00:15:00","Dissolved_Oxygen__CTD_",5.6641,"mg/L",25.35,-81.1996,0
"52622","SFER","54","05/27/2022 00:54:00","Dissolved_Oxygen__CTD_",5.897,"mg/L",25.3383,-81.1587,0
"52642","SFER","57.2","05/27/2022 03:39:00","Dissolved_Oxygen__CTD_",8.8178,"mg/L",25.3515,-81.4891,0
"52662","SFER","57.3","05/27/2022 04:58:00","Dissolved_Oxygen__CTD_",6.1042,"mg/L",25.3522,-81.6341,0
"52682","SFER","58","05/27/2022 06:45:00","Dissolved_Oxygen__CTD_",5.9191,"mg/L",25.1692,-81.6556,0
"527110","SFER","60","05/27/2022 09:23:00","Dissolved_Oxygen__CTD_",5.644,"mg/L",25.1666,-81.3405,0
"52752","SFER","64","05/27/2022 10:51:00","Dissolved_Oxygen__CTD_",5.219,"mg/L",25.1666,-81.1606,0
"52762","SFER","65","05/27/2022 11:48:00","Dissolved_Oxygen__CTD_",5.567,"mg/L",25.0955,-81.0984,0
"52792","SFER","68","05/27/2022 13:20:00","Dissolved_Oxygen__CTD_",5.584,"mg/L",24.9319,-81.1655,0
"52822","SFER","TB1","08/03/2022 16:31:00","Dissolved_Oxygen__CTD_",6.093,"mg/L",27.7754,-82.9022,0
"52842","SFER","TB2","08/03/2022 16:59:00","Dissolved_Oxygen__CTD_",6.113,"mg/L",27.7402,-82.928,0
"52862","SFER","TB3","08/03/2022 18:00:00","Dissolved_Oxygen__CTD_",6.065,"mg/L",27.6752,-82.9948,0
"52882","SFER","TB4","08/03/2022 19:06:00","Dissolved_Oxygen__CTD_",6.062,"mg/L",27.6174,-83.1272,0
"52902","SFER","TB5","08/03/2022 20:30:00","Dissolved_Oxygen__CTD_",6.0615,"mg/L",27.6188,-83.3001,0
"52922","SFER","TB10","08/03/2022 22:04:00","Dissolved_Oxygen__CTD_",6.0999,"mg/L",27.618,-83.4882,0
"52942","SFER","AMI9","08/04/2022 01:16:00","Dissolved_Oxygen__CTD_",6.10655,"mg/L",27.191,-83.5067,0
"52962","SFER","AMI8","08/04/2022 02:12:00","Dissolved_Oxygen__CTD_",6.16563,"mg/L",27.2263,-83.4116,0
"52982","SFER","AMI7","08/04/2022 03:12:00","Dissolved_Oxygen__CTD_",7.08108,"mg/L",27.2644,-83.3173,0
"53002","SFER","AMI6","08/04/2022 04:08:00","Dissolved_Oxygen__CTD_",6.07993,"mg/L",27.3033,-83.222,0
"53022","SFER","AMI5","08/04/2022 05:10:00","Dissolved_Oxygen__CTD_",6.14109,"mg/L",27.344,-83.1256,0
"53042","SFER","AMI4","08/04/2022 05:58:00","Dissolved_Oxygen__CTD_",6.11408,"mg/L",27.3806,-83.0342,0
"53062","SFER","AMI3","08/04/2022 06:56:00","Dissolved_Oxygen__CTD_",6.09227,"mg/L",27.4206,-82.9367,0
"53082","SFER","AMI2","08/04/2022 07:45:00","Dissolved_Oxygen__CTD_",6.12525,"mg/L",27.4589,-82.8443,0
"531010","SFER","AMI1","08/04/2022 08:34:00","Dissolved_Oxygen__CTD_",6.1,"mg/L",27.4948,-82.7555,0
"53122","SFER","V1","08/04/2022 12:14:00","Dissolved_Oxygen__CTD_",6.124,"mg/L",27.1098,-82.4816,0
"53142","SFER","V2","08/04/2022 12:55:00","Dissolved_Oxygen__CTD_",6.121,"mg/L",27.0737,-82.5435,0
"53162","SFER","V3","08/04/2022 13:42:00","Dissolved_Oxygen__CTD_",6.099,"mg/L",27.0363,-82.6134,0
"53182","SFER","V4","08/04/2022 14:21:00","Dissolved_Oxygen__CTD_",6.07,"mg/L",26.9957,-82.6819,0
"53202","SFER","V5","08/04/2022 15:15:00","Dissolved_Oxygen__CTD_",6.115,"mg/L",26.9562,-82.7537,0
"53222","SFER","V6","08/04/2022 15:55:00","Dissolved_Oxygen__CTD_",6.093,"mg/L",26.9197,-82.8157,0
"53242","SFER","V7","08/04/2022 16:46:00","Dissolved_Oxygen__CTD_",6.115,"mg/L",26.8793,-82.8855,0
"53262","SFER","V8","08/04/2022 17:35:00","Dissolved_Oxygen__CTD_",6.082,"mg/L",26.8287,-82.9632,0
"53292","SFER","V9","08/04/2022 19:00:00","Dissolved_Oxygen__CTD_",6.132,"mg/L",26.7353,-83.0961,0
"533110","SFER","GP5","08/05/2022 22:53:00","Dissolved_Oxygen__CTD_",6.08319,"mg/L",26.5994,-82.6945,0
"53332","SFER","BG4","08/05/2022 23:58:00","Dissolved_Oxygen__CTD_",6.04952,"mg/L",26.6289,-82.5591,0
"53352","SFER","RP4","08/06/2022 00:53:00","Dissolved_Oxygen__CTD_",6.0624,"mg/L",26.5786,-82.5004,0
"53372","SFER","BG3","08/06/2022 01:55:00","Dissolved_Oxygen__CTD_",6.06631,"mg/L",26.6676,-82.4222,0
"53392","SFER","BG2","08/06/2022 02:39:00","Dissolved_Oxygen__CTD_",6.20158,"mg/L",26.6888,-82.3414,0
"534110","SFER","BG1","08/06/2022 04:04:00","Dissolved_Oxygen__CTD_",6.21977,"mg/L",26.713,-82.2596,0
"53432","SFER","RP3","08/06/2022 05:46:00","Dissolved_Oxygen__CTD_",6.09706,"mg/L",26.552,-82.3322,0
"53452","SFER","RP2","08/06/2022 06:24:00","Dissolved_Oxygen__CTD_",6.1324,"mg/L",26.5534,-82.2562,0
"53462","SFER","RP1","08/06/2022 06:54:00","Dissolved_Oxygen__CTD_",6.15149,"mg/L",26.5462,-82.2163,0
"53472","SFER","CAL1","08/06/2022 10:20:00","Dissolved_Oxygen__CTD_",6.195,"mg/L",26.4234,-81.9565,0
"53492","SFER","CAL2","08/06/2022 10:57:00","Dissolved_Oxygen__CTD_",6.153,"mg/L",26.3845,-81.9978,0
"535110","SFER","CAL3","08/06/2022 11:38:00","Dissolved_Oxygen__CTD_",6.178,"mg/L",26.3438,-82.0417,0
"53532","SFER","CAL4","08/06/2022 12:35:00","Dissolved_Oxygen__CTD_",6.126,"mg/L",26.2528,-82.1354,0
"53552","SFER","CAL5","08/06/2022 13:29:00","Dissolved_Oxygen__CTD_",6.1,"mg/L",26.1872,-82.2122,0
"53582","SFER","CAL6","08/06/2022 16:02:00","Dissolved_Oxygen__CTD_",6.128,"mg/L",25.9437,-82.4808,0
"53602","SFER","30","08/06/2022 20:36:00","Dissolved_Oxygen__CTD_",6.14537,"mg/L",25.4021,-82.2119,0
"53632","SFER","31","08/06/2022 23:29:00","Dissolved_Oxygen__CTD_",6.09732,"mg/L",25.7389,-81.9449,0
"53662","SFER","33","08/07/2022 01:13:00","Dissolved_Oxygen__CTD_",6.19659,"mg/L",25.9096,-81.8029,0
"53692","SFER","41","08/07/2022 05:24:00","Dissolved_Oxygen__CTD_",6.24707,"mg/L",25.7328,-81.5765,0
"537110","SFER","45","08/07/2022 08:43:00","Dissolved_Oxygen__CTD_",6.199,"mg/L",25.5826,-81.4724,0
"53732","SFER","47","08/07/2022 09:44:00","Dissolved_Oxygen__CTD_",6.279,"mg/L",25.5835,-81.3693,0
"53762","SFER","51","08/07/2022 11:40:00","Dissolved_Oxygen__CTD_",6.216,"mg/L",25.4534,-81.31,0
"53782","SFER","56","08/07/2022 13:55:00","Dissolved_Oxygen__CTD_",6.223,"mg/L",25.35,-81.2283,0
"53792","SFER","57","08/07/2022 14:36:00","Dissolved_Oxygen__CTD_",6.203,"mg/L",25.3519,-81.2642,0
"53802","SFER","57.1","08/07/2022 15:11:00","Dissolved_Oxygen__CTD_",6.2,"mg/L",25.3514,-81.337,0
"53822","SFER","57.2","08/07/2022 16:08:00","Dissolved_Oxygen__CTD_",6.172,"mg/L",25.3508,-81.4889,0
"53842","SFER","57.3","08/07/2022 17:21:00","Dissolved_Oxygen__CTD_",6.153,"mg/L",25.3523,-81.6569,0
"53862","SFER","58","08/07/2022 18:47:00","Dissolved_Oxygen__CTD_",6.122,"mg/L",25.167,-81.6558,0
"53882","SFER","60","08/07/2022 21:08:00","Dissolved_Oxygen__CTD_",6.13022,"mg/L",25.1679,-81.3332,0
"539110","SFER","68","08/08/2022 01:30:00","Dissolved_Oxygen__CTD_",6.10722,"mg/L",24.9312,-81.1702,0
"53932","SFER","KW2","08/08/2022 07:19:00","Dissolved_Oxygen__CTD_",6.19282,"mg/L",24.7276,-81.9178,0
"53962","SFER","KW1","08/08/2022 09:37:00","Dissolved_Oxygen__CTD_",6.172,"mg/L",24.654,-81.9044,0
"54022","SFER","WS","08/08/2022 13:11:00","Dissolved_Oxygen__CTD_",6.22,"mg/L",24.4768,-81.7133,0
"54052","SFER","21LK","08/08/2022 15:50:00","Dissolved_Oxygen__CTD_",6.204,"mg/L",24.5379,-81.4143,0
"541010","SFER","16","08/08/2022 19:06:00","Dissolved_Oxygen__CTD_",6.187,"mg/L",24.6632,-81.2025,0
"54122","SFER","18","08/08/2022 19:48:00","Dissolved_Oxygen__CTD_",6.195,"mg/L",24.5982,-81.182,0
"54182","SFER","12","08/09/2022 00:32:00","Dissolved_Oxygen__CTD_",6.19498,"mg/L",24.7133,-80.8295,0
"542110","SFER","9.5","08/09/2022 02:45:00","Dissolved_Oxygen__CTD_",6.20414,"mg/L",24.7177,-80.6893,0
"54232","SFER","9","08/09/2022 03:25:00","Dissolved_Oxygen__CTD_",6.74001,"mg/L",24.763,-80.7246,0
"54272","SFER","MR","08/09/2022 07:36:00","Dissolved_Oxygen__CTD_",6.19746,"mg/L",25.0053,-80.3819,0
"54342","SFER","2","08/09/2022 12:53:00","Dissolved_Oxygen__CTD_",6.202,"mg/L",25.6416,-80.1044,0
"54372","SFER","KW4","08/10/2022 09:40:00","Dissolved_Oxygen__CTD_",6.188,"mg/L",25.0115,-82.0392,0
"54402","SFER","2","10/08/2022 11:20:00","Dissolved_Oxygen__CTD_",6.173,"mg/L",25.6385,-80.1077,0
"54492","SFER","MR","10/08/2022 17:30:00","Dissolved_Oxygen__CTD_",6.015,"mg/L",25.0068,-80.3705,0
"54532","SFER","7","10/08/2022 21:01:00","Dissolved_Oxygen__CTD_",7.5065,"mg/L",24.8169,-80.7539,0
"54562","SFER","9","10/08/2022 21:38:00","Dissolved_Oxygen__CTD_",6.1827,"mg/L",24.7619,-80.7246,0
"54592","SFER","9.5","10/08/2022 22:16:00","Dissolved_Oxygen__CTD_",6.2844,"mg/L",24.7173,-80.6927,0
"546110","SFER","12","10/08/2022 23:39:00","Dissolved_Oxygen__CTD_",6.1596,"mg/L",24.7134,-80.8304,0
"54632","SFER","10","10/09/2022 00:28:00","Dissolved_Oxygen__CTD_",6.3521,"mg/L",24.791,-80.8629,0
"54692","SFER","18","10/09/2022 04:07:00","Dissolved_Oxygen__CTD_",6.2196,"mg/L",24.599,-81.1835,0
"547110","SFER","16","10/09/2022 05:05:00","Dissolved_Oxygen__CTD_",6.4151,"mg/L",24.6697,-81.2049,0
"54752","SFER","21LK","10/09/2022 07:23:00","Dissolved_Oxygen__CTD_",6.2345,"mg/L",24.5352,-81.4176,0
"54792","SFER","WS","10/09/2022 10:47:00","Dissolved_Oxygen__CTD_",5.892,"mg/L",24.4755,-81.719,0
"54852","SFER","KW1","10/09/2022 14:08:00","Dissolved_Oxygen__CTD_",6.02,"mg/L",24.6538,-81.9038,0
"54872","SFER","KW2","10/09/2022 14:59:00","Dissolved_Oxygen__CTD_",5.999,"mg/L",24.7294,-81.9111,0
"54902","SFER","KW4","10/09/2022 18:09:00","Dissolved_Oxygen__CTD_",6.351,"mg/L",25.0134,-82.0487,0
"54922","SFER","30","10/09/2022 22:06:00","Dissolved_Oxygen__CTD_",6.8188,"mg/L",25.4082,-82.2101,0
"54952","SFER","31","10/10/2022 01:31:00","Dissolved_Oxygen__CTD_",5.8426,"mg/L",25.7403,-81.9446,0
"54982","SFER","33","10/10/2022 03:47:00","Dissolved_Oxygen__CTD_",6.1088,"mg/L",25.9135,-81.7998,0
"550110","SFER","CAL5","10/10/2022 08:26:00","Dissolved_Oxygen__CTD_",6.177,"mg/L",26.1865,-82.2194,0
"55032","SFER","CAL4","10/10/2022 09:25:00","Dissolved_Oxygen__CTD_",6.215,"mg/L",26.2524,-82.1377,0
"55052","SFER","CAL3","10/10/2022 10:36:00","Dissolved_Oxygen__CTD_",6.481,"mg/L",26.3387,-82.0487,0
"55072","SFER","CAL2","10/10/2022 11:18:00","Dissolved_Oxygen__CTD_",6.615,"mg/L",26.3842,-81.9999,0
"55092","SFER","CAL1","10/10/2022 11:58:00","Dissolved_Oxygen__CTD_",5.313,"mg/L",26.4205,-81.9558,0
"551110","SFER","RP1","10/10/2022 14:45:00","Dissolved_Oxygen__CTD_",5.056,"mg/L",26.5407,-82.2172,0
"55132","SFER","RP2","10/10/2022 15:11:00","Dissolved_Oxygen__CTD_",5.6,"mg/L",26.552,-82.2568,0
"55162","SFER","RP3","10/10/2022 15:54:00","Dissolved_Oxygen__CTD_",6.262,"mg/L",26.5487,-82.3314,0
"55182","SFER","RP4","10/10/2022 17:13:00","Dissolved_Oxygen__CTD_",6.664,"mg/L",26.5773,-82.4985,0
"552110","SFER","GP5","10/10/2022 18:44:00","Dissolved_Oxygen__CTD_",6.559,"mg/L",26.5952,-82.6934,0
"55232","SFER","Glider","10/10/2022 19:28:00","Dissolved_Oxygen__CTD_",6.605,"mg/L",26.5331,-82.7371,0
"55252","SFER","BG4","10/10/2022 22:05:00","Dissolved_Oxygen__CTD_",6.601,"mg/L",26.6303,-82.5574,0
"55272","SFER","BG3","10/10/2022 22:50:00","Dissolved_Oxygen__CTD_",6.3116,"mg/L",26.6676,-82.42,0
"55292","SFER","BG2","10/10/2022 23:31:00","Dissolved_Oxygen__CTD_",6.5432,"mg/L",26.6856,-82.339,0
"553110","SFER","BG1","10/11/2022 03:21:00","Dissolved_Oxygen__CTD_",6.0538,"mg/L",26.713,-82.2593,0
"55332","SFER","V1","10/11/2022 07:38:00","Dissolved_Oxygen__CTD_",5.7511,"mg/L",27.1057,-82.4844,0
"55352","SFER","V2","10/11/2022 08:18:00","Dissolved_Oxygen__CTD_",6.234,"mg/L",27.0707,-82.5488,0
"55372","SFER","V3","10/11/2022 09:04:00","Dissolved_Oxygen__CTD_",6.283,"mg/L",27.035,-82.6141,0
"55392","SFER","V4","10/11/2022 09:47:00","Dissolved_Oxygen__CTD_",6.265,"mg/L",26.9937,-82.6845,0
"554110","SFER","V5","10/11/2022 10:38:00","Dissolved_Oxygen__CTD_",6.319,"mg/L",26.9541,-82.7596,0
"55432","SFER","V6","10/11/2022 11:17:00","Dissolved_Oxygen__CTD_",6.418,"mg/L",26.9158,-82.8207,0
"55452","SFER","V7","10/11/2022 12:03:00","Dissolved_Oxygen__CTD_",6.37,"mg/L",26.8785,-82.8875,0
"55482","SFER","V8","10/11/2022 12:47:00","Dissolved_Oxygen__CTD_",6.244,"mg/L",26.8318,-82.9538,0
"555110","SFER","V9","10/11/2022 14:19:00","Dissolved_Oxygen__CTD_",6.252,"mg/L",26.7319,-83.1025,0
"55542","SFER","L9","10/11/2022 16:40:00","Dissolved_Oxygen__CTD_",6.498,"mg/L",26.9707,-83.3142,0
"55562","SFER","AMI9","10/11/2022 18:56:00","Dissolved_Oxygen__CTD_",6.405,"mg/L",27.1876,-83.5028,0
"55592","SFER","AMI8","10/11/2022 19:51:00","Dissolved_Oxygen__CTD_",6.444,"mg/L",27.2275,-83.4122,0
"55622","SFER","AMI7","10/11/2022 20:50:00","Dissolved_Oxygen__CTD_",6.5423,"mg/L",27.2653,-83.3203,0
"55642","SFER","AMI6","10/11/2022 21:47:00","Dissolved_Oxygen__CTD_",6.4946,"mg/L",27.3014,-83.2226,0
"55662","SFER","AMI5","10/11/2022 23:07:00","Dissolved_Oxygen__CTD_",6.5618,"mg/L",27.3412,-83.1266,0
"55682","SFER","AMI4",NA,"Dissolved_Oxygen__CTD_",6.7309,"mg/L",27.3799,-83.0329,0
"55702","SFER","AMI3","10/12/2022 00:59:00","Dissolved_Oxygen__CTD_",6.6313,"mg/L",27.4206,-82.9374,0
"55722","SFER","AMI2","10/12/2022 01:51:00","Dissolved_Oxygen__CTD_",6.7317,"mg/L",27.4579,-82.8451,0
"55742","SFER","AMI1","10/12/2022 02:52:00","Dissolved_Oxygen__CTD_",6.8964,"mg/L",27.4962,-82.7508,0
"55762","SFER","TB1","10/12/2022 05:41:00","Dissolved_Oxygen__CTD_",6.3677,"mg/L",27.8012,-82.8822,0
"55782","SFER","TB2","10/12/2022 06:24:00","Dissolved_Oxygen__CTD_",6.4282,"mg/L",27.7401,-82.9293,0
"55802","SFER","TB3","10/12/2022 07:19:00","Dissolved_Oxygen__CTD_",6.3473,"mg/L",27.6772,-82.9966,0
"55822","SFER","TB4","10/12/2022 08:23:00","Dissolved_Oxygen__CTD_",6.2007,"mg/L",27.6166,-83.1336,0
"55842","SFER","TB5","10/12/2022 09:34:00","Dissolved_Oxygen__CTD_",6.364,"mg/L",27.6165,-83.2987,0
"55862","SFER","TB10","10/12/2022 10:59:00","Dissolved_Oxygen__CTD_",6.215,"mg/L",27.617,-83.491,0
"55882","SFER","CAL6","10/13/2022 00:31:00","Dissolved_Oxygen__CTD_",6.4311,"mg/L",25.9385,-82.4808,0
"55902","SFER","41","10/13/2022 07:38:00","Dissolved_Oxygen__CTD_",5.8502,"mg/L",25.7319,-81.5747,0
"55942","SFER","45","10/13/2022 10:04:00","Dissolved_Oxygen__CTD_",5.895,"mg/L",25.5845,-81.4735,0
"55962","SFER","47","10/13/2022 10:58:00","Dissolved_Oxygen__CTD_",5.548,"mg/L",25.5839,-81.3678,0
"55982","SFER","49","10/13/2022 11:40:00","Dissolved_Oxygen__CTD_",5.299,"mg/L",25.5842,-81.2999,0
"56002","SFER","51","10/13/2022 13:08:00","Dissolved_Oxygen__CTD_",5.634,"mg/L",25.4526,-81.3083,0
"56022","SFER","53","10/13/2022 13:48:00","Dissolved_Oxygen__CTD_",5.14,"mg/L",25.4465,-81.2328,0
"56052","SFER","58","10/13/2022 17:41:00","Dissolved_Oxygen__CTD_",6.849,"mg/L",25.167,-81.648,0
"56072","SFER","57.3","10/13/2022 19:11:00","Dissolved_Oxygen__CTD_",6.319,"mg/L",25.3489,-81.6508,0
"56092","SFER","57.2","10/13/2022 20:14:00","Dissolved_Oxygen__CTD_",5.9698,"mg/L",25.3514,-81.4912,0
"561110","SFER","57.1","10/13/2022 21:16:00","Dissolved_Oxygen__CTD_",5.897,"mg/L",25.3507,-81.3382,0
"56122","SFER","54","10/13/2022 22:48:00","Dissolved_Oxygen__CTD_",6.0289,"mg/L",25.3393,-81.1579,0
"56132","SFER","55","10/13/2022 23:40:00","Dissolved_Oxygen__CTD_",5.6144,"mg/L",25.3497,-81.1998,0
"56142","SFER","56",NA,"Dissolved_Oxygen__CTD_",5.6752,"mg/L",25.3504,-81.2279,0
"56152","SFER","57","10/14/2022 00:30:00","Dissolved_Oxygen__CTD_",5.951,"mg/L",25.3518,-81.2637,0
"56162","SFER","60","10/14/2022 02:15:00","Dissolved_Oxygen__CTD_",5.9699,"mg/L",25.1676,-81.3359,0
"56202","SFER","64","10/14/2022 03:32:00","Dissolved_Oxygen__CTD_",5.7667,"mg/L",25.1662,-81.1622,0
"562110","SFER","65","10/14/2022 04:24:00","Dissolved_Oxygen__CTD_",5.8045,"mg/L",25.0963,-81.0974,0
"56242","SFER","68","10/14/2022 05:55:00","Dissolved_Oxygen__CTD_",5.5816,"mg/L",24.9289,-81.1664,0
"56302","SFER","68","12/04/2022 01:01:00","Dissolved_Oxygen__CTD_",6.196,"mg/L",24.9308,-81.1663,0
"56332","SFER","65","12/04/2022 02:27:00","Dissolved_Oxygen__CTD_",6.4841,"mg/L",25.098,-81.0945,0
"56342","SFER","64","12/04/2022 03:23:00","Dissolved_Oxygen__CTD_",6.34,"mg/L",25.165,-81.1602,0
"56392","SFER","60","12/04/2022 04:45:00","Dissolved_Oxygen__CTD_",6.5086,"mg/L",25.1653,-81.3385,0
"56422","SFER","58","12/04/2022 06:35:00","Dissolved_Oxygen__CTD_",6.3567,"mg/L",25.1677,-81.6535,0
"56442","SFER","57.3","12/04/2022 08:17:00","Dissolved_Oxygen__CTD_",6.3192,"mg/L",25.3538,-81.6548,0
"56462","SFER","57.2","12/04/2022 09:33:00","Dissolved_Oxygen__CTD_",6.334,"mg/L",25.3505,-81.4917,0
"56472","SFER","57.1","12/04/2022 10:41:00","Dissolved_Oxygen__CTD_",6.265,"mg/L",25.3512,-81.336,0
"56482","SFER","57","12/04/2022 11:21:00","Dissolved_Oxygen__CTD_",6.407,"mg/L",25.3497,-81.2672,0
"56492","SFER","56","12/04/2022 11:51:00","Dissolved_Oxygen__CTD_",6.392,"mg/L",25.3496,-81.226,0
"56502","SFER","55","12/04/2022 12:11:00","Dissolved_Oxygen__CTD_",6.012,"mg/L",25.3498,-81.1948,0
"565110","SFER","54","12/04/2022 12:47:00","Dissolved_Oxygen__CTD_",5.669,"mg/L",25.3402,-81.1565,0
"56522","SFER","53","12/04/2022 14:15:00","Dissolved_Oxygen__CTD_",6.573,"mg/L",25.4523,-81.227,0
"56552","SFER","51","12/04/2022 14:54:00","Dissolved_Oxygen__CTD_",6.119,"mg/L",25.4525,-81.3078,0
"56572","SFER","49","12/04/2022 16:14:00","Dissolved_Oxygen__CTD_",6.383,"mg/L",25.5835,-81.2935,0
"56602","SFER","47","12/04/2022 16:49:00","Dissolved_Oxygen__CTD_",6.676,"mg/L",25.5825,-81.368,0
"56632","SFER","45","12/04/2022 17:41:00","Dissolved_Oxygen__CTD_",6.885,"mg/L",25.5836,-81.4693,0
"56672","SFER","41","12/04/2022 19:45:00","Dissolved_Oxygen__CTD_",6.625,"mg/L",25.7317,-81.575,0
"56702","SFER","31","12/04/2022 22:24:00","Dissolved_Oxygen__CTD_",6.9253,"mg/L",25.7414,-81.9437,0
"56732","SFER","33","12/05/2022 00:11:00","Dissolved_Oxygen__CTD_",6.6953,"mg/L",25.9073,-81.7988,0
"56762","SFER","CAL5","12/05/2022 04:03:00","Dissolved_Oxygen__CTD_",6.6366,"mg/L",26.1816,-82.2158,0
"56792","SFER","CAL4","12/05/2022 04:58:00","Dissolved_Oxygen__CTD_",6.5676,"mg/L",26.2527,-82.1395,0
"568110","SFER","CAL3","12/05/2022 06:10:00","Dissolved_Oxygen__CTD_",6.4575,"mg/L",26.34,-82.0455,0
"56832","SFER","CAL2","12/05/2022 06:50:00","Dissolved_Oxygen__CTD_",6.8065,"mg/L",26.3826,-82.0005,0
"56842","SFER","CAL1","12/05/2022 07:30:00","Dissolved_Oxygen__CTD_",6.5846,"mg/L",26.414,-81.9567,0
"56862","SFER","RP1","12/05/2022 09:45:00","Dissolved_Oxygen__CTD_",6.457,"mg/L",26.5469,-82.2195,0
"56882","SFER","RP2","12/05/2022 10:07:00","Dissolved_Oxygen__CTD_",6.064,"mg/L",26.5531,-82.2563,0
"56902","SFER","RP3","12/05/2022 10:42:00","Dissolved_Oxygen__CTD_",6.893,"mg/L",26.5515,-82.3322,0
"56922","SFER","RP4","12/05/2022 11:51:00","Dissolved_Oxygen__CTD_",7.039,"mg/L",26.5785,-82.4987,0
"56942","SFER","GP5","12/05/2022 15:13:00","Dissolved_Oxygen__CTD_",6.581,"mg/L",26.5952,-82.6935,0
"56962","SFER","BG4","12/05/2022 16:23:00","Dissolved_Oxygen__CTD_",6.961,"mg/L",26.6316,-82.557,0
"56982","SFER","BG3","12/05/2022 17:37:00","Dissolved_Oxygen__CTD_",6.858,"mg/L",26.6667,-82.4188,0
"57002","SFER","BG2","12/05/2022 18:21:00","Dissolved_Oxygen__CTD_",7.092,"mg/L",26.6877,-82.3397,0
"57022","SFER","BG1","12/05/2022 19:12:00","Dissolved_Oxygen__CTD_",7.225,"mg/L",26.7114,-82.2615,0
"57042","SFER","V1","12/05/2022 22:58:00","Dissolved_Oxygen__CTD_",6.82,"mg/L",27.1109,-82.477,0
"57062","SFER","V2","12/05/2022 23:39:00","Dissolved_Oxygen__CTD_",7.1868,"mg/L",27.0713,-82.5472,0
"57082","SFER","V3","12/06/2022 00:23:00","Dissolved_Oxygen__CTD_",7.2879,"mg/L",27.0344,-82.6098,0
"571010","SFER","V4","12/06/2022 01:04:00","Dissolved_Oxygen__CTD_",6.6849,"mg/L",26.9936,-82.6842,0
"57122","SFER","V5","12/06/2022 01:48:00","Dissolved_Oxygen__CTD_",6.628,"mg/L",26.9551,-82.7483,0
"57142","SFER","V6","12/06/2022 02:28:00","Dissolved_Oxygen__CTD_",6.5885,"mg/L",26.9179,-82.821,0
"57162","SFER","V7","12/06/2022 03:16:00","Dissolved_Oxygen__CTD_",6.528,"mg/L",26.8763,-82.8912,0
"57182","SFER","V8","12/06/2022 03:56:00","Dissolved_Oxygen__CTD_",6.6083,"mg/L",26.834,-82.9565,0
"57202","SFER","V9","12/06/2022 05:20:00","Dissolved_Oxygen__CTD_",6.6336,"mg/L",26.7298,-83.103,0
"57232","SFER","AMI9","12/06/2022 09:31:00","Dissolved_Oxygen__CTD_",6.457,"mg/L",27.1877,-83.5025,0
"57252","SFER","AMI8","12/06/2022 10:24:00","Dissolved_Oxygen__CTD_",6.586,"mg/L",27.228,-83.4093,0
"57272","SFER","AMI7","12/06/2022 11:20:00","Dissolved_Oxygen__CTD_",6.581,"mg/L",27.2651,-83.321,0
"57292","SFER","AMI6","12/06/2022 12:11:00","Dissolved_Oxygen__CTD_",6.579,"mg/L",27.305,-83.2232,0
"573110","SFER","AMI5","12/06/2022 13:05:00","Dissolved_Oxygen__CTD_",6.598,"mg/L",27.3425,-83.1298,0
"57332","SFER","AMI4","12/06/2022 13:55:00","Dissolved_Oxygen__CTD_",6.7091,"mg/L",27.3823,-83.0353,0
"57362","SFER","AMI3","12/06/2022 14:52:00","Dissolved_Oxygen__CTD_",7.435,"mg/L",27.4209,-82.9417,0
"57392","SFER","AMI2","12/06/2022 15:47:00","Dissolved_Oxygen__CTD_",8.727,"mg/L",27.4584,-82.8467,0
"574110","SFER","AMI1","12/06/2022 16:48:00","Dissolved_Oxygen__CTD_",7.265,"mg/L",27.4946,-82.7525,0
"57432","SFER","TB1","12/06/2022 19:31:00","Dissolved_Oxygen__CTD_",8.126,"mg/L",27.7966,-82.8798,0
"57452","SFER","TB2","12/06/2022 20:09:00","Dissolved_Oxygen__CTD_",8.146,"mg/L",27.7405,-82.9285,0
"57472","SFER","TB3","12/06/2022 21:02:00","Dissolved_Oxygen__CTD_",6.9602,"mg/L",27.6743,-82.9978,0
"57492","SFER","TB4","12/06/2022 22:09:00","Dissolved_Oxygen__CTD_",6.89,"mg/L",27.6171,-83.1318,0
"575110","SFER","TB5","12/06/2022 23:26:00","Dissolved_Oxygen__CTD_",6.5666,"mg/L",27.6175,-83.2988,0
"57532","SFER","TB10","12/07/2022 00:56:00","Dissolved_Oxygen__CTD_",6.445,"mg/L",27.6164,-83.4865,0
"57552","SFER","CW4","12/07/2022 05:05:00","Dissolved_Oxygen__CTD_",7.2013,"mg/L",28.0092,-83.0822,0
"57572","SFER","CW3","12/07/2022 06:10:00","Dissolved_Oxygen__CTD_",7.5894,"mg/L",28.0106,-82.9595,0
"57592","SFER","CW2","12/07/2022 06:47:00","Dissolved_Oxygen__CTD_",7.2035,"mg/L",28.0163,-82.8923,0
"57602","SFER","CW1","12/07/2022 07:19:00","Dissolved_Oxygen__CTD_",6.896,"mg/L",28.0112,-82.8505,0
"57622","SFER","L1","12/07/2022 13:15:00","Dissolved_Oxygen__CTD_",6.311,"mg/L",27.3044,-82.5963,0
"57642","SFER","L3","12/07/2022 14:40:00","Dissolved_Oxygen__CTD_",6.754,"mg/L",27.223,-82.7715,0
