"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...943","BROWARD","10","06/27/2018 12:00:00","Phosphorus-_Total",0.055,"mg/L",26.13687,-80.11832,0.5
"...944","BROWARD","64","09/25/2019 12:08:00","Phosphorus-_Total",0.075,"mg/L",26.12837,-80.17503,0.5
"...945","BROWARD","15","04/29/2020 12:00:00","Phosphorus-_Total",0.086,"mg/L",26.1183,-80.14363,0.5
"...946","BROWARD","34","05/21/2020 10:50:00","Phosphorus-_Total",0.084,"mg/L",26.26352,-80.0824,0.5
"...947","BROWARD","20","11/08/2021 15:40:00","Phosphorus-_Total",0.043,"mg/L",26.08717,-80.18547,0.5
"...948","BROWARD","7","07/11/2017 12:00:00","Phosphorus-_Total",0.014,"mg/L",26.21857,-80.17055,0.5
"...949","BROWARD","23","03/06/2017 09:05:00","Phosphorus-_Total",0.08,"mg/L",26.14965,-80.44182,0.5
"...950","BROWARD","26","03/03/2021 10:10:00","Phosphorus-_Total",0.019,"mg/L",26.06812,-80.1686,0.5
"...951","BROWARD","1","11/06/2023 10:00:00","Phosphorus-_Total",0.138,"mg/L",26.32555,-80.09015,0.5
"...952","BROWARD","121","08/28/2023 11:27:00","Phosphorus-_Total",0.066,"mg/L",26.13533,-80.20202,0.5
"...953","BROWARD","17","11/01/2023 10:54:00","Phosphorus-_Total",0.075,"mg/L",26.13581667,-80.1942,0.5
"...954","BROWARD","11","06/26/2018 09:25:00","Phosphorus-_Total",0.025,"mg/L",26.1733,-80.17093,0.5
"...955","BROWARD","22","05/23/2019 08:25:00","Phosphorus-_Total",0.015,"mg/L",26.11607,-80.3166,0.5
"...956","BROWARD","37","09/11/2019 13:20:00","Phosphorus-_Total",0.048,"mg/L",26.13877,-80.10807,0.5
"...957","BROWARD","23","02/22/2021 10:10:00","Phosphorus-_Total",0.015,"mg/L",26.14965,-80.44182,0.5
"...958","BROWARD","29","11/15/2021 11:05:00","Phosphorus-_Total",0.014,"mg/L",26.06153,-80.43357,0.5
"...959","BROWARD","24","03/03/2021 11:00:00","Phosphorus-_Total",0.067,"mg/L",26.0595,-80.14398,0.5
"...960","BROWARD","128","08/23/2021 09:30:00","Phosphorus-_Total",0.056,"mg/L",26.06768,-80.18218,0.5
"...961","BROWARD","4","02/24/2021 11:55:00","Phosphorus-_Total",0.015,"mg/L",26.35132,-80.28333,0.5
"...962","BROWARD","35","09/01/2021 11:40:00","Phosphorus-_Total",0.161,"mg/L",26.2511,-80.08962,0.5
"...963","BROWARD","4","11/16/2021 11:20:00","Phosphorus-_Total",0.013,"mg/L",26.35132,-80.28333,0.5
"...964","BROWARD","24","05/19/2021 10:45:00","Phosphorus-_Total",0.114,"mg/L",26.0595,-80.14398,0.5
"...965","BROWARD","123","11/08/2021 15:00:00","Phosphorus-_Total",0.05,"mg/L",26.09062,-80.17882,0.5
"...966","BROWARD","31","10/23/2024 10:54:00","Phosphorus-_Total",0.013,"mg/L",25.9642,-80.31062,0.5
"...967","BROWARD","8","10/28/2024 11:47:00","Phosphorus-_Total",0.018,"mg/L",26.2305,-80.20485,0.5
"...968","BROWARD","1","07/17/2024 09:35:00","Phosphorus-_Total",0.176,"mg/L",26.32555,-80.09015,0.5
"...969","BROWARD","41","10/21/2024 09:33:00","Phosphorus-_Total",0.214,"mg/L",25.98717,-80.12145,0.5
"...970","BROWARD","26","06/25/2018 10:25:00","Phosphorus-_Total",0.069,"mg/L",26.06812,-80.1686,0.5
"...971","BROWARD","19","12/16/2019 12:00:00","Phosphorus-_Total",0.12,"mg/L",26.10898,-80.15908,0.5
"...972","BROWARD","25","05/21/2019 10:20:00","Phosphorus-_Total",0.086,"mg/L",26.04815,-80.15513,0.5
"...973","BROWARD","120","07/10/2017 09:55:00","Phosphorus-_Total",0.057,"mg/L",26.32458,-80.099,0.5
"...974","BROWARD","29","05/01/2017 10:00:00","Phosphorus-_Total",0.016,"mg/L",26.06153,-80.43357,0.5
"...975","BROWARD","1","03/06/2019 11:05:00","Phosphorus-_Total",0.127,"mg/L",26.32555,-80.09015,0.5
"...976","BROWARD","36","08/27/2018 12:20:00","Phosphorus-_Total",0.046,"mg/L",26.19035,-80.1025,0.5
"...977","BROWARD","22","05/19/2021 08:30:00","Phosphorus-_Total",0.017,"mg/L",26.11607,-80.3166,0.5
"...978","BROWARD","64","05/17/2021 11:40:00","Phosphorus-_Total",0.164,"mg/L",26.12837,-80.17503,0.5
"...979","BROWARD","41","05/25/2021 09:52:00","Phosphorus-_Total",0.141,"mg/L",25.98717,-80.12145,0.5
"...980","BROWARD","122","05/17/2021 08:25:00","Phosphorus-_Total",0.017,"mg/L",26.09983,-80.25017,0.5
"...981","BROWARD","7","11/08/2021 11:30:00","Phosphorus-_Total",0.035,"mg/L",26.21857,-80.17055,0.5
"...982","BROWARD","17","08/23/2021 10:55:00","Phosphorus-_Total",0.08,"mg/L",26.13581667,-80.1942,0.5
"...983","BROWARD","34","07/17/2024 10:30:00","Phosphorus-_Total",0.153,"mg/L",26.26352,-80.0824,0.5
"...984","BROWARD","11","10/29/2024 09:55:00","Phosphorus-_Total",0.024,"mg/L",26.1733,-80.17093,0.5
"...985","BROWARD","6","10/29/2024 11:12:00","Phosphorus-_Total",0.021,"mg/L",26.2062,-80.13263,0.5
"...986","BROWARD","129","07/30/2024 10:17:00","Phosphorus-_Total",0.08,"mg/L",26.02595,-80.16338,0.5
"...987","BROWARD","16","05/03/2017 10:30:00","Phosphorus-_Total",0.091,"mg/L",26.12202,-80.14653,0.5
"...988","BROWARD","28","08/27/2018 11:20:00","Phosphorus-_Total",0.033,"mg/L",26.06385,-80.31325,0.5
"...989","BROWARD","112","08/26/2019 14:30:00","Phosphorus-_Total",0.056,"mg/L",26.16392,-80.12632,0.5
"...990","BROWARD","89","11/16/2021 12:10:00","Phosphorus-_Total",0.013,"mg/L",26.229646,-80.281948,0.5
"...991","BROWARD","11","08/30/2021 10:55:00","Phosphorus-_Total",0.02,"mg/L",26.1733,-80.17093,0.5
"...992","BROWARD","19","06/24/2020 09:25:00","Phosphorus-_Total",0.045,"mg/L",26.10898,-80.15908,0.5
"...993","BROWARD","12","03/11/2019 09:45:00","Phosphorus-_Total",0.015,"mg/L",26.17312,-80.18698,0.5
"...994","BROWARD","125","08/24/2022 13:05:00","Phosphorus-_Total",0.109,"mg/L",26.1289,-80.11855,0.5
"...995","BROWARD","26","11/16/2022 10:15:00","Phosphorus-_Total",0.084,"mg/L",26.06812,-80.1686,0.5
"...996","BROWARD","19","11/07/2022 09:15:00","Phosphorus-_Total",0.126,"mg/L",26.10898,-80.15908,0.5
"...997","BROWARD","15","02/18/2020 09:55:00","Phosphorus-_Total",0.073,"mg/L",26.1183,-80.14363,0.5
"...998","BROWARD","121","03/08/2017 11:20:00","Phosphorus-_Total",0.008,"mg/L",26.13533,-80.20202,0.5
"...999","BROWARD","16","05/30/2019 10:00:00","Phosphorus-_Total",0.081,"mg/L",26.12202,-80.14653,0.5
"...1000","BROWARD","22","06/25/2018 12:25:00","Phosphorus-_Total",0.022,"mg/L",26.11607,-80.3166,0.5
"...1001","BROWARD","122","08/16/2019 11:15:00","Phosphorus-_Total",0.015,"mg/L",26.09983,-80.25017,0.5
"...1002","BROWARD","40","05/03/2017 10:30:00","Phosphorus-_Total",0.009,"mg/L",26.03485,-80.11713,0.5
"...1003","BROWARD","7","03/07/2017 10:45:00","Phosphorus-_Total",0.008,"mg/L",26.21857,-80.17055,0.5
"...1004","BROWARD","14","03/21/2022 08:40:00","Phosphorus-_Total",0.013,"mg/L",26.16428,-80.25662,0.5
"...1005","BROWARD","2","03/23/2022 10:20:00","Phosphorus-_Total",0.083,"mg/L",26.3277,-80.13158,0.5
"...1006","BROWARD","89","05/12/2022 12:45:00","Phosphorus-_Total",0.014,"mg/L",26.229646,-80.281948,0.5
"...1007","BROWARD","31","08/28/2018 12:00:00","Phosphorus-_Total",0.022,"mg/L",25.9642,-80.31062,0.5
"...1008","BROWARD","1","06/25/2018 09:45:00","Phosphorus-_Total",0.059,"mg/L",26.32555,-80.09015,0.5
"...1009","BROWARD","120","09/11/2019 10:00:00","Phosphorus-_Total",0.098,"mg/L",26.32458,-80.099,0.5
"...1010","BROWARD","20","05/16/2022 15:40:00","Phosphorus-_Total",0.123,"mg/L",26.08717,-80.18547,0.5
"...1011","BROWARD","125","03/14/2022 13:35:00","Phosphorus-_Total",0.195,"mg/L",26.1289,-80.11855,0.5
"...1012","BROWARD","33","03/16/2022 12:50:00","Phosphorus-_Total",0.241,"mg/L",26.31338,-80.0806,0.5
"...1013","BROWARD","125","11/05/2018 12:45:00","Phosphorus-_Total",0.185,"mg/L",26.1289,-80.11855,0.5
"...1014","BROWARD","15","11/12/2019 11:10:00","Phosphorus-_Total",0.627,"mg/L",26.1183,-80.14363,0.5
"...1015","BROWARD","112","08/29/2018 13:30:00","Phosphorus-_Total",0.038,"mg/L",26.16392,-80.12632,0.5
"...1016","BROWARD","40","03/14/2022 11:05:00","Phosphorus-_Total",0.252,"mg/L",26.03485,-80.11713,0.5
"...1017","BROWARD","10","03/14/2022 14:05:00","Phosphorus-_Total",0.176,"mg/L",26.13687,-80.11832,0.5
"...1018","BROWARD","35","08/22/2022 12:40:00","Phosphorus-_Total",0.128,"mg/L",26.2511,-80.08962,0.5
"...1019","BROWARD","16","08/18/2022 11:40:00","Phosphorus-_Total",0.081,"mg/L",26.12202,-80.14653,0.5
"...1020","BROWARD","19","08/18/2022 10:00:00","Phosphorus-_Total",0.062,"mg/L",26.10898,-80.15908,0.5
"...1021","BROWARD","4","08/22/2022 12:15:00","Phosphorus-_Total",0.02,"mg/L",26.35132,-80.28333,0.5
"...1022","BROWARD","4","03/07/2017 13:10:00","Phosphorus-_Total",0.066,"mg/L",26.35132,-80.28333,0.5
"...1023","BROWARD","29","05/23/2019 10:00:00","Phosphorus-_Total",0.015,"mg/L",26.06153,-80.43357,0.5
"...1024","BROWARD","11","08/29/2018 10:40:00","Phosphorus-_Total",0.026,"mg/L",26.1733,-80.17093,0.5
"...1025","BROWARD","23","12/14/2020 09:40:00","Phosphorus-_Total",0.015,"mg/L",26.14965,-80.44182,0.5
"...1026","BROWARD","24","09/23/2020 10:45:00","Phosphorus-_Total",0.049,"mg/L",26.0595,-80.14398,0.5
"...1027","BROWARD","7","05/18/2020 09:35:00","Phosphorus-_Total",0.04,"mg/L",26.21857,-80.17055,0.5
"...1028","BROWARD","6","05/18/2020 09:10:00","Phosphorus-_Total",0.029,"mg/L",26.2062,-80.13263,0.5
"...1029","BROWARD","121","08/18/2022 13:23:00","Phosphorus-_Total",0.024,"mg/L",26.13533,-80.20202,0.5
"...1030","BROWARD","121","05/30/2023 11:21:00","Phosphorus-_Total",0.051,"mg/L",26.13533,-80.20202,0.5
"...1031","BROWARD","26","05/16/2023 09:58:00","Phosphorus-_Total",0.08,"mg/L",26.06812,-80.1686,0.5
"...1032","BROWARD","37","06/22/2023 13:00:00","Phosphorus-_Total",0.07,"mg/L",26.13877,-80.10807,0.5
"...1033","BROWARD","41","03/13/2023 09:50:00","Phosphorus-_Total",0.577,"mg/L",25.98717,-80.12145,0.5
"...1034","BROWARD","40","05/21/2019 09:50:00","Phosphorus-_Total",0.132,"mg/L",26.03485,-80.11713,0.5
"...1035","BROWARD","28","11/13/2019 12:15:00","Phosphorus-_Total",0.015,"mg/L",26.06385,-80.31325,0.5
"...1036","BROWARD","11","03/07/2017 10:05:00","Phosphorus-_Total",0.161,"mg/L",26.1733,-80.17093,0.5
"...1037","BROWARD","64","09/16/2020 11:10:00","Phosphorus-_Total",0.076,"mg/L",26.12837,-80.17503,0.5
"...1038","BROWARD","15","05/18/2020 10:10:00","Phosphorus-_Total",0.111,"mg/L",26.1183,-80.14363,0.5
"...1039","BROWARD","20","10/29/2020 12:25:00","Phosphorus-_Total",0.015,"mg/L",26.08717,-80.18547,0.5
"...1040","BROWARD","15","08/26/2020 12:30:00","Phosphorus-_Total",0.032,"mg/L",26.1183,-80.14363,0.5
"...1041","BROWARD","122","10/29/2020 08:10:00","Phosphorus-_Total",0.015,"mg/L",26.09983,-80.25017,0.5
"...1042","BROWARD","12","12/10/2020 09:40:00","Phosphorus-_Total",0.031,"mg/L",26.17312,-80.18698,0.5
"...1043","BROWARD","26","12/16/2020 10:40:00","Phosphorus-_Total",0.019,"mg/L",26.06812,-80.1686,0.5
"...1044","BROWARD","15","07/22/2020 12:30:00","Phosphorus-_Total",0.057,"mg/L",26.1183,-80.14363,0.5
"...1045","BROWARD","11","09/14/2020 10:45:00","Phosphorus-_Total",0.015,"mg/L",26.1733,-80.17093,0.5
"...1046","BROWARD","25","10/31/2023 10:16:00","Phosphorus-_Total",0.08,"mg/L",26.04815,-80.15513,0.5
"...1047","BROWARD","23","08/21/2023 09:12:00","Phosphorus-_Total",0.018,"mg/L",26.14965,-80.44182,0.5
"...1048","BROWARD","110","10/30/2023 08:42:00","Phosphorus-_Total",0.073,"mg/L",26.23132,-80.12687,0.5
"...1049","BROWARD","15","08/28/2023 09:25:00","Phosphorus-_Total",0.032,"mg/L",26.1183,-80.14363,0.5
"...1050","BROWARD","122","06/20/2023 08:28:00","Phosphorus-_Total",0.017,"mg/L",26.09983,-80.25017,0.5
"...1051","BROWARD","35","06/25/2018 11:15:00","Phosphorus-_Total",0.053,"mg/L",26.2511,-80.08962,0.5
"...1052","BROWARD","121","12/09/2020 11:25:00","Phosphorus-_Total",0.086,"mg/L",26.13533,-80.20202,0.5
"...1053","BROWARD","11","05/18/2020 10:40:00","Phosphorus-_Total",0.021,"mg/L",26.1733,-80.17093,0.5
"...1054","BROWARD","121","09/16/2020 12:25:00","Phosphorus-_Total",0.066,"mg/L",26.13533,-80.20202,0.5
"...1055","BROWARD","2","12/08/2020 10:15:00","Phosphorus-_Total",0.093,"mg/L",26.3277,-80.13158,0.5
"...1056","BROWARD","129","05/20/2020 11:55:00","Phosphorus-_Total",0.047,"mg/L",26.02595,-80.16338,0.5
"...1057","BROWARD","29","12/14/2020 10:15:00","Phosphorus-_Total",0.015,"mg/L",26.06153,-80.43357,0.5
"...1058","BROWARD","28","05/19/2020 11:10:00","Phosphorus-_Total",0.019,"mg/L",26.06385,-80.31325,0.5
"...1059","BROWARD","40","03/13/2023 10:40:00","Phosphorus-_Total",0.672,"mg/L",26.03485,-80.11713,0.5
"...1060","BROWARD","33","03/14/2023 11:16:00","Phosphorus-_Total",0.605,"mg/L",26.31338,-80.0806,0.5
"...1061","BROWARD","41","06/13/2023 09:19:00","Phosphorus-_Total",0.065,"mg/L",25.98717,-80.12145,0.5
"...1062","BROWARD","10","03/13/2023 13:02:00","Phosphorus-_Total",0.605,"mg/L",26.13687,-80.11832,0.5
"...1063","BROWARD","40","06/13/2023 10:17:00","Phosphorus-_Total",0.13,"mg/L",26.03485,-80.11713,0.5
"...1064","BROWARD","35","11/14/2022 12:20:00","Phosphorus-_Total",0.136,"mg/L",26.2511,-80.08962,0.5
"...1065","BROWARD","29","11/08/2022 11:27:00","Phosphorus-_Total",0.013,"mg/L",26.06153,-80.43357,0.5
"...1066","BROWARD","121","11/07/2022 11:30:00","Phosphorus-_Total",0.021,"mg/L",26.13533,-80.20202,0.5
"...1067","BROWARD","35","06/25/2018 11:25:00","Phosphorus-_Total",0.052,"mg/L",26.2511,-80.08962,0.5
"...1068","BROWARD","111","11/06/2018 14:30:00","Phosphorus-_Total",0.109,"mg/L",26.15322,-80.12933,0.5
"...1069","BROWARD","31","03/06/2017 11:05:00","Phosphorus-_Total",0.075,"mg/L",25.9642,-80.31062,0.5
"...1070","BROWARD","23","05/01/2017 09:15:00","Phosphorus-_Total",0.021,"mg/L",26.14965,-80.44182,0.5
"...1071","BROWARD","122","11/06/2018 09:10:00","Phosphorus-_Total",0.081,"mg/L",26.09983,-80.25017,0.5
"...1072","BROWARD","123","08/30/2018 13:30:00","Phosphorus-_Total",0.032,"mg/L",26.09062,-80.17882,0.5
"...1073","BROWARD","17","11/12/2019 13:00:00","Phosphorus-_Total",0.152,"mg/L",26.13581667,-80.1942,0.5
"...1074","BROWARD","29","02/20/2020 10:40:00","Phosphorus-_Total",0.015,"mg/L",26.06153,-80.43357,0.5
"...1075","BROWARD","23","09/05/2019 08:25:00","Phosphorus-_Total",0.015,"mg/L",26.14965,-80.44182,0.5
"...1076","BROWARD","37","05/23/2019 12:15:00","Phosphorus-_Total",0.124,"mg/L",26.13877,-80.10807,0.5
"...1077","BROWARD","12","11/07/2022 10:15:00","Phosphorus-_Total",0.013,"mg/L",26.17312,-80.18698,0.5
"...1078","BROWARD","6","11/07/2022 11:50:00","Phosphorus-_Total",0.024,"mg/L",26.2062,-80.13263,0.5
"...1079","BROWARD","5","11/07/2022 12:20:00","Phosphorus-_Total",0.228,"mg/L",26.22162,-80.10303,0.5
"...1080","BROWARD","10","11/16/2022 13:30:00","Phosphorus-_Total",0.099,"mg/L",26.13687,-80.11832,0.5
"...1081","BROWARD","16","11/07/2022 10:20:00","Phosphorus-_Total",0.066,"mg/L",26.12202,-80.14653,0.5
"...1082","BROWARD","11","11/07/2022 10:40:00","Phosphorus-_Total",0.022,"mg/L",26.1733,-80.17093,0.5
"...1083","BROWARD","41","11/16/2022 09:55:00","Phosphorus-_Total",0.135,"mg/L",25.98717,-80.12145,0.5
"...1084","BROWARD","128","05/16/2023 09:20:00","Phosphorus-_Total",0.074,"mg/L",26.06768,-80.18218,0.5
"...1085","BROWARD","34","06/22/2023 11:07:00","Phosphorus-_Total",0.215,"mg/L",26.26352,-80.0824,0.5
"...1086","BROWARD","22","11/13/2019 09:10:00","Phosphorus-_Total",0.015,"mg/L",26.11607,-80.3166,0.5
"...1087","BROWARD","122","08/26/2019 09:15:00","Phosphorus-_Total",0.015,"mg/L",26.09983,-80.25017,0.5
"...1088","BROWARD","34","05/23/2019 10:25:00","Phosphorus-_Total",0.132,"mg/L",26.26352,-80.0824,0.5
"...1089","BROWARD","14","03/11/2019 09:15:00","Phosphorus-_Total",0.015,"mg/L",26.16428,-80.25662,0.5
"...1090","BROWARD","122","09/05/2019 07:50:00","Phosphorus-_Total",0.015,"mg/L",26.09983,-80.25017,0.5
"...1091","BROWARD","34","06/25/2018 10:55:00","Phosphorus-_Total",0.097,"mg/L",26.26352,-80.0824,0.5
"...1092","BROWARD","20","08/16/2019 12:05:00","Phosphorus-_Total",0.02,"mg/L",26.08717,-80.18547,0.5
"...1093","BROWARD","64","01/22/2020 13:25:00","Phosphorus-_Total",0.049,"mg/L",26.12837,-80.17503,0.5
"...1094","BROWARD","31","05/19/2021 11:05:00","Phosphorus-_Total",0.015,"mg/L",25.9642,-80.31062,0.5
"...1095","BROWARD","15","08/23/2021 09:40:00","Phosphorus-_Total",0.231,"mg/L",26.1183,-80.14363,0.5
"...1096","BROWARD","31","08/30/2021 11:00:00","Phosphorus-_Total",0.013,"mg/L",25.9642,-80.31062,0.5
"...1097","BROWARD","110","08/25/2021 08:50:00","Phosphorus-_Total",0.063,"mg/L",26.23132,-80.12687,0.5
"...1098","BROWARD","40","03/13/2023 11:10:00","Phosphorus-_Total",0.659,"mg/L",26.03485,-80.11713,0.5
"...1099","BROWARD","29","11/07/2023 09:38:00","Phosphorus-_Total",0.013,"mg/L",26.06153,-80.43357,0.5
"...1100","BROWARD","41","11/08/2023 09:35:00","Phosphorus-_Total",0.14,"mg/L",25.98717,-80.12145,0.5
"...1101","BROWARD","31","08/21/2023 10:55:00","Phosphorus-_Total",0.018,"mg/L",25.9642,-80.31062,0.5
"...1102","BROWARD","26","10/31/2023 09:25:00","Phosphorus-_Total",0.061,"mg/L",26.06812,-80.1686,0.5
"...1103","BROWARD","23","06/25/2018 09:25:00","Phosphorus-_Total",0.022,"mg/L",26.14965,-80.44182,0.5
"...1104","BROWARD","32","08/28/2018 11:15:00","Phosphorus-_Total",0.022,"mg/L",25.95677,-80.43062,0.5
"...1105","BROWARD","33","05/23/2019 09:55:00","Phosphorus-_Total",0.146,"mg/L",26.31338,-80.0806,0.5
"...1106","BROWARD","64","05/30/2019 10:30:00","Phosphorus-_Total",0.081,"mg/L",26.12837,-80.17503,0.5
"...1107","BROWARD","7","05/17/2021 10:45:00","Phosphorus-_Total",0.029,"mg/L",26.21857,-80.17055,0.5
"...1108","BROWARD","19","03/03/2021 09:10:00","Phosphorus-_Total",0.025,"mg/L",26.10898,-80.15908,0.5
"...1109","BROWARD","6","05/17/2021 11:50:00","Phosphorus-_Total",0.023,"mg/L",26.2062,-80.13263,0.5
"...1110","BROWARD","128","09/23/2020 09:45:00","Phosphorus-_Total",0.035,"mg/L",26.06768,-80.18218,0.5
"...1111","BROWARD","31","05/19/2020 11:00:00","Phosphorus-_Total",0.015,"mg/L",25.9642,-80.31062,0.5
"...1112","BROWARD","10","03/04/2024 12:12:00","Phosphorus-_Total",0.066,"mg/L",26.13687,-80.11832,0.5
"...1113","BROWARD","11","05/28/2024 09:18:00","Phosphorus-_Total",0.136,"mg/L",26.1733,-80.17093,0.5
"...1114","BROWARD","112","03/12/2024 11:58:00","Phosphorus-_Total",0.144,"mg/L",26.16392,-80.12632,0.5
"...1115","BROWARD","25","03/05/2024 10:11:00","Phosphorus-_Total",0.09,"mg/L",26.04815,-80.15513,0.5
"...1116","BROWARD","40","05/15/2024 09:53:00","Phosphorus-_Total",0.102,"mg/L",26.03485,-80.11713,0.5
"...1117","BROWARD","22","05/13/2024 08:05:00","Phosphorus-_Total",0.021,"mg/L",26.11607,-80.3166,0.5
"...1118","BROWARD","1","05/20/2024 09:45:00","Phosphorus-_Total",0.119,"mg/L",26.32555,-80.09015,0.5
"...1119","BROWARD","11","03/12/2024 09:56:00","Phosphorus-_Total",0.057,"mg/L",26.1733,-80.17093,0.5
"...1120","BROWARD","16","03/13/2019 09:05:00","Phosphorus-_Total",0.067,"mg/L",26.12202,-80.14653,0.5
"...1121","BROWARD","19","09/18/2019 10:00:00","Phosphorus-_Total",0.058,"mg/L",26.10898,-80.15908,0.5
"...1122","BROWARD","40","02/24/2021 11:20:00","Phosphorus-_Total",0.095,"mg/L",26.03485,-80.11713,0.5
"...1123","BROWARD","7","08/30/2021 11:25:00","Phosphorus-_Total",0.024,"mg/L",26.21857,-80.17055,0.5
"...1124","BROWARD","38","05/25/2021 12:12:00","Phosphorus-_Total",0.152,"mg/L",26.10265,-80.11868,0.5
"...1125","BROWARD","26","08/23/2021 10:00:00","Phosphorus-_Total",0.088,"mg/L",26.06812,-80.1686,0.5
"...1126","BROWARD","11","11/08/2021 10:50:00","Phosphorus-_Total",0.013,"mg/L",26.1733,-80.17093,0.5
"...1127","BROWARD","25","10/24/2024 09:50:00","Phosphorus-_Total",0.096,"mg/L",26.04815,-80.15513,0.5
"...1128","BROWARD","4","03/11/2024 10:55:00","Phosphorus-_Total",0.034,"mg/L",26.35132,-80.28333,0.5
"...1129","BROWARD","24","02/26/2020 11:50:00","Phosphorus-_Total",0.113,"mg/L",26.0595,-80.14398,0.5
"...1130","BROWARD","23","08/28/2018 09:30:00","Phosphorus-_Total",0.022,"mg/L",26.14965,-80.44182,0.5
"...1131","BROWARD","15","03/04/2020 12:35:00","Phosphorus-_Total",0.071,"mg/L",26.1183,-80.14363,0.5
"...1132","BROWARD","16","05/18/2020 10:40:00","Phosphorus-_Total",0.107,"mg/L",26.12202,-80.14653,0.5
"...1133","BROWARD","123","03/13/2024 11:53:00","Phosphorus-_Total",0.02,"mg/L",26.09062,-80.17882,0.5
"...1134","BROWARD","8","03/11/2024 12:15:00","Phosphorus-_Total",0.017,"mg/L",26.2305,-80.20485,0.5
"...1135","BROWARD","17","03/13/2024 10:23:00","Phosphorus-_Total",0.065,"mg/L",26.13581667,-80.1942,0.5
"...1136","BROWARD","16","03/13/2024 09:30:00","Phosphorus-_Total",0.082,"mg/L",26.12202,-80.14653,0.5
"...1137","BROWARD","34","05/20/2024 10:40:00","Phosphorus-_Total",0.115,"mg/L",26.26352,-80.0824,0.5
"...1138","BROWARD","40","03/04/2024 10:03:00","Phosphorus-_Total",0.175,"mg/L",26.03485,-80.11713,0.5
"...1139","BROWARD","8","05/22/2024 11:23:00","Phosphorus-_Total",0.019,"mg/L",26.2305,-80.20485,0.5
"...1140","BROWARD","122","03/12/2024 08:25:00","Phosphorus-_Total",0.03,"mg/L",26.09983,-80.25017,0.5
"...1141","BROWARD","2","06/26/2018 09:45:00","Phosphorus-_Total",0.051,"mg/L",26.3277,-80.13158,0.5
"...1142","BROWARD","12","02/18/2020 09:45:00","Phosphorus-_Total",0.015,"mg/L",26.17312,-80.18698,0.5
"...1143","BROWARD","12","07/11/2017 10:40:00","Phosphorus-_Total",0.017,"mg/L",26.17312,-80.18698,0.5
"...1144","BROWARD","41","06/27/2018 09:30:00","Phosphorus-_Total",0.225,"mg/L",25.98717,-80.12145,0.5
"...1145","BROWARD","124","09/23/2020 09:00:00","Phosphorus-_Total",0.035,"mg/L",26.06565,-80.21588,0.5
"...1146","BROWARD","23","09/23/2020 09:50:00","Phosphorus-_Total",0.015,"mg/L",26.14965,-80.44182,0.5
"...1147","BROWARD","37","05/27/2021 09:25:00","Phosphorus-_Total",0.143,"mg/L",26.13877,-80.10807,0.5
"...1148","BROWARD","121","11/01/2023 11:35:00","Phosphorus-_Total",0.056,"mg/L",26.13533,-80.20202,0.5
"...1149","BROWARD","37","11/06/2023 12:38:00","Phosphorus-_Total",0.126,"mg/L",26.13877,-80.10807,0.5
"...1150","BROWARD","122","08/22/2023 08:12:00","Phosphorus-_Total",0.024,"mg/L",26.09983,-80.25017,0.5
"...1151","BROWARD","37","08/24/2023 12:28:00","Phosphorus-_Total",0.047,"mg/L",26.13877,-80.10807,0.5
"...1152","BROWARD","33","03/06/2017 10:40:00","Phosphorus-_Total",0.557,"mg/L",26.31338,-80.0806,0.5
"...1153","BROWARD","20","03/08/2017 12:45:00","Phosphorus-_Total",0.34,"mg/L",26.08717,-80.18547,0.5
"...1154","BROWARD","124","03/03/2021 08:55:00","Phosphorus-_Total",0.015,"mg/L",26.06565,-80.21588,0.5
"...1155","BROWARD","34","09/01/2021 11:10:00","Phosphorus-_Total",0.188,"mg/L",26.26352,-80.0824,0.5
"...1156","BROWARD","28","02/22/2021 12:55:00","Phosphorus-_Total",0.015,"mg/L",26.06385,-80.31325,0.5
"...1157","BROWARD","40","08/25/2021 11:15:00","Phosphorus-_Total",0.202,"mg/L",26.03485,-80.11713,0.5
"...1158","BROWARD","112","08/30/2021 13:05:00","Phosphorus-_Total",0.066,"mg/L",26.16392,-80.12632,0.5
"...1159","BROWARD","25","05/19/2021 11:05:00","Phosphorus-_Total",0.134,"mg/L",26.04815,-80.15513,0.5
"...1160","BROWARD","36","11/09/2021 12:25:00","Phosphorus-_Total",0.091,"mg/L",26.19035,-80.1025,0.5
"...1161","BROWARD","8","11/16/2021 12:40:00","Phosphorus-_Total",0.013,"mg/L",26.2305,-80.20485,0.5
"...1162","BROWARD","33","11/04/2024 10:20:00","Phosphorus-_Total",0.187,"mg/L",26.31338,-80.0806,0.5
"...1163","BROWARD","3","10/28/2024 10:03:00","Phosphorus-_Total",0.148,"mg/L",26.32783,-80.20302,0.5
"...1164","BROWARD","32","07/22/2024 10:07:00","Phosphorus-_Total",0.013,"mg/L",25.95677,-80.43062,0.5
"...1165","BROWARD","35","09/11/2019 11:45:00","Phosphorus-_Total",0.045,"mg/L",26.2511,-80.08962,0.5
"...1166","BROWARD","20","08/30/2018 14:00:00","Phosphorus-_Total",0.04,"mg/L",26.08717,-80.18547,0.5
"...1167","BROWARD","40","09/06/2019 09:30:00","Phosphorus-_Total",0.098,"mg/L",26.03485,-80.11713,0.5
"...1168","BROWARD","110","11/16/2021 09:35:00","Phosphorus-_Total",0.075,"mg/L",26.23132,-80.12687,0.5
