"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...715","DERM_BBWQ","BB18","01/05/2021 09:45:00","Nitrogen-_Total",0.345,"mg/L",25.7868761,-80.1633701,0.5
"...716","DERM_BBWQ","BB11","03/01/2021 09:25:00","Nitrogen-_Total",0.42,"mg/L",25.8464751,-80.1669677,0.5
"...717","DERM_BBWQ","CG02","05/09/2024 09:20:00","Nitrogen-_Total",0.5,"mg/L",25.706066,-80.26086,0.5
"...718","DERM_BBWQ","BB18","05/07/2024 09:40:00","Nitrogen-_Total",0.06,"mg/L",25.7868761,-80.1633701,0.5
"...719","DERM_BBWQ","MR04","06/04/2024 10:50:00","Nitrogen-_Total",0.44,"mg/L",25.7827799,-80.2147826,0.5
"...720","DERM_BBWQ","OSC3","06/03/2024 09:30:00","Nitrogen-_Total",0.94,"mg/L",25.879678,-80.236215,0.5
"...721","DERM_BBWQ","CG07","05/09/2024 10:30:00","Nitrogen-_Total",0.42,"mg/L",25.7410796,-80.3106721,0.5
"...722","DERM_BBWQ","CD02","06/06/2024 08:55:00","Nitrogen-_Total",0.19,"mg/L",25.6111839,-80.3098744,0.5
"...723","DERM_BBWQ","TM05","02/02/2021 09:00:00","Nitrogen-_Total",0.926,"mg/L",25.7625448,-80.3202984,0.5
"...724","DERM_BBWQ","MW05","06/05/2024 09:45:00","Nitrogen-_Total",2.5,"mg/L",25.521443,-80.4435492,0.5
"...725","DERM_BBWQ","OL03","01/04/2021 09:40:00","Nitrogen-_Total",0.901,"mg/L",25.9637064,-80.1502022,0.5
"...726","DERM_BBWQ","BB39A","03/03/2021 11:30:00","Nitrogen-_Total",0.536,"mg/L",25.5264328,-80.3070577,0.5
"...727","DERM_BBWQ","OSC3","05/06/2024 09:10:00","Nitrogen-_Total",0.79,"mg/L",25.879678,-80.236215,0.5
"...728","DERM_BBWQ","AC01","02/01/2021 10:40:00","Nitrogen-_Total",0.206,"mg/L",25.9006722,-80.1443668,0.5
"...729","DERM_BBWQ","BBMB3","06/03/2024 11:35:00","Nitrogen-_Total",0.24,"mg/L",25.825666,-80.13375,0.5
"...730","DERM_BBWQ","BB47","01/06/2021 08:50:00","Nitrogen-_Total",0.277,"mg/L",25.3367944,-80.3200766,0.5
"...731","DERM_BBWQ","SK01","01/04/2021 12:00:00","Nitrogen-_Total",0.398,"mg/L",25.9294714,-80.1503688,0.5
"...732","DERM_BBWQ","CG01","03/04/2021 08:30:00","Nitrogen-_Total",0.533,"mg/L",25.7036788,-80.2472057,0.5
"...733","DERM_BBWQ","OSC2","05/06/2024 09:20:00","Nitrogen-_Total",1.33,"mg/L",25.890008,-80.243468,0.5
"...734","DERM_BBWQ","SK09","02/01/2021 11:35:00","Nitrogen-_Total",0.652,"mg/L",25.964234,-80.3110905,0.5
"...735","DERM_BBWQ","BBOR1","06/05/2024 09:15:00","Nitrogen-_Total",0.17,"mg/L",25.3237,-80.3072,0.5
"...736","DERM_BBWQ","BB01A","05/06/2024 11:50:00","Nitrogen-_Total",0.06,"mg/L",25.960526,-80.124254,0.5
"...737","DERM_BBWQ","MW04","06/05/2024 09:15:00","Nitrogen-_Total",1.41,"mg/L",25.4712872,-80.3792762,0.5
"...738","DERM_BBWQ","L31E1","01/06/2021 10:00:00","Nitrogen-_Total",0.595,"mg/L",25.4926466,-80.346775,0.5
"...739","DERM_BBWQ","MR08","01/05/2021 11:20:00","Nitrogen-_Total",0.872,"mg/L",25.8103755,-80.2642734,0.5
"...740","DERM_BBWQ","BS11","05/06/2024 10:50:00","Nitrogen-_Total",1.15,"mg/L",25.927833,-80.35815,0.5
"...741","DERM_BBWQ","BB41","06/05/2024 10:45:00","Nitrogen-_Total",0.23,"mg/L",25.4726881,-80.2844755,0.5
"...742","DERM_BBWQ","BB47","06/05/2024 09:00:00","Nitrogen-_Total",0.19,"mg/L",25.3367944,-80.3200766,0.5
"...743","DERM_BBWQ","SK10","03/01/2021 10:30:00","Nitrogen-_Total",0.866,"mg/L",25.956833,-80.430633,0.5
"...744","DERM_BBWQ","L31E1","05/08/2024 09:45:00","Nitrogen-_Total",0.52,"mg/L",25.4926466,-80.346775,0.5
"...745","DERM_BBWQ","BBMB4","03/04/2021 10:30:00","Nitrogen-_Total",0.382,"mg/L",25.846566,-80.127483,0.5
"...746","DERM_BBWQ","FC15","03/03/2021 12:20:00","Nitrogen-_Total",0.554,"mg/L",25.4481037,-80.460903,0.5
"...747","DERM_BBWQ","OSC1","06/03/2024 10:30:00","Nitrogen-_Total",0.7,"mg/L",25.893635,-80.242845,0.285
"...748","DERM_BBWQ","BB14","03/01/2021 09:05:00","Nitrogen-_Total",0.37,"mg/L",25.8300761,-80.1585673,0.5
"...749","DERM_BBWQ","BBKB1","03/04/2021 10:35:00","Nitrogen-_Total",0.411,"mg/L",25.69801,-80.17428,0.5
"...750","DERM_BBWQ","CG02A","03/04/2021 11:15:00","Nitrogen-_Total",1.015,"mg/L",25.714687,-80.280868,0.5
"...751","DERM_BBWQ","BB17","01/05/2021 10:00:00","Nitrogen-_Total",0.377,"mg/L",25.802675,-80.1659703,0.5
"...752","DERM_BBWQ","BISC101","02/03/2021 11:05:00","Nitrogen-_Total",0.337,"mg/L",25.4783316,-80.320831,0.5
"...753","DERM_BBWQ","CG01","01/07/2021 08:55:00","Nitrogen-_Total",0.447,"mg/L",25.7036788,-80.2472057,0.5
"...754","DERM_BBWQ","CG01","02/04/2021 08:40:00","Nitrogen-_Total",0.425,"mg/L",25.7036788,-80.2472057,0.5
"...755","DERM_BBWQ","MW01","05/08/2024 09:20:00","Nitrogen-_Total",1.01,"mg/L",25.4707887,-80.3740089,0.5
"...756","DERM_BBWQ","BB50","05/08/2024 09:50:00","Nitrogen-_Total",0.06,"mg/L",25.2298977,-80.3767774,0.5
"...757","DERM_BBWQ","MR04","05/07/2024 10:45:00","Nitrogen-_Total",0.46,"mg/L",25.7827799,-80.2147826,0.5
"...758","DERM_BBWQ","BBOR2","05/08/2024 09:25:00","Nitrogen-_Total",0.24,"mg/L",25.2963,-80.3255,0.5
"...759","DERM_BBWQ","BL04","06/05/2024 10:50:00","Nitrogen-_Total",0.45,"mg/L",25.568404,-80.363504,0.5
"...760","DERM_BBWQ","BS04","03/01/2021 08:55:00","Nitrogen-_Total",0.53,"mg/L",25.8740728,-80.1814691,0.5
"...761","DERM_BBWQ","MR01","03/02/2021 10:20:00","Nitrogen-_Total",0.331,"mg/L",25.770035,-80.1915094,0.5
"...762","DERM_BBWQ","BBKB1","06/06/2024 10:40:00","Nitrogen-_Total",0.06,"mg/L",25.69801,-80.17428,0.5
"...763","DERM_BBWQ","BBMB4","02/04/2021 11:45:00","Nitrogen-_Total",0.433,"mg/L",25.846566,-80.127483,0.5
"...764","DERM_BBWQ","SK01","06/03/2024 12:20:00","Nitrogen-_Total",0.14,"mg/L",25.9294714,-80.1503688,0.5
"...765","DERM_BBWQ","FC15","01/06/2021 12:50:00","Nitrogen-_Total",2.99,"mg/L",25.4481037,-80.460903,0.5
"...766","DERM_BBWQ","BB32","02/04/2021 10:30:00","Nitrogen-_Total",0.255,"mg/L",25.68568,-80.1835687,0.5
"...767","DERM_BBWQ","GL03","05/08/2024 10:45:00","Nitrogen-_Total",1.4,"mg/L",25.5373021,-80.3437635,0.5
"...768","DERM_BBWQ","BS04","06/03/2024 08:30:00","Nitrogen-_Total",0.6,"mg/L",25.8740728,-80.1814691,0.5
"...769","DERM_BBWQ","OL02","06/03/2024 10:10:00","Nitrogen-_Total",0.72,"mg/L",25.9478705,-80.1551539,0.5
"...770","DERM_BBWQ","CD05","03/04/2021 10:40:00","Nitrogen-_Total",0.257,"mg/L",25.6238368,-80.3436253,0.5
"...771","DERM_BBWQ","BB38","03/03/2021 08:20:00","Nitrogen-_Total",0.32,"mg/L",25.5196864,-80.2393748,0.5
"...772","DERM_BBWQ","BB41","03/03/2021 11:00:00","Nitrogen-_Total",0.416,"mg/L",25.4726881,-80.2844755,0.5
"...773","DERM_BBWQ","BL06","02/03/2021 10:00:00","Nitrogen-_Total",0.974,"mg/L",25.53604325,-80.32527118,0.5
"...774","DERM_BBWQ","CD02","02/04/2021 10:40:00","Nitrogen-_Total",0.629,"mg/L",25.6111839,-80.3098744,0.5
"...775","DERM_BBWQ","BL12","05/08/2024 12:05:00","Nitrogen-_Total",1,"mg/L",25.6610226,-80.4306146,0.5
"...776","DERM_BBWQ","FC03","06/05/2024 08:40:00","Nitrogen-_Total",0.64,"mg/L",25.4480526,-80.3673826,0.5
"...777","DERM_BBWQ","L31E1","02/03/2021 10:05:00","Nitrogen-_Total",1.828,"mg/L",25.4926466,-80.346775,0.5
"...778","DERM_BBWQ","BISC122","05/08/2024 10:40:00","Nitrogen-_Total",0.06,"mg/L",25.4133316,-80.295,0.5
"...779","DERM_BBWQ","SK09","06/03/2024 12:30:00","Nitrogen-_Total",0.77,"mg/L",25.964234,-80.3110905,0.5
"...780","DERM_BBWQ","LR06","06/03/2024 08:30:00","Nitrogen-_Total",0.9,"mg/L",25.8539749,-80.1927698,0.5
"...781","DERM_BBWQ","MR07","03/02/2021 11:25:00","Nitrogen-_Total",0.591,"mg/L",25.8072788,-80.2601771,0.5
"...782","DERM_BBWQ","TM05","01/05/2021 08:55:00","Nitrogen-_Total",0.92,"mg/L",25.7625448,-80.3202984,0.5
"...783","DERM_BBWQ","PR04A","03/03/2021 11:05:00","Nitrogen-_Total",3.992,"mg/L",25.536972,-80.3895984,0.5
"...784","DERM_BBWQ","BB31","03/04/2021 08:20:00","Nitrogen-_Total",0.392,"mg/L",25.6937801,-80.2075693,0.5
"...785","DERM_BBWQ","SP08","05/09/2024 09:45:00","Nitrogen-_Total",0.9,"mg/L",25.7154804,-80.3829744,0.5
"...786","DERM_BBWQ","BB15","05/06/2024 09:15:00","Nitrogen-_Total",0.24,"mg/L",25.8150757,-80.1752699,0.5
"...787","DERM_BBWQ","SK01","03/01/2021 12:15:00","Nitrogen-_Total",0.322,"mg/L",25.9294714,-80.1503688,0.5
"...788","DERM_BBWQ","BS08","05/06/2024 10:30:00","Nitrogen-_Total",0.61,"mg/L",25.916139,-80.222213,0.5
"...789","DERM_BBWQ","BB22","01/05/2021 08:45:00","Nitrogen-_Total",0.288,"mg/L",25.7562781,-80.1742698,0.5
"...790","DERM_BBWQ","BS10","01/04/2021 11:15:00","Nitrogen-_Total",1.058,"mg/L",25.9187361,-80.3244952,0.5
"...791","DERM_BBWQ","LR08","03/01/2021 09:10:00","Nitrogen-_Total",0.932,"mg/L",25.8703617,-80.2907737,0.5
"...792","DERM_BBWQ","WC02","01/05/2021 09:30:00","Nitrogen-_Total",0.508,"mg/L",25.7843109,-80.2104451,0.5
"...793","DERM_BBWQ","SK02","03/01/2021 11:25:00","Nitrogen-_Total",0.674,"mg/L",25.9319891,-80.1523133,0.5
"...794","DERM_BBWQ","BISC127","02/04/2021 09:50:00","Nitrogen-_Total",0.24,"mg/L",25.6299983,-80.25,0.5
"...795","DERM_BBWQ","BB22","03/02/2021 08:40:00","Nitrogen-_Total",0.373,"mg/L",25.7562781,-80.1742698,0.5
"...796","DERM_BBWQ","LR10","03/01/2021 09:45:00","Nitrogen-_Total",3.557,"mg/L",25.8695563,-80.3387186,0.5
"...797","DERM_BBWQ","TM02","03/02/2021 09:20:00","Nitrogen-_Total",0.677,"mg/L",25.7855632,-80.2559449,0.5
"...798","DERM_BBWQ","AR03","02/03/2021 08:40:00","Nitrogen-_Total",0.512,"mg/L",25.2890129,-80.4430649,0.5
"...799","DERM_BBWQ","MR08","05/07/2024 10:45:00","Nitrogen-_Total",0.77,"mg/L",25.8103755,-80.2642734,0.5
"...800","DERM_BBWQ","BB32","06/06/2024 10:30:00","Nitrogen-_Total",0.06,"mg/L",25.68568,-80.1835687,0.5
"...801","DERM_BBWQ","BB18","02/02/2021 09:25:00","Nitrogen-_Total",0.314,"mg/L",25.7868761,-80.1633701,0.5
"...802","DERM_BBWQ","PR08","06/05/2024 11:55:00","Nitrogen-_Total",0.94,"mg/L",25.5870676,-80.5112166,0.5
"...803","DERM_BBWQ","SK09","05/06/2024 11:55:00","Nitrogen-_Total",0.79,"mg/L",25.964234,-80.3110905,0.5
"...804","DERM_BBWQ","TM03A","05/07/2024 10:15:00","Nitrogen-_Total",0.8,"mg/L",25.7937979,-80.2625108,0.5
"...805","DERM_BBWQ","BB11","01/04/2021 09:25:00","Nitrogen-_Total",0.266,"mg/L",25.8464751,-80.1669677,0.5
"...806","DERM_BBWQ","TM02","08/06/2024 09:20:00","Nitrogen-_Total",0.77,"mg/L",25.7855632,-80.2559449,0.5
"...807","DERM_BBWQ","BISC122","08/07/2024 10:15:00","Nitrogen-_Total",0.24,"mg/L",25.4133316,-80.295,0.5
"...808","DERM_BBWQ","BB09","09/09/2024 09:30:00","Nitrogen-_Total",0.48,"mg/L",25.871374,-80.1550667,0.5
"...809","DERM_BBWQ","WC03","08/06/2024 08:45:00","Nitrogen-_Total",0.68,"mg/L",25.7876538,-80.2150483,0.5
"...810","DERM_BBWQ","BL05","08/07/2024 11:00:00","Nitrogen-_Total",1.6,"mg/L",25.576314,-80.360246,0.5
"...811","DERM_BBWQ","OL03","09/09/2024 09:45:00","Nitrogen-_Total",0.63,"mg/L",25.9637064,-80.1502022,0.5
"...812","DERM_BBWQ","TM08","09/10/2024 09:45:00","Nitrogen-_Total",1.07,"mg/L",25.761778,-80.4810792,0.5
"...813","DERM_BBWQ","WC03","07/09/2024 08:45:00","Nitrogen-_Total",0.64,"mg/L",25.7876538,-80.2150483,0.5
"...814","DERM_BBWQ","BB51","07/10/2024 09:55:00","Nitrogen-_Total",0.64,"mg/L",25.251496,-80.4140785,0.5
"...815","DERM_BBWQ","BB50","08/07/2024 09:35:00","Nitrogen-_Total",0.57,"mg/L",25.2298977,-80.3767774,0.5
"...816","DERM_BBWQ","L31E1","08/07/2024 09:50:00","Nitrogen-_Total",0.62,"mg/L",25.4926466,-80.346775,0.5
"...817","DERM_BBWQ","DDC2","08/06/2024 11:20:00","Nitrogen-_Total",0.71,"mg/L",25.812261,-80.321703,0.5
"...818","DERM_BBWQ","CD09","09/12/2024 09:35:00","Nitrogen-_Total",0.77,"mg/L",25.6658803,-80.4086772,0.5
"...819","DERM_BBWQ","TM02","09/10/2024 09:20:00","Nitrogen-_Total",0.91,"mg/L",25.7855632,-80.2559449,0.5
"...820","DERM_BBWQ","TM02","09/10/2024 09:10:00","Nitrogen-_Total",0.83,"mg/L",25.7855632,-80.2559449,0.5
"...821","DERM_BBWQ","MI03","09/11/2024 09:50:00","Nitrogen-_Total",0.59,"mg/L",25.4894593,-80.3635494,0.5
"...822","DERM_BBWQ","DDC1","09/10/2024 11:25:00","Nitrogen-_Total",0.64,"mg/L",25.826103,-80.385617,0.5
"...823","DERM_BBWQ","CM02","07/09/2024 10:40:00","Nitrogen-_Total",0.54,"mg/L",25.78348,-80.23984,0.5
"...824","DERM_BBWQ","BB22","07/09/2024 09:10:00","Nitrogen-_Total",0.24,"mg/L",25.7562781,-80.1742698,0.5
"...825","DERM_BBWQ","BB10","09/09/2024 09:45:00","Nitrogen-_Total",0.44,"mg/L",25.8695722,-80.1438671,0.5
"...826","DERM_BBWQ","BBOR1","09/11/2024 09:10:00","Nitrogen-_Total",0.5,"mg/L",25.3237,-80.3072,0.5
"...827","DERM_BBWQ","CD09","08/08/2024 09:35:00","Nitrogen-_Total",0.38,"mg/L",25.6658803,-80.4086772,0.5
"...828","DERM_BBWQ","BS07","08/05/2024 10:30:00","Nitrogen-_Total",0.71,"mg/L",25.9166356,-80.2114643,0.5
"...829","DERM_BBWQ","IC01","09/09/2024 10:20:00","Nitrogen-_Total",0.24,"mg/L",25.893724,-80.130186,0.5
"...830","DERM_BBWQ","WC04","07/09/2024 09:00:00","Nitrogen-_Total",0.7,"mg/L",25.7944234,-80.2214498,0.5
"...831","DERM_BBWQ","CM04","07/09/2024 10:20:00","Nitrogen-_Total",0.46,"mg/L",25.78272272,-80.26952901,0.528
"...832","DERM_BBWQ","BL04","07/10/2024 10:50:00","Nitrogen-_Total",1.38,"mg/L",25.568404,-80.363504,0.5
"...833","DERM_BBWQ","BB50","09/11/2024 09:40:00","Nitrogen-_Total",0.49,"mg/L",25.2298977,-80.3767774,0.5
"...834","DERM_BBWQ","OL03","08/05/2024 10:20:00","Nitrogen-_Total",0.66,"mg/L",25.9637064,-80.1502022,0.5
"...835","DERM_BBWQ","BS10","09/09/2024 11:00:00","Nitrogen-_Total",1.2,"mg/L",25.9187361,-80.3244952,0.5
"...836","DERM_BBWQ","OC01","09/09/2024 10:45:00","Nitrogen-_Total",0.61,"mg/L",25.89776829,-80.24577639,0.5
"...837","DERM_BBWQ","CG02","09/12/2024 10:45:00","Nitrogen-_Total",0.9,"mg/L",25.706066,-80.26086,0.5
"...838","DERM_BBWQ","MR03","09/10/2024 10:50:00","Nitrogen-_Total",0.91,"mg/L",25.778711,-80.2072338,0.5
"...839","DERM_BBWQ","AC06","07/08/2024 09:30:00","Nitrogen-_Total",1.6,"mg/L",25.9083837,-80.1636707,0.5
"...840","DERM_BBWQ","BS08","07/08/2024 10:40:00","Nitrogen-_Total",0.78,"mg/L",25.916139,-80.222213,0.5
"...841","DERM_BBWQ","CG01","08/08/2024 08:50:00","Nitrogen-_Total",0.76,"mg/L",25.7036788,-80.2472057,0.5
"...842","DERM_BBWQ","CG02","08/08/2024 08:30:00","Nitrogen-_Total",0.71,"mg/L",25.706066,-80.26086,0.5
"...843","DERM_BBWQ","BB09","08/05/2024 09:20:00","Nitrogen-_Total",0.24,"mg/L",25.871374,-80.1550667,0.5
"...844","DERM_BBWQ","CM02","08/06/2024 10:30:00","Nitrogen-_Total",0.43,"mg/L",25.78348,-80.23984,0.5
"...845","DERM_BBWQ","BL06","08/07/2024 11:25:00","Nitrogen-_Total",1.67,"mg/L",25.53604325,-80.32527118,0.5
"...846","DERM_BBWQ","BS08","08/05/2024 10:10:00","Nitrogen-_Total",0.86,"mg/L",25.916139,-80.222213,0.5
"...847","DERM_BBWQ","L31E1","09/11/2024 09:35:00","Nitrogen-_Total",0.61,"mg/L",25.4926466,-80.346775,0.5
"...848","DERM_BBWQ","TM06","09/10/2024 08:40:00","Nitrogen-_Total",1.05,"mg/L",25.762007,-80.348379,0.5
"...849","DERM_BBWQ","MR04","09/10/2024 11:00:00","Nitrogen-_Total",0.95,"mg/L",25.7827799,-80.2147826,0.5
"...850","DERM_BBWQ","BB24","07/09/2024 09:35:00","Nitrogen-_Total",0.24,"mg/L",25.7665764,-80.1405694,0.5
"...851","DERM_BBWQ","BB15","09/09/2024 09:20:00","Nitrogen-_Total",0.69,"mg/L",25.8150757,-80.1752699,0.5
"...852","DERM_BBWQ","BB14","08/05/2024 10:30:00","Nitrogen-_Total",0.24,"mg/L",25.8300761,-80.1585673,0.5
"...853","DERM_BBWQ","BL03","09/11/2024 10:10:00","Nitrogen-_Total",1.69,"mg/L",25.5490482,-80.3481369,0.5
"...854","DERM_BBWQ","FC15","08/07/2024 08:30:00","Nitrogen-_Total",0.71,"mg/L",25.4481037,-80.460903,0.5
"...855","DERM_BBWQ","PR03","09/11/2024 10:00:00","Nitrogen-_Total",4.18,"mg/L",25.5195182,-80.364046,0.5
"...856","DERM_BBWQ","SK01","09/09/2024 12:15:00","Nitrogen-_Total",1.23,"mg/L",25.9294714,-80.1503688,0.5
"...857","DERM_BBWQ","LR08","07/08/2024 08:55:00","Nitrogen-_Total",1.15,"mg/L",25.8703617,-80.2907737,0.5
"...858","DERM_BBWQ","OSC3","07/08/2024 09:00:00","Nitrogen-_Total",1.36,"mg/L",25.879678,-80.236215,0.5
"...859","DERM_BBWQ","PR04A","07/10/2024 10:20:00","Nitrogen-_Total",4.23,"mg/L",25.536972,-80.3895984,0.5
"...860","DERM_BBWQ","AC02","07/08/2024 10:10:00","Nitrogen-_Total",0.34,"mg/L",25.8939883,-80.1540054,0.5
"...861","DERM_BBWQ","BISC101","07/10/2024 10:50:00","Nitrogen-_Total",0.32,"mg/L",25.4783316,-80.320831,0.5
"...862","DERM_BBWQ","BL01","08/07/2024 11:05:00","Nitrogen-_Total",0.5,"mg/L",25.5360433,-80.3252712,0.5
"...863","DERM_BBWQ","BB28","09/10/2024 08:45:00","Nitrogen-_Total",0.24,"mg/L",25.7291777,-80.1602691,0.5
"...864","DERM_BBWQ","SP01","08/08/2024 09:10:00","Nitrogen-_Total",0.65,"mg/L",25.6583676,-80.2659342,0.5
"...865","DERM_BBWQ","CD03A","08/08/2024 09:05:00","Nitrogen-_Total",0.32,"mg/L",25.614657,-80.317532,0.5
"...866","DERM_BBWQ","SK10","09/09/2024 10:05:00","Nitrogen-_Total",0.87,"mg/L",25.956833,-80.430633,0.5
"...867","DERM_BBWQ","CD04A","09/12/2024 08:35:00","Nitrogen-_Total",0.4,"mg/L",25.594937,-80.341127,0.5
"...868","DERM_BBWQ","BS08","09/09/2024 11:30:00","Nitrogen-_Total",0.9,"mg/L",25.916139,-80.222213,0.5
"...869","DERM_BBWQ","CD02","07/11/2024 08:50:00","Nitrogen-_Total",0.33,"mg/L",25.6111839,-80.3098744,0.5
"...870","DERM_BBWQ","BB15A","09/09/2024 09:30:00","Nitrogen-_Total",0.54,"mg/L",25.81507571,-80.1752699,0.5
"...871","DERM_BBWQ","SP01","07/11/2024 09:10:00","Nitrogen-_Total",0.73,"mg/L",25.6583676,-80.2659342,0.5
"...872","DERM_BBWQ","PR08","07/10/2024 12:00:00","Nitrogen-_Total",0.45,"mg/L",25.5870676,-80.5112166,0.5
"...873","DERM_BBWQ","BB04","07/08/2024 10:50:00","Nitrogen-_Total",0.28,"mg/L",25.917671,-80.1257684,0.5
"...874","DERM_BBWQ","BBOR1","08/07/2024 09:00:00","Nitrogen-_Total",0.33,"mg/L",25.3237,-80.3072,0.5
"...875","DERM_BBWQ","BB51","09/11/2024 09:50:00","Nitrogen-_Total",0.54,"mg/L",25.251496,-80.4140785,0.5
"...876","DERM_BBWQ","LR05","08/05/2024 08:50:00","Nitrogen-_Total",1.03,"mg/L",25.8714828,-80.2341987,0.5
"...877","DERM_BBWQ","LR10","07/08/2024 09:25:00","Nitrogen-_Total",1.14,"mg/L",25.8695563,-80.3387186,0.5
"...878","DERM_BBWQ","BL05","07/10/2024 11:05:00","Nitrogen-_Total",1.5,"mg/L",25.576314,-80.360246,0.5
"...879","DERM_BBWQ","BBY1","08/05/2024 09:45:00","Nitrogen-_Total",0.24,"mg/L",25.837703,-80.171883,0.5
"...880","DERM_BBWQ","AC02","08/05/2024 10:30:00","Nitrogen-_Total",0.24,"mg/L",25.8939883,-80.1540054,0.5
"...881","DERM_BBWQ","BBOR2","09/11/2024 09:20:00","Nitrogen-_Total",0.46,"mg/L",25.2963,-80.3255,0.5
"...882","DERM_BBWQ","BB37","08/08/2024 10:00:00","Nitrogen-_Total",0.24,"mg/L",25.570684,-80.19177,0.5
"...883","DERM_BBWQ","SK05","08/05/2024 11:00:00","Nitrogen-_Total",1.07,"mg/L",25.9596526,-80.2054001,0.5
"...884","DERM_BBWQ","NO07A","08/07/2024 08:55:00","Nitrogen-_Total",1.89,"mg/L",25.4628912,-80.4038901,0.5
"...885","DERM_BBWQ","CM04","08/06/2024 10:10:00","Nitrogen-_Total",0.41,"mg/L",25.78272272,-80.26952901,0.5
"...886","DERM_BBWQ","AR03","08/07/2024 08:30:00","Nitrogen-_Total",0.42,"mg/L",25.2890129,-80.4430649,0.5
"...887","DERM_BBWQ","OL01","07/08/2024 10:05:00","Nitrogen-_Total",0.62,"mg/L",25.938348,-80.149601,0.5
"...888","DERM_BBWQ","BB08","09/09/2024 09:05:00","Nitrogen-_Total",0.36,"mg/L",25.86423333,-80.17096667,0.5
"...889","DERM_BBWQ","OC01","08/05/2024 09:40:00","Nitrogen-_Total",0.81,"mg/L",25.89776829,-80.24577639,0.5
"...890","DERM_BBWQ","OSC1","08/05/2024 09:30:00","Nitrogen-_Total",1.63,"mg/L",25.893635,-80.242845,0.315
"...891","DERM_BBWQ","BBY1","07/09/2024 09:20:00","Nitrogen-_Total",0.59,"mg/L",25.837703,-80.171883,0.5
"...892","DERM_BBWQ","DDC2","07/09/2024 12:25:00","Nitrogen-_Total",0.56,"mg/L",25.812261,-80.321703,0.5
"...893","DERM_BBWQ","BB34","07/11/2024 09:00:00","Nitrogen-_Total",0.24,"mg/L",25.6514821,-80.2590735,0.5
"...894","DERM_BBWQ","AR03","07/10/2024 08:30:00","Nitrogen-_Total",0.73,"mg/L",25.2890129,-80.4430649,0.5
"...895","DERM_BBWQ","BISC121","07/10/2024 08:50:00","Nitrogen-_Total",0.7,"mg/L",25.3549983,-80.291665,0.5
"...896","DERM_BBWQ","CD03A","07/11/2024 09:05:00","Nitrogen-_Total",0.4,"mg/L",25.614657,-80.317532,0.5
"...897","DERM_BBWQ","BB02","08/05/2024 11:30:00","Nitrogen-_Total",0.24,"mg/L",25.9448704,-80.1277678,0.5
"...898","DERM_BBWQ","MR01","08/06/2024 10:15:00","Nitrogen-_Total",0.54,"mg/L",25.770035,-80.1915094,0.5
"...899","DERM_BBWQ","BB15","08/05/2024 09:15:00","Nitrogen-_Total",0.8,"mg/L",25.8150757,-80.1752699,0.5
"...900","DERM_BBWQ","AR03","09/11/2024 08:30:00","Nitrogen-_Total",0.69,"mg/L",25.2890129,-80.4430649,0.5
"...901","DERM_BBWQ","MI03","07/10/2024 10:00:00","Nitrogen-_Total",0.4,"mg/L",25.4894593,-80.3635494,0.5
"...902","DERM_BBWQ","CG07","07/11/2024 11:35:00","Nitrogen-_Total",0.95,"mg/L",25.7410796,-80.3106721,0.5
"...903","DERM_BBWQ","BB39A","07/10/2024 11:05:00","Nitrogen-_Total",0.32,"mg/L",25.5264328,-80.3070577,0.5
"...904","DERM_BBWQ","WC02","08/06/2024 08:30:00","Nitrogen-_Total",0.75,"mg/L",25.7843109,-80.2104451,0.5
"...905","DERM_BBWQ","BS11","07/08/2024 10:40:00","Nitrogen-_Total",0.99,"mg/L",25.927833,-80.35815,0.5
"...906","DERM_BBWQ","BB24","09/10/2024 09:30:00","Nitrogen-_Total",0.24,"mg/L",25.7665764,-80.1405694,0.5
"...907","DERM_BBWQ","BB32","09/12/2024 11:05:00","Nitrogen-_Total",0.24,"mg/L",25.68568,-80.1835687,0.5
"...908","DERM_BBWQ","CD05","08/08/2024 09:00:00","Nitrogen-_Total",0.22,"mg/L",25.6238368,-80.3436253,0.5
"...909","DERM_BBWQ","MW05","08/07/2024 09:45:00","Nitrogen-_Total",4.5,"mg/L",25.521443,-80.4435492,0.5
"...910","DERM_BBWQ","MW13","08/07/2024 09:15:00","Nitrogen-_Total",0.51,"mg/L",25.5174877,-80.5425794,0.5
"...911","DERM_BBWQ","NO07A","09/11/2024 08:55:00","Nitrogen-_Total",2.2,"mg/L",25.4628912,-80.4038901,0.5
"...912","DERM_BBWQ","MW13","07/10/2024 09:25:00","Nitrogen-_Total",0.49,"mg/L",25.5174877,-80.5425794,0.5
"...913","DERM_BBWQ","BBMB3","09/09/2024 10:35:00","Nitrogen-_Total",0.24,"mg/L",25.825666,-80.13375,0.5
"...914","DERM_BBWQ","BB05A","08/05/2024 10:55:00","Nitrogen-_Total",0.24,"mg/L",25.9017218,-80.1422694,0.5
"...915","DERM_BBWQ","BBY1","09/09/2024 09:40:00","Nitrogen-_Total",0.29,"mg/L",25.837703,-80.171883,0.5
"...916","DERM_BBWQ","BB38","08/07/2024 08:30:00","Nitrogen-_Total",0.24,"mg/L",25.5196864,-80.2393748,0.5
"...917","DERM_BBWQ","GL03","08/07/2024 10:50:00","Nitrogen-_Total",1.13,"mg/L",25.5373021,-80.3437635,0.5
