Requested report - WIN WAVES
ORGANIZATION ID = 21FLPBCH PROJECT ID - PROJECT NAME = ERMWQ - PBC ERM Ambient Water Quality Monitoring DEP ANALYTE GROUP = General Physical-Chemical | Biological | Nutrients DEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L | Nitrogen- Total Kjeldahl - mg/L | Nitrate (N) - mg/L | Nitrate-Nitrite (N) - mg/L | Nitrite (N) - mg/L | Orthophosphate (P) - mg/L | pH - SU | Phosphorus- Total - mg/L | Salinity - PSU | Turbidity - NTU | Chlorophyll a, free of pheophytin - ug/L | Nitrogen- Total - mg/L | Silica (SiO2) - mg/L | Dissolved Oxygen - mg/L | Temperature, Water - deg C | Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L
Report Run on APRIL 30, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0909202418CI924S18C"|"Field"|"09/09/2024 12:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16489304"|"Salinity"|"18.09"|""|"PSU"|""|""|""|""|""|""|""
"21FLPBCH"|"24"|""|"26 35 16.02"|""|"-80 4 41.93"|"3256A"|"1219202324L1923S24"|"Field"|"12/19/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660701"|"Dissolved Oxygen"|"8.41"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"24"|""|"26 35 16.02"|""|"-80 4 41.93"|"3256A"|"1219202324L1923S24"|"Field"|"12/19/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660703"|"pH"|"8.22"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"24"|""|"26 35 16.02"|""|"-80 4 41.93"|"3256A"|"1219202324L1923S24"|"Field"|"12/19/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660705"|"Temperature, Water"|"20"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660609"|"Orthophosphate (P)"|"0.0038"|""|"mg/L"|"0.0038"|"0.004"|"U"|"Total"|"E84973"|"[J(M1)] Estimated Value. Matrix spike recovery exceeded QC limits.  Batch accepted based on laboratory control sample (LCS) recovery."|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660613"|"Nitrogen- Total Kjeldahl"|"0.48"|""|"mg/L"|"0.2"|"0.5"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660614"|"Phosphorus- Total"|"0.005"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660621"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660617"|"Turbidity"|"0.3"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660615"|"Chlorophyll a- corrected"|"1"|""|"ug/L"|"1"|"5"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"1219202315L1923S"|"Sample"|"12/19/2023 09:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660619"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660643"|"Orthophosphate (P)"|"0.047"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660639"|"Chlorophyll a- corrected"|"1"|""|"ug/L"|"1"|"5"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660642"|"Ammonia (N)"|"0.16"|""|"mg/L"|"0.035"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660641"|"Nitrate-Nitrite (N)"|"0.31"|""|"mg/L"|"0.015"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660647"|"Nitrogen- Total Kjeldahl"|"0.71"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660649"|"Turbidity"|"2.4"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"1219202322L1923S"|"Sample"|"12/19/2023 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14660644"|"Phosphorus- Total"|"0.072"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31B"|""|"26 25 19.93"|""|"-80 4 25.58"|"3262"|"0312202431BC1224S31B"|"Field"|"03/12/2024 12:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924293"|"pH"|"7.88"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"31B"|""|"26 25 19.93"|""|"-80 4 25.58"|"3262"|"0312202431BC1224S31B"|"Field"|"03/12/2024 12:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924295"|"Temperature, Water"|"24.4"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"31B"|""|"26 25 19.93"|""|"-80 4 25.58"|"3262"|"0312202431BC1224S31B"|"Field"|"03/12/2024 12:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924291"|"Dissolved Oxygen"|"5.86"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924198"|"Nitrate-Nitrite (N)"|"0.39"|""|"mg/L"|"0.015"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924189"|"Ammonia (N)"|"0.072"|""|"mg/L"|"0.035"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924202"|"Orthophosphate (P)"|"0.36"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924190"|"Nitrogen- Total Kjeldahl"|"1.4"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|"[V] Indicates that the analyte was detected in both the sample and the associated method blank."|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924195"|"Chlorophyll a- corrected"|"6.2"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924199"|"Turbidity"|"2.9"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"0312202428AC1224S"|"Sample"|"03/12/2024 10:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924201"|"Phosphorus- Total"|"0.44"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0312202427AC1224S27A"|"Field"|"03/12/2024 09:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924278"|"pH"|"7.97"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0312202427AC1224S27A"|"Field"|"03/12/2024 09:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924276"|"Dissolved Oxygen"|"7.95"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0312202427AC1224S27A"|"Field"|"03/12/2024 09:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924280"|"Temperature, Water"|"24"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"31C"|""|"26 25 27.64"|""|"-80 7 19.58"|"3262D"|"0312202431CC1224S31C"|"Field"|"03/12/2024 11:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924296"|"Dissolved Oxygen"|"5.32"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"31C"|""|"26 25 27.64"|""|"-80 7 19.58"|"3262D"|"0312202431CC1224S31C"|"Field"|"03/12/2024 11:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924300"|"Temperature, Water"|"25.1"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"31C"|""|"26 25 27.64"|""|"-80 7 19.58"|"3262D"|"0312202431CC1224S31C"|"Field"|"03/12/2024 11:20:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14924298"|"pH"|"7.39"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0914202313I1423S1"|"Sample"|"09/14/2023 13:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13959457"|"Nitrate-Nitrite (N)"|"0.25"|""|"mg/L"|"0.25"|"5"|"U"|"Total"|"E84973"|"[D3] Sample was diluted due to the presence of high levels of non-target analytes or other matrix interference."|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974554"|"Chlorophyll a- corrected"|"6.1"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974559"|"Turbidity"|"3"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974565"|"Orthophosphate (P)"|"0.0065"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974551"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974564"|"Phosphorus- Total"|"0.05"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974561"|"Nitrogen- Total Kjeldahl"|"0.94"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0313202437BC1324S"|"Sample"|"03/13/2024 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14974552"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483030"|"Nitrogen- Total Kjeldahl"|"0.68"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483025"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483022"|"Turbidity"|"1.2"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483018"|"Chlorophyll a- corrected"|"2"|""|"ug/L"|"1"|"5"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483026"|"Orthophosphate (P)"|"0.0042"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483024"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"27A"|""|"26 32 19.97"|""|"-80 7 22.66"|"3256B"|"0514202427AE1424S"|"Sample"|"05/14/2024 09:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483027"|"Phosphorus- Total"|"0.036"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483067"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483062"|"Orthophosphate (P)"|"0.016"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483064"|"Phosphorus- Total"|"0.048"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483069"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483073"|"Chlorophyll a- corrected"|"1.1"|""|"ug/L"|"1"|"5"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483066"|"Nitrogen- Total Kjeldahl"|"0.6"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424S"|"Sample"|"05/14/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15483072"|"Turbidity"|"0.8"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0514202428E1424FCEB"|"Equipment Blank"|"05/14/2024 13:30:00"|"QCMatrix-Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|""|""|""|""|""|"15483059"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
